Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Al-Bukhary
E senhal de reddicio de lu es que la sua camba adharesca am la coyssa am levitat no-laboroza.	The sign of reduction is that their leg adheres to the couch without pain or difficulty when they lift it up.
E aprop emplastra aquel e fay adhirir la camba am la coyssa, e aprop lia aquelas emsemps am una benda per tres dias o per quatre, e aprop deslia aquelas.	Then plaster is applied and the leg is immobilized against the couch; then it should be bound up with a bandage for three or four days, and then unbound.
E no uze le malaute de ambulacio per alcus dias, entro que sia sanat e cofortat.	And the patient should not use their limb for walking for some days until they are healed and strengthened.
Mays si la reduccio de lu a tu es excusada, lahoras aministra fort extencio am liamentz dels quals en la curacio de la hancha precedit narracio.	But if the reduction of it is impossible for you, then apply strong extension with ligatures as in the previous narration on the treatment of hip dislocation.
Capitol .xxxiii.	Chapter XXXIII
De la curacio de la dislocacio del talo.	Of the Treatment of Ankle Dislocation
Le talo alcunas veguadas es remaugut per petita remocio, e alcunas veguadas es dislocat segon compliment, e la dislocacio de lu es fayta o a las partidas dedintz o a las partidas deforo.	The ankle sometimes gets dislocated by a slight sprain, and sometimes it becomes completely dislocated; the dislocation may occur either on the inner or outer side.
E le senhal de la dislocacio de lu es que vezes le talo imflat procedent a la partida a la qual es dislocat.	The sign of ankle dislocation is that the area around the displaced talus appears swollen and inflamed.
Mays la curacio de la remocio de lu es de leugiera reddicio, e es que sia extendut am facilitat am las mas e sia engualhat entro que retorne.	But the treatment for a sprained ankle is easy reduction; it should be extended gently with the hands and pressed inwards until it returns to its normal position.
Mays en la curacio de lu quan es dislocat segon compliment, cove que fasses cezer le malaute dreyt, e tengua aquel un ministre fort e valent de la partida detras del dos de aquel en le mieg loc de lu.	But in the treatment of a completely dislocated ankle, it is necessary that you make the patient lie down on their back; then have another strong and brave servant hold firmly behind them at the middle of the ankle.
E aprop te tu am la tieua ma dreyta le pe de la pus sobirana part, e am la tua ma sinistra de la part pus dejos del pe en le loc de la cavilha.	Then you should place your right hand under the upper part of their foot and your left hand on the outer side of the foot at the location of the heel.
E aprop atira le pe a tu am la tua ma dreyta, e aprop am la sinistra per dos veguadas, e aprop exten am la sinistra; e empelleys le pietz del pe am la dreyta deves la camba ses trebalh.	Then pull the foot towards you with your right hand and push it two times with your left hand, then extend it with your left hand; then press firmly downwards on the heel of the foot with your right hand without shaking.
E fay aquo doas veguadas segon que havem comtat.	And repeat this process twice as we have described.
E aprop empelleys le pietz del pe a la camba la tersa veguada, e tu es a la cavilha.	Then press the heel of the foot down to the ankle for the third time and you will be at the heel.
Donc si retorna en una veguada o en dos segon aquesta manieyra, e si vezes le pe engualhat, es bo; e sino, lahoras sobre lu itera la operacio, quar aquel retorna.	Therefore if it returns again or twice after this manner, and if the foot swells, it is good; otherwise, then the operation is repeated, for that returns.
Mays si a tu es prohibida la reduccio de lu am aquo que havem recomtat, lahoras fay jaser le malaute sobre le sieu dos sobre terra, e estrenh un paysel mot en terra fermat, e que caja entre las coyssas de lu, e tu ja has envolopat sobre lu drap per so que no ledesca le malaute.	If it is forbidden for you to reduce the hernia with what we have recommended, then make the patient lie on their side on the ground, and stretch a rope firmly tied to the ground between their thighs, and you have wrapped around them a cloth so that the patient does not slip.
E aprop le ministre de lu tengua las suas coyssas, e aprop autre ministre extenda le pe am las suas mas o am liament que lie sobre le col del pe; e aprop extenda aquel quascun ministre contre extencio del sieu par, e le payssel sia extant entre las coyssas del malaute retinent aquel, per so que·l cos de lu no sia atirat a las partidas dejos deves la sua extencio.	And then the minister of the testicles holds his own parts, and another minister extends the patient's leg with their hands or with some device placed on the knee; and each minister stretches out their part as much as they can, so that the body of the patient is not pulled towards the sides due to their extension.
E aprop le metge enguala la dislocacio am las sieuas mas, e autre ministre tengua la coyssa sana a las partidas dejos, quar la dislocacio retorna am la facilitat.	And then the physician reduces the dislocation with his hands, and another minister holds the healthy side on the outside, for the dislocation returns easily.
E donc cum retorna la dislocacio e es declarada a tu la sanetat de la reduccio de lu, lahoras pausa emplastre e extrenh aquela am liamentz fortment, e ligua le pe am liament a la camba.	And therefore when the dislocation returns and it is declared to you that the reduction has failed, then apply an emollient plaster and bind it firmly with bandages, and tie the leg with bandages to the bed.
E cove que temes o te guardes dels nervis les quals so detras sobre le talo, per que le liament sobre aquel no sia vehement e leda aquel fortment.	And be careful or guard yourself from the nerves which are behind the heel, for the bandage over it should not be tight and harm them.
E aprop layssa aquel per dos dias o per tres; e si le liament es mollificat, extrenh aquel.	And then leave him like that for two days or three; and if the bandage becomes moistened, remove it.
E aprop deslia aquel en le ters dia o en le quart, e prohibeys le malaute de anament per xl dias.	And then untie him on the third day or the fourth, and forbid the patient from walking for forty days.
