Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Al-Bukharī
Alcunas veguadas fractura es am plagua, e accideys disrupcio en la codena, e yeu vindre am rememoracio en aquela en le capitol segon singularitat.	"Some fractures are with displacement, such as in the elbow joint, and this happens occasionally. I have spoken about this in Chapter II on Particularities."
E sapias que ges tot membre trencat no es streyt am stelhas al primier dia; la qual causa es quar le membre, quan es gran, no cove que pauses sobre lu stelhas sino aprop v dias o vii o mays, segon la tua seguratat de adveniment de apostema caut.	"And know that not every fractured limb should be immobilized with splints on the first day. The reason for this is that when a limb is large, it does not require splints to be placed over it immediately, but rather after 2, 3 or more days depending on your assurance of whether an abscess will form."
E aquesta es la manieyra dels emplaustres am les quals les Antics restauravan, les quals so pausatz sobre fractura e dislocacio e torcio.	"And this is the method used by plasterers with which the Ancients used to treat fractures and dislocations and twists."
Manieyra de emplaustra comu abruejat de restaurament de fractura, convenient a motas compleccios e majorment a las femnas e als efantz, quar es de aquo sobre le qual no ventz calor ni freg: e es que prenguas de polvera de moli, e es la medula de la farina que pen deves le movement de la mola en las paretz del moli.	"Method of plastering commonly used for treating fractures, suitable especially for complicated cases and mainly for women and children because it does not allow heat or friction. And this is how you should proceed: Take some powder from the mill, which is the bran left behind after sifting the flour."
E comfeys aquel ayssi cum es, sino que cribelles aquel am album de huou, e pausa la comfeccio de lu no-spessa ni subtil; e aprop usa de aquela.	"And then sieve it with album of egg whites and make a paste that is neither too thick nor too thin. And then use this."
Autra manieyra de emplaustre restaurant fractura e dislocacio e torcio: recipe de assafetida, de lapdanum, de acacia, de enula, e migrach, que es razit de milgraner salvage, de totz ana drac. x; de mirra e aloen ana drac. v; alochil ana drac. xx; totz sian trissatz e cribellatz e sian mesclatz am aygua alichil o am album de huou si la compleccio del malaute es scalfada; e aprop usa de aquest emplaustre, quar es de bona composicio e restaura les osses trencatz leugierament, e confereys a motz homes.	"Another method of plastering for treating fractures and dislocations and twists: Take assafetida, ladanum, acacia, enula, and millet flour, which is ground from wild grains; mix them together with mirrh and aloe in equal parts. Then sift everything thoroughly and combine it with chicory water or egg whites if the condition is scalded. And then use this plaster because it has a good composition and treats lightly fractured bones well. It benefits many people."
Autra manieyra de emplaustre le qual comfereys a fractura e torcio: recipe migrach e met de altea blanca ana drac. x; de mirra e de aloen ana drac v; de acacia drac. vi; de bol armenic drac. .xx.	"Another method of plastering that is suitable for treating fractures and twists: Take millet flour and white wheat flour in equal parts, 10 drachms each; mirrh and aloe, one-half drachm each; acacia, six drachms; and bol armenic, twenty drachms."
Totz sian trissatz en mortier am mota contricio, e sian cribellatz, e sian comfitz am aygua o am album de huou e sia administrat.	"All these are ground together in a mortar with great care and sifted. Then they are mixed with water or egg whites and applied."
Manieyra de emplaustre a juncturas e osses separatz de lors locs, e seda dolor accident en aquels e a fissuras e fractaduras: sia presa lana sutza e sia submersa en vi agre e oli cuyt e sia pausat sobre le loc.	"Method of plastering for joints and bones separated from their places, which cause pain in those areas and for cracks and fractures: Take raw wool, immerse it in sour wine and cooked oil, and place it over the location."
Mays en aquest emplastre no es vertut de restauracio, de apostema caut e expelleys dolors propriament.	"But this plaster is not useful for restoring broken bones or drawing out pus. It only serves to relieve pain."
Autra manieyra de emplastre que restaura os trancat: pren fuelas de figuier sort e fuelas de papaver salvatge; contereys tot e fay emplastre de lor.	"Another method of plastering that restores broken bones: Take fig leaves and wild poppy leaves; combine them together and make a plaster from them."
Manieyra de emplastre abreujat aministrat deves la restauracio de fractura de os e quan tu voles resolucio del romanent de apostema: recipe razitz de altea, de camamilla e flors de violes, de farina de ers, de totz ana partida i; sian totz trissatz e sian cofitz am vi, si·l membre no es scalfat.	"A plaster for healing and treating fractures of the bone and to resolve any remaining abscess: take roots of mallow, chamomile flowers, violet flowers, flour from oats, all in equal parts; all ground together and cooked with wine. If the member is not cut."
Mays si es scalfat, lahoras comfeys aquel am aygua de coliandre humit o am aygua e usa de lu.	"If it is scratched, then wash it with cold water or with water from a bunch of celery, and use it."
Autra manieyra de emplastra pus fort en resolucio que aquest primier, quan accideys apostema dur deves la restauracio del membre: recipe de razitz de altea e de semensa de li, e de balaustia, e mellilot, majorana, flors de viol, de camamilla, de totz ana partida i engual; totz sian trissatz e sian cofitz am aygua de sauze o am aygua dousa o am vi, tot aquo segon la qualitat del membre e le repaus de la color de lu.	"Another plaster for healing abscesses that is stronger than the first one, when an abscess occurs during the restoration of a member: take roots of mallow and its seeds, and balm, melilot, marjoram, violet flowers, chamomile, all ground together; all are ground together and cooked with water from walnut trees or with sweet water or with wine, all according to the quality of the member and the restfulness of its color."
