Ayssi comensan las paraulas de Albucasim .	"Thus begins the words of Albohali."
Mays si no podes reduzir le os de tot am aquo que havem recomtat, lahoras enscideys aquel am aquo que coveneys a lu dels inscizoris les quals havem ditz; o serra aquel am una de las serras en qualque manieyra sia a tu possible.	But if you cannot reduce the bone completely with what we have recommended, then incise it with one of the knives which we have mentioned; or saw it with one of the saws in whatever manner is possible for you.
E aprop ratz aquel que roman en le os de asperitat e de scorsas menudas.	And then rasp that which remains on the bone and remove the small sharp edges.
E cum le os es reduzit, e aprop la reduccio le malaute atroba dolor vehement ledent, lahoras sapias que le os no es retornat al sieu loc natural; e adonc fay aquo quar tu confereyses al malaute gran juvament.	And when the bone is reduced and the patient suddenly feels violent pain, know that the bone has not returned to its natural place. And then do this for you will greatly relieve the patient.
Cum es complida la tua restauracio la qual fas al os, e lahoras submergeys drap en vi stiptic negre, e propriament si es en estiu, e no pauses sobre la plagua cerot ni autre causa en la qual sia oli, per so que no fassa en lu accidir poyredura e corropcio.	When your reduction of the bone is complete, then immerse a bandage in black stiptic wine, especially if it is summer, and do not apply cerote or any other ointment on the wound, for fear that putrefaction and corruption may occur.
E aprop aministra stelas en la hora del tieu compliment de la restauracio de l’os, e layssa la plagua descuberta enayssi que inscidas le trauc am forfexs e uses de envolucios segon la quantitat de la plagua.	And then administer bandages in the hour of your completion of the reduction of the bone, and leave the wound exposed so that you insert traction with forceps and use wrappings according to the quantity of the displacement.
E guarda te am tota cautela que no strenhas la plagua am la fractura, quar motas veguadas an fayt aquo les fols metges, e fero accidir sobre les sieus malautes mort o malautia corrodent o zuthement, so es sania.	And be careful that you do not stretch the wound with the fracture, for many times foolish physicians have done this and caused death or corrupting disease or great harm to their patients. So it is harmful.
E si la tieua strictura leugiera, molli, diversa de la strictura de las autras fracturas.	And if your splint is light, soft, and different from the splints of other fractures.
E si la plagua es gran o es plagua mala, e temes sobre aquel alcus accidentz mals les quals havem recomtatz, e atrobas dolor en le loc, lahoras no cove que pauses sobre aquel astelas, mays fay ad aquel envolucio de draps durs en loc de stelas e strenh lu am aquelas.	And if the wound is large or bad and you fear that some of the bad accidents which we have mentioned may occur there, and you feel pain in the place, then it is not necessary to apply bandages, but rather make a dressing of hard cloth in its place and stretch it with that.
E cum aprop un dia o dos vezes ja la plagua comensar, que en lu sia engendrat brac, lahoras tu osta desus le drap le qual havias pausat sobre aquel am vi, e aprop aministra calguas, enguentz am les quals de nostra constuma es que mediquem las plaguas, ayssi cum enguentz tetrafarmacon e semblantz ad aquel.	And when about a day or two later the wound begins to form crusts, then remove the cloth which you had placed over it with wine, and then apply cataplasms, as is customary for us to do for wounds, such as terra firmata or similar ones.
E conveneys a tu que deslias le liament e considera la plagua en quascun dia mati e vespre entro que sia consolidada e fermada, e cove que·l membre sia preparat en tal manieyra que la poyredura corra de lu a las partidas dejos am facilitat.	And it is necessary for you to loose the bandages and examine the wound every morning and evening until it is consolidated and firm, and that the limb be prepared in such a way that putrefaction flows away from it towards its parts with ease.
si a la plagua passan motz dias, e no es consolidada ni es abscindit de lu le brac, lahoras sapias que aqui so satagias de las petitas per que cove enquieras la plagua am tenta.	If many days pass and the wound is not consolidated nor separated from it by a crust, then know that here are small bone fragments for which you should examine the wound with a probe.
E de aquelas satagias aquelas que so separadas remau e extratz, aquelas que de lor no so separadas e pongen le membre e fan accidir dolor, perforsa te a inscidir aquelas segon que a tu aquo es possibla.	And of those fragments, remove and extract those that are separated; but those which are not separated and put pressure on the limb and cause pain, strive to incise them as much as is possible for you.
E si accideys a la plagua zuchem o eluchen, so es stiomenios, o autra specia de corrupcio e de putrefaccio, lahoras cove que pauses a quada un de aquels am aquo que conveneys a lu de la curacio del qual es precedida narracio en le sieu capitol.	And if you notice swelling or inflammation in the wound, then it is an indication of corruption and putrefaction; therefore it is necessary for you to apply one of those with which we have said that the cure of this is preceded by a narration in its chapter.
E de aquo en le qual cove que stia lo mieu sermo e tu fassas present la tua pessa: quan os gros es trincat, emineys sobre le membre ayssi cum le os de la coyssa e del ajutori e semblantz ad aquels dels membres grans, e que no presumas atraccio de lu, ni la extraccio de lu quar motas veguadas accideys per aquo la mort; habantz layssa aquel entro que poyresca, quar fort leu cayra per si aprop xx dias o xxx; e lahoras cura la plagua si a tu es vist, e si no layssa aquela.	And concerning that about which my speech is more important and you make your decision: when the large bone is crushed, emerge over the limb as the bones of the foot and hand and similar ones in the large limbs, and do not attempt to pull it out nor extract it because many times death has occurred through this; leave that alone until putrefaction occurs, for it will fall away by itself after about 20 or 30 days; and then treat the wound if you see fit, otherwise leave it alone.
