Ayssi comensan las paraulas de Albucasim .	Thus we begin the treatment of the disease of Albucasim.
E donc cum retorna la dislocacio e es declarada a tu la sanetat de la reduccio de lu, lahoras pausa emplastre e extrenh aquela am liamentz fortment, e ligua le pe am liament a la camba.	And so when the dislocation returns and it is declared to you the health of the reduction of it, then pause and plaster strongly, and bind the foot with a strong ligament to the leg.
E cove que temes o te guardes dels nervis les quals so detras sobre le talo, per que le liament sobre aquel no sia vehement e leda aquel fortment.	And beware that you do not touch or guard the nerves which are behind the ankle, so that the ligament on it is not violent and holds it strongly.
E aprop layssa aquel per dos dias o per tres; e si le liament es mollificat, extrenh aquel.	And then leave it for two days or three; and if the ligament is softened, stretch it.
E aprop deslia aquel en le ters dia o en le quart, e prohibeys le malaute de anament per xl dias.	And you remove that from the third day or on the fourth, and forbid the patient from strenuous activity for 40 days.
Mays si es forsat de anar denant aquel spazi, no es fayta segurtat que la dislocacio no sia sobre lu dissolvuda e corrumpuda, e aprop aquo que no recipia curacio.	Perhaps it is forgotten to administer that space, it is not safe that the dislocation is not above it dissolved and corrupted, and then do not receive a cure.
E si accideys a lu apostema caut, lahoras cove que tu aministre en la cedacio de lu aquo en lo qual precedic la nostra narracio, en autre loc de curacio e de embrocacio, entro que sia remauguda.	And if you encounter a hot aposteme, then take care that you administer in the cooling of the water in which our narration precedes, in another place of cure and of wrapping, until it is relieved.
Capitol .xxxiiii.	Chapter 34.
De curacio de dislocacio dels ditz dels pes.	On the Cure of Dislocation of the Toes of the Feet.
Cove que aquel qu’es dislocat sia engualhat am pauca extencio ses trebal; e aquo que no es dificil, abantz es leugier.	It is necessary that one who is dislocated be placed in a little extension of their trouble; and this is not difficult, because it is easier.
Mays si la dislocacio es en alcus nozes del dos del pe, lahoras cove que fassas cezer le malaute le sieu pe sobre loc engual de la terra o sobre taula, e sia estant ayssi cum si anava.	Perhaps the dislocation is in some nodes of the toe of the foot, then it is necessary to make the patient sit on the edge of a chair or on a table, and it should be standing thus as if it were a nave.
E aprop tu sta de pes, e pausa le tieu pe sobre aquo que imineys de las juncturas, e aprop calca aquel am le tieu pe am vertut entro que retorne, e que vejas aquel ja engualhat e no aparesca en le loc eminencia.	And then you stand on your feet, and stop the toe from going beyond what is imagined of the joints, and then calcify that which has gone to the toe until it returns, and see that it is already placed and does not appear in the eminent place.
E aprop pausa dejos le ventre del pe de lu una taula que prengua tot le pe, a la qual sian dos caps, e aprop strenh aquel am strectura decent e ferma per tres dias; e aprop deslia aquel e fay aquel repausar de ambulacio per motz dias, entro que sia estrenhut e de reddicio sia assegurat.	And then stop putting the belly of the foot on a table that holds the whole foot, which has two cups, and then strengthen that which is in structured decent firmness for three days; and then remove that and make it rest from walking for many days, until it is strengthened and its recovery is assured.
Capitol .xxxv.	Chapter 35.
De las specias de dislocacio que sian faytas am plagua o am fractura o am quascuna ensemps.	On the Species of Dislocation that are Caused by a Blow or a Fracture or any other Violent Means.
Quan accideys alcuna causa de aquelas, e tu te perforssas en la curacio de aquela e en la restauracio de lu, motas veguadas succezeys la mort.	When you encounter some cause of those, and you persevere in the cure of that and in the restoration of it, many successful outcomes will follow, far from death.
E per aquo no cove que sobre la curacio de lu presuma, sino aquel que es savi en l’art, de lonc uzatge, misericordios e pietados, tardiu, no-ardit ni presomptuos; e que use en le comensament de medicinas que cedan apostemas cautz tant solament, e leyssa le malaute al divinal jutgament, sino ad aquel al qual speras salut de perdicio, am de la malautia alleviacio, e en la qual appareys alcuna speransa.	And for that it is not necessary to presume about the cure of the presument, but rather one who is skilled in the art, from long usage, merciful and piteous, tardy, not hasty nor presumptuous; and who uses at the beginning of medicines that calm apostemes so much alone, and leaves the patient to divine judgment, not to the one to whom you hope for salvation, but rather from alleviation of the malady, and in which appears some hope.
E adonc esforsa te tantost far de lu la reduccio en le comensament de la causa, denant que endevengua apostema caut.	And then it is necessary to hasten so much to remove the cause at the beginning, because meanwhile an hot aposteme develops.
E adonc si le membre retorna segon que volem, lahoras aministra regiment le qual ceda apostema caut e cura la plagua am aquo que conveneys a lu dels enguentz desiccatius.	And then if the limb returns according to what we want, then administer a regimen that calms the hot aposteme and cures the wound with what is convenient for it among the dry desiccative remedies.
E si dislocacio es am fractura e accideys en le os satagias separadas, lahoras tu perforsa le stement de lor, e fay en aquo so que havem dit en las malautias simplas de aquo que es precedit en les locz de aquels.	And if the dislocation is with a fracture and you encounter separated bones, then you make the statement of theirs, and do in that what we have said about simple maladies of that which is preceded in the places of those.
E guarda e esquiva segon la tua vertut aquel del intrament en las vias de temor segon que a tu es precedida la mia predicacio; quar aquo es milhor a tu deves le tieu Creator, e mays permanent a la tua gloria, e mays saludos al tieu cos verays aquels en le tieu temps.	And beware and avoid according to your prudence that which is intrumental in the ways of fear, according to what has been preceded in my predication; because it is better for you to serve your Creator, and more permanent to your glory, and more salutations to your cosmos as they are in your time.
