Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucazim.
E son consolidatz e continuatz segon lor natura tot temps per la exsiccacio de aquels membres, e so continuatz e consolidatz aquels que so de lor en la fi de la lenitat, ayssi cum les osses dels petitz effantz.	And they are consolidated and continued according to their nature all the time by the dryness of those members, and they continue and consolidate those that are in them at the end of the healing process, such as the bones of small children.
Mays empero natura ajusta e amnecteys sobre le os trencat de tota partida alcuna causa semblant a glut en le qual es grossitut que adhereys e strenh aquel entro que so ensemps conglutinatz e liatz ensemps, entro que venen la fi de fortitut e de fermesa, ayssi cum foc al comensament, entro que denguna causa no prohibeys aquel de las suas obres.	But nature adjusts and reunites over the broken bone from all sides a similar cause to glue, in which it is thickened, causing it to adhere and strengthen that within until they are together congealed and tied together, until the end of fortification and firmness comes, just like fire at the beginning, as long as no cause prevents it from doing its work.
E per aquesta causa es necessari que pauses las viandas del malaute, viandas en las quals so gravitat e viscozitat e grosseza, ayssi cum havem dit.	And for this reason, it is necessary that you stop feeding the patient with foods in which there is gravity and viscosity and thickness, just as we have said.
Mota diversitat de fractura segon diversitat del membre.	Great variety of fractures according to the variety of the member.
E sapias que las specias de fractura son diversas segon la diversitat dels membres, quar fractura del os de la camba es diversa de la fractura del os del cap; e la fractura del os del pietz es divers de la fractura del os del dos; e semblantment totz les autres membres son diverses entre lor.	And you should know that the species of fracture are diverse according to the diversity of the members, for a fracture of the bone in the leg is different from a fracture of the bone in the head; and a fracture of the bone in the foot is different from a fracture of the bone in the arm; and similarly all other members are different among themselves.
E yeu venc am rememoracio de tota specia de fractura, expausada en le sieu capitol distincta del autre.	And you will find a clear remembrance of every kind of fracture, explained in its own separate chapter.
Mota diversitat de fractura en si meteyssa.	A great diversity of fractures within itself.
E son diversificadas las specias de fractura del os en lor meteyssas; quar es fayta fractura arcuada otra aquo que accidan en lu stellas; e alcunas veguadas es fayta fractura segon la longitut del os: e so las fracturas de lu satagia e astelhas e addicios procedentz e no-procedentz, ayssi cum es fayt en la pena quan es preparada a escriure, e es fractura am plagua e disrupcio en le cap, e es fractura fissura petita.	There are various types of fractures of the bones in their classifications; for one is an arched fracture that occurs around the joints; and some times it is made according to the length of the bone: and such as the fractures of the skull and star-shaped and additional and non-additional, just like it is done with a pen when it is prepared to write, and it is a fracture with a plaque and dislocation in the head, and it is a small fissured fracture.
E a tota specia es engen o turment propri en restauracio de lu segon que vindra rememoracio de lu distincta en les sieus locs.	And in all its kind it is an engine or proper torture for the recovery of him according to what will come as a reminder of him distinct in their places.
Mota senhal de fractura del os.	Sign of fracture of the bone.
E per aquo es conoguda fractura del os: es tortuositat de lu, e de aquel eminencia e appericio de lu al sentiment, e so de lu quan compremes aquel am la tua ma.	And because of this it is known as a fracture of the bone: it's twisting or deformity of it, and that prominence and appearance to the senses, and such as you perceive that arm in your own hand.
E donc quan no es en le loc tortuositat apparent ni so no es feyt deves le tieu tocament quan toques le os am agitacio e le malaute no atroba gran dolor, lahoras no es aqui fractura.	And therefore when there is no visible twisting or deformity and it's not the kind of fracture you would feel with a touch when touching the bone with agitation and the patient does not experience great pain, then this is not a fracture.
Habantz es possible que sia tortuositat o petita fissura, adon no cove que tu mauguas aquel am la tua ma e am compressio de tot; habantz pausa sobre lu de las medicinas de las quals ve rememoracio aprop aquel moment le qual conveneys al loc; e aprop sia streyt per strictura subtil.	It's possible that it's just a small twisting or tiny crack, and in that case you shouldn't be concerned if you see the arm in your own hand and feel compression all over; but rather pause for a moment to consider the medications of which there is a reminder that was suitable at the time it was necessary for that place; and let it be strict for a subtle constriction.
E sapias que·l loc quan es arcuat e no es scindit en dos o otra aquo que no accidan en lu satagie, cum es remauguda tota partida de la sua compar, lahoras cove que comenses de la tua hora a rectificacio de lu habantz que a lu accida apostema caut.	And you should know that the place when it is curved and not split into two or another way that does not allow for sagging, just as it is re-molded entirely from its comparison, then it's time to start correcting it from your own time, taking care that the apostema (inflammation) that has occurred in it doesn't become a problem.
E si a lu accida apostema caut, lahoras layssa aquel per alcus dias entro que cesse le apostema; e aprop engualha aquel segon quascuna manieyra que podes de levitat e de engen.	And if an abscess or boil forms on him, then let it be left alone for several days until the abscess resolves itself; and meanwhile apply compresses to it in any way you can with ease and ingenuity.
E sapias que restauracio de lu e agulacio de lu es pus leugiera que del os en le qual accideysso sathagie.	And you know that the restoration and healing of him is much easier than of those to whom it happens suddenly.
E aprop strenh aquel segon que vindra la rememoracio de lu.	And meanwhile, apply strength to him according as his memory will return to him.
Mays si en le os so satagias, lahoras es necessaria extencio de aquest membre trencat de doas partz, si es la ma o le pe; o am la tua ma si le membre es petit; o am doas cordas o am una corda e la ma.	But if the bone is shattered, then it's necessary to have an extension of this broken member from two parts, whether it's the hand or the foot; or with a splint for your hand, if the member is small; or with two strips or with one strip and a cloth.
E sia la tua posicio am la qual pauses le membre loc engual segon la sua figura natural, mentre que las partidas so extandudas del membre trenquat, lahoras te perforsa que fassas retornar aquelas addicios am engen e segon quascuna manieyra que poyras en lor locs.	And the position of your leg is such that you hold the member in its natural shape, while the parts are extended from the broken member; meanwhile it's necessary for you to force these additions back into place with ingenuity and in whatever way you can.
