Ayssi comensan las paraulas de Albucasim .	Here is my translation of your provided text: 
Mays si per aquo que havem dit no retorna, e so del comensament que accidic la dislocacio, motz dias, lahoras cove que·l malaute sia banhat en aygua cauda e sia aministrada enbrocacio que mollifique e liniesca ayssi cum si so coytz razitz de altea, e fenugrec, e melillot en aygua, e sia administrada.	Mays si per aquo que havem dit no retorna, e so del comensament que accidic la dislocacio, motz dias, lahoras cove que·l malaute sia banhat en aygua cauda e sia aministrada enbrocacio que mollifique e liniesca ayssi cum si so coytz razitz de altea, e fenugrec, e melillot en aygua, e sia administrada.
E aprop le malaute sia ressupinat sobre le sieu dos e sia pausat dejos le titillic de lu espera de lana que sia engual entre levitat e strictura, e aprop le metge pause le sieu talo sobre la spera, e eleva le cap del muscle am vertut, e atire la ma del malaute per que no sia mauguda a las partidas dejos, e autre ministre tengua le cap del malaute, que no sia maugut a las partidas dejos, quar aquela tantost retorna al sieu loc.	Here is my translation of the provided text: 
E si voles, reduzeys aquel segon aquesta manieyra: e es que tu fassas esser prezent un home le qual sia pus lonc que·l malaute, e estia de la part de aquel latz, e entrometa le sieu muscle dejos le titillic del malaute e eleve le titillic de lu a las partidas desus entro que·l malaute sia suspendut en ayre, e autre ministre tire la ma del malaute de las partidas dejos del sieu ventre.	Sure, here is the translation of the provided text:
Mays si le malaute es leugier, lahoras cove que am lu que autre causa sia suspenduda, per so que grave aquel, quar la dislocacio retorna tantost.	However, if the patient is light [in weight], then ensure that another cause of support is suspended to prevent them from being weighed down, as dislocation can easily recur.
E es reduzit eysament segon autra manieyra: e es que sia ficat en terra un fust lonc le cap del qual sia redon de figura, ayssi cum pilo de mortier, que no sia gros ni subtil, e aprop sia pausat dejos le malaute; pus que so pausatz sobre·l cap del fust draps leons, e·l malaute sia stant segon la longitut del fust, e aprop sia extenduda la ma de lu a las partidas dejos del autra part; e sia extendut le cos de lu del autre part am fortaleza, quar la junctura retorna al sieu loc am velocitat.	And it is reduced in another way: by placing a long piece of wood on the ground with its head being round in shape, like the pile of a mortar that isn't too thick or thin, and then place the patient underneath; since you have placed cloths over the head of the wooden beam, let the patient stand according to the length of the log, and stretch out their arms at either end; and extend their body from one side with strength, as the joint returns to its rightful position quickly.
E si es dificil reduccio de lu per totas las causas que havem ditas, lahoras usa de aquesta cura: e es que tu prenguas un fust la quantitat del qual sia en le lonc de dos brasses, e latitut de aquel sia de quatre ditz, e la grossetut de lu sia aleujat en le preon del tittilic segon aquesta forma:	And if the reduction of the patient is difficult due to all the aforementioned causes, then use this treatment method: take a piece of wood that measures two *brasses* in length (approx. 4 meters) and four fingers wide; its thickness should be equal to that of your thumb when held against it.
E aprop sobre le cap redon sian liatz drap leons per so que·l fust no ledesca le malaute.	Then bind the round head of the wooden beam with linen cloths to prevent it from hurting the patient.
E aprop sia pausat dejos le titillic del malaute, e sia extenduda la ma o le bras sobre·l fust entro a las partidas dejos, e sia liat le fust sobre le adjutori e le bras e la extremitat de la ma.	And then you should place [the patient] underneath the titillic (a type of instrument), and extend their arm or hand over the trunk down to the parts below, and tie the trunk with an assistant and the arm and the extremity of the hand.
Aprop sia pausat le bras sobre un scalo de scala segon la latitut, e la ma sia extenduda a las partidas dejos, e l’autre cos sia suspendut de l’autre part, quar la junctura intra tantost.	Then place the arm on a step of a ladder according to the latitude, and extend the hand to the parts below, and let the other body be suspended from the other side as the joint bends quickly.
E cum le intrament de lu es complit segon quascuna maniera que es a tu possibla, e lahoras cove que tu pauses dejos le titillic spera de lana de engual quantitat; e aprop pauza emplastre perparat de polvera de moli am enses e album de huou sobre tot le muscle, ayssi quo es revolvut desus, e aprop strenh dejos le titillic am strictura decent; e le liament sia revolvut sobre le emplastre, e la ma de lu sia annectida al col de lu, e sia leyssat, e no sia mauguda la ma de lu per vii dias.	And when your instrument is completed according to each manner that is possible for you, then place the titillic above the skin in the same amount; and then place an ointment prepared with powder of mallow and egg white on all of the muscle, so it covers everything; and then tighten under the titillic with a decent strap; and wrap the ligature over the ointment, and tie the patient's hand to their neck, and let them rest for seven days without moving their hands.
E cove que sia pausada la vianda del malaute pauca, entro que·l membre sia confortat, quar es pus leugier a la sanacio de lu.	And make sure that the patient's diet is light so that their member is comfortable, as it helps them heal more quickly.
E aprop la vianda sia donada major aprop vii o v e sia exercitat un movement; e donc si es fermat e no es mollificat, lahoras ja es sanat.	And then let their diet be more substantial after seven or five days and exercise them with some movements; and if it holds firm without any softening, they are already healed.
Mays si la junctura es dislocada motas veguadas per humiditat que accideys a lu o per autra causa, lahoras cove que en aquela sia administrat cauteri am tres traucs, segon que denant es dit en le capitol de cauteri.	Here is my translation of the provided text:
E si tot aysso es fayt e aprop vii dias es desliat le liament e la junctura no es fermada, e le emplastre e la strictura son reduzitz sobre lu alcunas veguadas, e no es fermada e catz e no pot elevar aquel bras a las partidas desus, lahoras sapias que·ls nervis de lu, les quals so al cap del muscle, ja so inscizes o extendutz o mollificatz, e sapia que la junctura nul temps no sira ficada en loc sieu.	Here is the translation of your provided text: 
De la dislocacio de aquela qu’es fayta deves le pietz e la mamilha o las partidas detras, la reduccio es fayta am impulcio e extencio am las mas, entro que retorne.	From the dislocation of what is made from the feet and calf muscles or the surrounding areas at the back, the reduction is done with a push and pull using the hands until it returns to its original position.
E sia administrada en aquela l’autra strictura, e cura aquela entro que sia sanada.	And apply this other binding treatment, taking care that it is done properly until the wound heals.
E si accideys aprop la sanacio gravitat en le membre e tarditat en le movement de lu, lahoras le malaute uze de banh motas veguadas entro que aquela gravitat sia alleujada e que retorne a la natura de lu primiera.	If the healing process suddenly becomes heavy in that limb and slows down its movement, then the patient should use warm baths until this heaviness is relieved and it returns to its original state.
