Ayssi comensan las paraulas de Albucasim .	Ayssi begins speaking about Albulaccius.
Mays en aquel del qual la dislocacio es recent, e es una de las quatre specias de dislocacio, lahoras te coyta ad aquo que volvas la junctura e extendas aquela a las partidas dedintz e a las partidas defora, e mau aquela a la dextra e sinistra, quar fort leu retorna e no indigeys de autra cura.	May it be in the one wherein dislocation has occurred recently, and which is among the four types of dislocation, then take your cough back to that place you returned from (the joint), extend it to all body parts downwards as well as upwards, left and right sides. Once done firmly return without seeking help for other treatments.
Mays, si no retorna en aquesta manieyra, lahoras cove que tu prepares ministre fort e extendas la camba de lu de la partida pus dejos, o am las suas mas, o am liament lo qual es liat sobre la camba desus le denol; e autre ministre extenda la ma de aquel desus enayssi que meta las suas mas dejos les titillics de lu; e aprop strenha am liament leon sobre la razit de la coyssa, e tengua autre ministre ters le extremitat del liament.	May happen if it doesn'thy return in this phase, then the servant you prepared must be strong and extend the cushion under their feet as they push off quickly; another minister should stretch that same medium upward towards them so swiftly with his hands to tickle those extremities. Also apply firm pressure on the sling supporting it beneath the patient's foot while pulling in, then use a thin thread where this force is applied—a servant will hold its ends securely between their fingers; and another minister should delicately handle that slender end of the line to avoid injury at the extremity.
E sia extencio de lu o de la partida dedintz a l’angonar a la partida de la furcula, o de la partida detras a la partida del dos.	Where it may be an extension out of the body or from one joint to another between the shoulder and the chest area, or between the lower back joints and hips.
E sia la extencio de totz aquels en una veguada entro que·l malaute sia elevat am le sieu cos de terra e que romangua pendent.	When all of them are extended within a period until the swelling has risdict and descended to its place on the surface of the ground, that is when the edema subsides.
E aquesta specia de extencio es specia cominal a totas quatre.	This particular type of extension is characteristic throughout all four regions.
E donc si la dislocacio retorna am aquo que havem dit, sira bo; e sino, lahoras es necessari a tota specia aquo que dire de la propria curacio.	And if the dislocation returns due to water we have mentioned, then she must take care of herself with all special waters described for her treatment.
En la reduccio de lu propria, quan es dislocada, e la dislocacio es a las partidas dedintz, cove que·l malaute sia ressupinat sobre le sieu latz sa; e aprop pausa les liamentz sobre la razit de la coyssa en aquel loc le qual entre le cap de la coyssa e·l loc que es dejos le langonar; e aprop exten le liament en sus de la part del angonar a la pus auta partida de la furcula.	In the patient's own reduction, when dislocated and displaced to their joints, so that the hernia is returned onto its chest; and pause the ligaments at the site where between the head of the thigh and the place where it protrudes into extension towards the part below shoulder blade.
E aprop autre ministre fort prengua les brasses de lu, e amerme le loc gros de la coyssa malaute e extenda a las partidas deforo per extencio vehement, quar aquela retorna en le sieu loc.	Here comes another minister with strong pneumatic force to press the thighs of him/her and extend firmly over all parts downwards; when this returns back to his/her own place (the original position).
E aquesta specia es de pus leugiera curacio am la qual aquest membre es reduzit que las autres specias.	This particular substance is for softening that which this member reduces, and these other substances.
Mays si es excusat sobre tu e no obezeys al entrament am aquesta specia de curacio de tot, lahoras cove que sian liatz les dos pes del malaute ensemps am liament fort, leugier, sobre amdos les talos e amdos les denols.	May it be excused over you and not obey this specific method of healing for all, as long as the two legs of the patient are well joined together by ligaments, bones, thighs, and knees.
E sia la longitut de quascun de son par la quantitat de quatre ditz, e sia la camba malaute extenduda mays que l’autre per quantitat de dos ditz.	Whenever any part of the body has a length corresponding to four digits and the hernia in the groin may be extended as much as two fingers' lengths,
E aprop le malaute sia suspendut sobre le cap del fust, e que sia en la mayso; e sia la longitut de lu de la terra la quantitat de dos brasses.	And raise the patient'thy hips on the chair's head, and place him or her in such a way that his/her body is upright like May Day (traditionally held on April 25th), wherein the length of their body from the earth equals two fathoms.
E aprop comanda a un jove fort que minuesca le cap de la coyssa, e sia suspendut am le malaute autre jove, e l’autre jove minuent la coysa am fortaleza empellesca, quar la junctura retorna al sieu loc am velocitat.	Here comes the first sentence to translate: Command a strong youth who reduces the head of the thigh and has it suspended by another young man; this other young man also lowers the thigh at the command, whereby the joint returns quickly to its place due to strength.
Mays en la reducio propria, quan es dislocacio a la partida defora, cove que·l malaute jaga sobre pug segon que havem recomtat en le havent gelbozitat; e sia strenhut le liament sobre la camba malauta propriament e sobre le pietz de lu.	In the reduction itself, when it dislocates to the outside part, wherein the hump of the sickness protrudes according to what has been recommended in his abdomen's gelatinous state; and its ligaments are properly placed on the hollowed mass of the illness and over the patient's chest.
