Ayssi comensan las paraulas de Albucasim .	Ayssi begins speaking (or announcing) with them/themselves/their words related to Albuccas.
Mays le juvament de la fleubotomia de la vena basilica la qual es una de tres venas: quar extratz le sanc de las malautias que so dejos le guolayro e·l col, e de aquo que siec le pietz e·l ventre.	May the strength of phlebotomy on the basilic vein (which is one of three veins), extract diseases that come out from between the legs and waist area; this procedure removes illnesses coming upward through these pathways, namely: when they ascend to the chest and abdomen.
E conveneys al fleubotomador, quan fleubotomia aquela, que guarde be aquela e sia sobre-temor en aquela, quar dejos lu ha arteria, e si erra e ajusta en la punctura del fleubotomi, inscidira aquela arteria e accidira fluxs de sanc, per so que cove que no fleubotomes aquela am fleubotomi pungent, abantz sia sectant cum alnessil.	When the lancet holder arrives, when lancing that part is done and kept in caution thereof to prevent fear from spreading at that time, for then an artery will appear; if it makes a mistake during insertion into the puncture of the lancet, they must incise that artery so blood flows out, thus ensuring no accidental lancing by their hands.
E si no appar la basilica per apparicio manifesta, lahoras cove que tu laysses aquela e que tu mudes a la autre, o que cerques alcun ram sieu; o que fleubotomes en loc de lu finis del bras, quar aquela es manifesta; e secsa aquela am fleubotomi alnessil ayssi cum havem dit.	If the basilica does not appear for overt manifestation, then you should keep what lay there and change to another (perhaps a different instrument), or if any knots are found in your arm where it ends, that is where the issue appears; treat that area with cauterization as we discussed.
Mays si tu voles la fleubotomia de lu meteyssa, lahoras cove denant la strictura del bras que toques le loc entro que conogues le loc dels pols, e aprop senha sobre lu am tencha; e aprop lia le bras e secsa la vena am seccio concava am fleubotomi alnessil ayssi cum havem dit; e guarda te que caja la percussio per alcu spazi del loc de la arteria.	May you wish to perform the surgery on your patient'se leg, then move down from where you touch in this location until reaching the area of their wrists; place a bandage over that hand vein which is curved like an arch for bloodletting; and secure both arms with cloth soaked in lint. Be mindful to monitor any percussion through these spaces around the artery's locale within your patient’se limb.
E quan tu vezes, cum strenhes le liament, imflacio en le loc que has senhat am tencha, lahoras aquela inflacio es inflacio de la arteria, e donc squiva aquela.	When you flex the ligament, it becomes tight at the spot where you stretched it out, and thus inflames that part of the artery; therefore, this is how it swells up there.
E si vezes le sanc fluir en la fleubotomia ayssi cum aurina de enfant, e·l sanc es subtil rog, lahoras sapias que es del sanc de la arteria; e lahoras tu coyta e pausa le tieu dit sobre aquel per lonc spazi; e aprop osta le tieu dit, e si lo sanc es abscindit, quar motas veguadas es abscindit, lahoras tu strenh le bras e layssa aquel.	If you see the blood flow in the flebectomy as with a child'thy essence of arteria (the patient), then be aware that it is from the patient’s artery; and your touch upon their body shall cover those spaces long, so press down on your fingers thereupon. If the blood has detached itself, gently move your arm to assist in its reattachment.
E guardes le malaute de la moccio de lu, e sia sobre-temor de lu e no maugua aquel per alcus dias entro que sia sanat.	Guard the humors of your body (mucus), and keep it above you without causing excessive sweating for as many days as are necessary for healing.
Mays si le sanc no es abscindit, e vezes que deves tu no es present medicina ad aquo, lahoras tu inscideys la arteria, si appar a tu; quar la extremitat de lu es contrayta, e es abscindit le sanc; o que prenguas scorsa de fistic, e fen aquela, e pren la una maytat e strenh aquela sobre le loc de la vena am strictura descent am liament e am pulvils entro al autra dia.	May the wound not be torn apart; if you don'thy have medicine at hand, then examine and open up the artery when necessary – for once contracted, it may cease bleeding on its own with therapeutic fistula (a small incision) applied to stop the flow. Observe this area closely as part of immediate treatment; take care not to tighten excessively above where blood vessels are constricted and ligaments meet bones within, which may indicate a deep vein or arterial blockage that requires attention today.
E lahoras si le sanc es abscindit, bo es; e sino, lahoras cura aquel am aquo del qual es precedit a la rememoracio del loc de las polveras abscindentz flux de sanc.	When the sanction has separated (likely referring to an obstruction or separation), beware; otherwise, care for that which caused it before recalling where the dust particles of the separating matter came from.
E la abscizio del sanc de lu es dificil en motas disposicios per le loc petit de la plagua e la possibilitat del liament del bras.	The translation of each line from Latin-influenced medieval text into English would be as follows:
Mays de la vena fusca la fleubotomia es juvament que extratz lo sanc de la partida subirana del cap e a la partida dejos del cors; per aquo quar es composta de ram de la basilica e de ram de cephalica, ayssi cum havem dit.	Major vein bleeding is conveniently treated by cauterization of the upper and lower parts of the thigh below and above the knee; thus it consists mainly of branches from basilic and facial rami, as we have said.
E cove al fleubotomant aquela que sia sobre-temor en la fleubotomia de lu, quar dejos aquela es un nervi; e adonc si ajusta en la punctura del fleubotomi e atroba le nervi, accidira a lu stupor, e es difficil la sanacio de lu, e fort leu no es sanat de tot, E aquest nervi motas veguadas apar al sentiment; e si es ocultat ad alcus homes e es subtil e no es monstrat, lahoras cove que tu pauses le fleubotomi am le qual tu fleubotomas am seccio de alnessil, e evita le nervi am la tua fortalesa.	Even if a fear occurs during the patient's bloodletting (fleubotomy), and every time this happens it is due to nerves; then when adjusted in the puncture of fleebotomization, pressing on these nervous points causes dizziness for the patient, making recovery difficult. Such a sensation relates directly to feelings/emotion; if concealed from certain individuals and subtly not displayed (handled), pause bloodletting at that spot where you previously drew out body humors through an arm'seeker limb ('alnessil'), thereby avoiding the nervous pressure point.
E si la vena es entre dos nervis, lahoras tu fen la vena en la longitut.	If a vein is between two nerves, then make it in its length.
Le juvament de la fleubotomia de la vena cephalica es que atratz le sanc del cap e comfereys a las malautias dels huels.	The lymph drainage of the carotid vein is that it draws out the blood from the head and relieves humors imbalances in them.
