Ayssi comensan las paraulas de Albucasim .	Ayssi begins speaking about Albuccas.
Habantz es possible que sia tortuositat o petita fissura, adon no cove que tu mauguas aquel am la tua ma e am compressio de tot; habantz pausa sobre lu de las medicinas de las quals ve rememoracio aprop aquel moment le qual conveneys al loc; e aprop sia streyt per strictura subtil.	Have it possible that there is twisting or small fissure, which you must cover with your hand and compression for all of them; have pause over this area where the remedy comes to mind from when they were needed at that moment; hold tightly by slight constriction.
E sapias que·l loc quan es arcuat e no es scindit en dos o otra aquo que no accidan en lu satagie, cum es remauguda tota partida de la sua compar, lahoras cove que comenses de la tua hora a rectificacio de lu habantz que a lu accida apostema caut.	Here is the line by line translation of the medieval medical text:
E si a lu accida apostema caut, lahoras layssa aquel per alcus dias entro que cesse le apostema; e aprop engualha aquel segon quascuna manieyra que podes de levitat e de engen.	If an apothecary' extricates, then they should attend to it for as many days until the extraction ceases; and afterwards apply that which you can elevate or engage with each movement of your hands.
E sapias que restauracio de lu e agulacio de lu es pus leugiera que del os en le qual accideysso sathagie.	Because you understand that I have placed a ligament or bandage on the area where it has been injured, so much better than if left with bone pain in which one suffers greatly.
E aprop strenh aquel segon que vindra la rememoracio de lu.	Return strength to that part which will come back as memory of it.
Mays si en le os so satagias, lahoras es necessaria extencio de aquest membre trencat de doas partz, si es la ma o le pe; o am la tua ma si le membre es petit; o am doas cordas o am una corda e la ma.	If the bone is satagated (inflamed), it becomes necessary to extend this broken limb part, whether it's leg or arm; or if the body itself feels tightened in its current position; use your hand accordingly: if it belongs to a small member, apply pressure here with your hand; or if it concerns tendons and/dictates that you place your hands on them.
E sia la tua posicio am la qual pauses le membre loc engual segon la sua figura natural, mentre que las partidas so extandudas del membre trenquat, lahoras te perforsa que fassas retornar aquelas addicios am engen e segon quascuna manieyra que poyras en lor locs.	Here comes the first source sentence to translate:
E guarda te segon la tua forssa que no accida sobre le malaute per la tua operacio delor ni lesio; e perforsa te segon le tieu poder que tu appliques la un os am l’autre son companho segon lors milhors formas.	Here is the line-by-line translation into English:
E cove que en aquela hora aprofitablament tu toques am la tua ma aquel, e si vezes aqui alcuna causa diversa, rectifiqua aquel e enguala aquel per la quantitat de la tua vertut.	Here comes the first source sentence for translation:
E exquiva vehement extenssio e compressio, ayssi cum fan mots fols metges que motas veguadas fan accidir apostema caut per la sua operacio, o fan accidir contraccio en le membre ayssi cum havem vist aquo per la operacio de lor motas veguadas.	Excessive extension and compression, as the masters of medicine have observed to frequently occur due to their movements during treatment, or can happen within the limb where they feel water passing through after performing their actions.
E aprop annecteys, aprop equacio e decent operacio e strictura de aquel membre, e repaus e tranquilitat; amoneste le malaute sobre aquo e fay le squivar que no maugua aquel en la hora de las suas vigilias e del sieu dormir, e ves la sua revolucio e agitacio, e deves la sua egestio, e deves totz les sieus movementz am tota la sua vertut; e aguarda se que la posicio del membre sia posicio am la qual sia asegurada la dolor, la qual causa es quar quan sent en la disposicio de la posicio del membre delor o lesio; lahoras cove que permutes aquel ad autra disposicio de aquela am la qual non senta dolor; e guarda am aquo que la posicio de lu aquela sia dreyta e engual, per so que al membre non accida tortuositat quan es restaurat.	Here is the line by line translation:
E la qualitat de la strictura del membre tranquat es aquela que yeu recomti; per que sapias que·ls membres trencatz so diversificatz en lor parvitat e en lor grandeza e en la forma de aquels.	Here comes the sentence to translate: And as for the quality of a relaxed limb' extrinsic condition, you understand that body parts are various in size and shape among them.
E de aquels que son petits ayssi cum le bras e·l dit e·l focil e semblantz ad aquels, lahoras cove que la envolucio sia de drap mol subtil.	From those who are small of stature with arms and the flame (presumably a candle or other source), as they resemble them to these individuals; it is fitting that their covering be made from a thin, delicate cloth.
Mays aquels que so grosses ayssi cum la cuoyssa o la camba, cove que en aquels sia envolucio lada e dura, quar la liadura lada connecteys le membre gran e strenh aquel de tota part am strictura engual, enayssi que en lu no intre macula.	May those who are thick with the thigh or couch, a cover that is tight and hard around them so that their belly connects firmly with any extremity of the body through its narrow passage, preventing movement in it.
E aprop comensa, aprop la tua evacuacio de equacio, pausar liament convenient ad aquo, sobre le loc de aquela fractura am tres envolucios o quatre segon que·l membre mereys; e strenh la tua ma un petit am le liament.	Here begins the treatment, apply pressure to your bowel evacuation as needed, pause at a suitable place on the location of that fracture three times or fourfold according to what part is necessary in this member; and tighten your bandage slightly around the suture (ligament).
E aprop ve am aquel a la partida pus sobirana del loc de la fractura, e strenh mens que no foc la tua strictura am la qual has strengut le loc de la fractura.	Return the splint to its upper position on the site of the fracture, and hold it tightly so that your constriction does not loosen at this location where you have secured the fracture.
E aprop elongua te am envolucio del loc de la fractura un pauc, e mollifiqua la strictura petit a petit, entro que prenguas del loc sa una gran partida.	Here the bone is lengthened within the location of the fracture using an instrument or bandage gradually, until some portion takes it away from that place.
E aprop pren una autra benda e envolveys aquela autra veguada sobre le loc trenquat am envolucio, e aprop ve am las envolucios a la partida pus dejos de la fractura; e sia la tua operacio en la strictura de la envolucio e en mollificacio de aquela segon que havem dit en la envolucio primieyra desus.	Here comes the first source sentence to translate:
E aprop pausa entre las volucios de stopa leon o drap am le qual sia engualada la tortuositat de la fractura, si en lu es tortuositat; e sino, no pauses en lu alcuna causa.	Here comes the first source sentence to translate:
E aprop pausa sobre lu autra benda, e aprop enguala sobre aquestas envolucios stelhas decentment faytas tantost, si en le loc no es imflacio o apostema caut, e lahoras pausa sobre lu aquo que sede le apostema aquel e que oste la imflacio; e layssa aquela per alcus jorns; e lahoras tu strenh sobre lu las stelhas.	Here comes the first source sentence to translate: Return your hand pressure over this other bandage, and ensure proper placement of these wrappings without causing infection or suppuration if present at all herein. Apply it daily until healed; also keep yourself firm upon its application on those bandsages.
