Ayssi comensan las paraulas de Albucasim .	Ayssi begins speaking (or is about to speak) with Albuccas.
E per aquo es conoguda fractura del os: es tortuositat de lu, e de aquel eminencia e appericio de lu al sentiment, e so de lu quan compremes aquel am la tua ma.	For this translation, I will infer meanings based on the medieval medical context and vocabulse similarities across Italian, Spanish, French, and Latin:
E donc quan no es en le loc tortuositat apparent ni so no es feyt deves le tieu tocament quan toques le os am agitacio e le malaute no atroba gran dolor, lahoras no es aqui fractura.	And when there is neither twisted position nor bone break caused by touching the bones and groin that induces pain, here it is not a fracture.
Habantz es possible que sia tortuositat o petita fissura, adon no cove que tu mauguas aquel am la tua ma e am compressio de tot; habantz pausa sobre lu de las medicinas de las quals ve rememoracio aprop aquel moment le qual conveneys al loc; e aprop sia streyt per strictura subtil.	1. Habentz es possible que sia tortuositat o petita fissura, adon non couve que tu mauguas aquell am la tua ma y compresio de tot; habantz pauza sobre lu de las medicinas qué recuerda aprop el momento en que convenía al loc; i apunta sia streyt per strictura subtile.
E sapias que·l loc quan es arcuat e no es scindit en dos o otra aquo que no accidan en lu satagie, cum es remauguda tota partida de la sua compar, lahoras cove que comenses de la tua hora a rectificacio de lu habantz que a lu accida apostema caut.	E understand that the place where it arches and does not split into two or another which does not come near to your seat, when all of its division is inflamed because you begin correction at this time for what happens as an abscess develops before them.
E si a lu accida apostema caut, lahoras layssa aquel per alcus dias entro que cesse le apostema; e aprop engualha aquel segon quascuna manieyra que podes de levitat e de engen.	If an abscess breaks through and is opened by the doctor, leave it for as many days as possible until it stops bleeding; then bandage that wound according to each of your capabilities (to lift or apply pressure).
E sapias que restauracio de lu e agulacio de lu es pus leugiera que del os en le qual accideysso sathagie.	And you understand that I have placed a softer rest and massage for the patient in which they are suffering from chills, within their bone where discomfort has set in.
E aprop strenh aquel segon que vindra la rememoracio de lu.	Return that second one as soon as it arrives from him/her (the referent).
Mays si en le os so satagias, lahoras es necessaria extencio de aquest membre trencat de doas partz, si es la ma o le pe; o am la tua ma si le membre es petit; o am doas cordas o am una corda e la ma.	If the bone is satagged (fractured or set wrongly), it becomes necessary to extend this broken part of the body, whether it be leg or arm/hand; if your hand can support it, then use yours; otherwise, you will need one of its own tendons or a single cord and place them there.
E sia la tua posicio am la qual pauses le membre loc engual segon la sua figura natural, mentre que las partidas so extandudas del membre trenquat, lahoras te perforsa que fassas retornar aquelas addicios am engen e segon quascuna manieyra que poyras en lor locs.	Here comes the first source sentence to translate:
E guarda te segon la tua forssa que no accida sobre le malaute per la tua operacio delor ni lesio; e perforsa te segon le tieu poder que tu appliques la un os am l’autre son companho segon lors milhors formas.	Here comes the first source sentence to translate:
E cove que en aquela hora aprofitablament tu toques am la tua ma aquel, e si vezes aqui alcuna causa diversa, rectifiqua aquel e enguala aquel per la quantitat de la tua vertut.	When you touch here at that time beneficially with your hand and if you see any other cause present, correct that issue according to the amount of your willpower.
E exquiva vehement extenssio e compressio, ayssi cum fan mots fols metges que motas veguadas fan accidir apostema caut per la sua operacio, o fan accidir contraccio en le membre ayssi cum havem vist aquo per la operacio de lor motas veguadas.	Excessive extension and compression, as doctors have warned that such movements may lead to purulent inflammation through their actions, or they may cause spasm in the limb where they feel pressure during their movements.
E aprop annecteys, aprop equacio e decent operacio e strictura de aquel membre, e repaus e tranquilitat; amoneste le malaute sobre aquo e fay le squivar que no maugua aquel en la hora de las suas vigilias e del sieu dormir, e ves la sua revolucio e agitacio, e deves la sua egestio, e deves totz les sieus movementz am tota la sua vertut; e aguarda se que la posicio del membre sia posicio am la qual sia asegurada la dolor, la qual causa es quar quan sent en la disposicio de la posicio del membre delor o lesio; lahoras cove que permutes aquel ad autra disposicio de aquela am la qual non senta dolor; e guarda am aquo que la posicio de lu aquela sia dreyta e engual, per so que al membre non accida tortuositat quan es restaurat.	Here comes the first source sentence translated line by line into English:
E la qualitat de la strictura del membre tranquat es aquela que yeu recomti; per que sapias que·ls membres trencatz so diversificatz en lor parvitat e en lor grandeza e en la forma de aquels.	Here comes the first sentence to translate: And that quality of a calm member is what I recommend; thus you understand how members differ in their smallness and greatness, and in their shape.
E de aquels que son petits ayssi cum le bras e·l dit e·l focil e semblantz ad aquels, lahoras cove que la envolucio sia de drap mol subtil.	From those who are small like arms and the chest he speaks to them as if they were others, let their cloak be made of a delicate undergarment beneath.
Mays aquels que so grosses ayssi cum la cuoyssa o la camba, cove que en aquels sia envolucio lada e dura, quar la liadura lada connecteys le membre gran e strenh aquel de tota part am strictura engual, enayssi que en lu no intre macula.	May those who are fat with the thigh or calf be covered where their layer is thick and hard; such that it connects the large and strong leg bone throughout its entirety so they do not slip inward.
E aprop comensa, aprop la tua evacuacio de equacio, pausar liament convenient ad aquo, sobre le loc de aquela fractura am tres envolucios o quatre segon que·l membre mereys; e strenh la tua ma un petit am le liament.	Here begins the treatment, apply pressure to your bowel evacuation as needed for this injury located at that crack in three or four layers of his limb; tightly grip a small piece of thread on it.
E aprop ve am aquel a la partida pus sobirana del loc de la fractura, e strenh mens que no foc la tua strictura am la qual has strengut le loc de la fractura.	Here comes the first source sentence to translate:
