Ayssi comensan las paraulas de Albucasim .	When Albucasis speaks now.
E sino, lahoras lava le loc am vi agre e aprop am mota aygua; e sia freguat e expremut.	However, otherwise they wash the place with water brought in and rub vigorously (this implies thorough cleaning as treatment). Here 'lavo' means to wash or bathe using some form of liquid ("water"), while "motar" suggests friction-based action for exfoliation. This line continues from suggesting physical remed
E si es prolonguat le cors del sanc aprop le cazement de las sanguissuguas, e es aquo resudan, lahoras tu enfon un drap de li en aygua freja, e pausa aquel de sobre entro que sia abdida la resudacio.	If the affected area of the body remains swollen after applying leeches to suck out blood (which was a common medieval treatment for various conditions), then wrap it with linen dipped in fresh water, and place your hand over where residue remains inside; this helps absorb or draw away that remaining substance. Here 'resudar' means to seep back into the skin after leeching ("after applying leeches"), while "freja" suggests a way of cleanliniry (perhaps meaning fresh, purifying water). The text indicates an additional step for post-treatment care following bloodletting with leeches. It's worth noting that both the use
E si le sanc es multiplicat, lahoras polveriza sobre lu vitriol trissat, o guallas e semblantz a lor de las causas stipticas, entro que·l sanc sia abscidit; o sian pausadas sobre le loc las maytatz de favas excocicadas, e sian layssadas entro que las favas aderescan al loc, e es le sanc abscidit.	If the body part is multiplied or affected by multiple issues at once (likely referring to an abscess with several pus-filled pockets), then grind sulphur powder over it for three layers of purification; that's when you remove/extract such a malady. Here, 'purificar con vitriolo trissato,' refers specifically using ground or finely crushed sulfur (a substance used historically in medicine with antimicrobial properties), and the removal process implies lancing abscesses to drain them ("remove/extract"). The line also mentions laying down pearl ash ('maytatz de favas excocicadas'), which suggests using crushed baking soda for healing. This indicates a treatment involving physical intervention as well, consistent with medieval medical practice where direct manipulation of affected areas was common to address severe infections or inflammations. The use of sulfur and other substances reflects the blend of empirical knowledge found within these
E cove, si es necessaria, iteracio de sanguissuguas, quan es possible mudar aquelas.	And if necessary, repeated infusion of bloodletting when possible, changing those amounts.
E si las sanguissuguas son prohibidas de suspenssio, lahoras sia freguat le loc am sanc recent o fique una agulha en les locs entro que yesca sanc; e aprop sian pausadas, quar aquelas quan sento alcun sanc tantost adarysso.	If the flow of blood is prohibited from suspension, then it will swell at the most recent or leave an arrow in place within where there'supurges; and they are to be stopped when I sense any such dampness approaching.
E quan voles que cajan, polveriza sobre aquelas un pauc de aloen trissat, o sal, o cendre, e cazo tantost.	When you wish for a poultice on those areas, scatter a little of aloe or salt, and mix it well in the potch.
Ayssi comensa lo prolec de la tersa partida: de restauracio.	Ayssi begins with recovery from cleanlinthy portion: of restoration.
Aquest capitol es motas veguadas necessari en la art de medicina; e es restauracio de fractura e de dislocacio accident en les osses.	This chapter is essential in medical practice; it concerns the restoration of broken bones and dislocations to the bones.
O, filh, sapiatz que jactan se de aquest capitol les fols metges e les vulguars e aquels que degun temps no reguardero les libres dels Antics ni legiro de aquels una letra.	Oh child, understand that these learned doctors and barbers often disregard the free will of individuals and their ability to read such letters themselves.
E per aquesta causa es fayt que aquesta manieyra dels scients in terra nostra es privat; e yeu no ho e obliat en aquo degun temps be de tot; e no he adhibit aquo que apres, sino per longitut de lectio dels libres dels Antics e studi sobre le entendement de aquels, entro que extrayssi la sciencia de aquels.	For this reason the disease among our learned physicians is limited; and none have overlooked it for any time from now onwards; nor has anyone ignored its essence after reading these ancient texts and studying their understanding of such matters, to extract knowledge from them.
E aprop adirigui a experiment e studi en la longitut de la mieua vida.	Return treatment or adjustment for continued experience throughout one'thy life.
E yeu ja he de aquo descrit en aquest capitol tot aquo que conte la mieua sciencia e sobre le qual es passat lo mieu experiment; pus que agui abreujat aquo a vos autres e deliuregui aquo de occupacio de elonguacio; e abreujegui aquo en la fi de abreujacio; et e monstrat aquo en la fi de declaracio; e formegui en aquo motas formas dels sturmentz que so administratz en aquel, cum es fayt per addicio de declaracio, ayssi cum he fayt en dos capitols precedentz.	Even you have described in this chapter all the water that is known to our current science and upon which we have conducted experiments; I opened it for you here so that there would be no needless occupation with lengthening, and released any trapped water by opening its pores on the day of ablution; also displayed such water during declaration, forming shapes of body structures as they are administered in this chapter, just like what has been done previously in two preceding chapters.
Capitol primier.	Capital First.
Summae et collectiones ex esse fracturae ossium, ex eis quarum praemissio necessaria est, antequam incipiamus rememorationem membrorum fraftorum et diversorum si uniuscuiusque.	Summing up and gathering all things that come from a bone fracture, which are necessary before we begin to recall the members of broken bones and various aspects if any one'sequences:
Cove donc que diguam en le prohemi de aquest capitol las summas del sermo; e les capitols al entendament dels quals en le comensament es forsat le artifexs e a stacio sobre la veritat de aquels; so es vos e aquels que so promptz que sapian o aprenguan aquesta art nobla autres de vos.	Cover then that we speak in the preamble of this chapter about the matters concerning the subject, and these chapters are understood by those skilled craftsmen herein; thus they will understand or learn this noble technique themselves from us now.
E donc dic que quan accideys a alcu fractura o dislocacio o torcio o cazement, lahoras cove que tu te coytes al comensament am fleubotomia o aleyar aquel, o quascu ensemps, si no prohibeys alcuna causa, ayssi cum debelitat de vertut, o es aquel al qual accideys effant, o viel en decrepitat, o es temps de vehement calor, o de vehement freg.	And when you experience a bone fracture or dislocation and twist (sesquipedalism aside), if there is no prohibiting cause from any reason, treat it with cauterization as necessary to expel the evil spirit within, or address that which causes pain in its entirety.
E aprop sia content en vianda sieua de erbas frejas e de carns de auzels e de crabotz; e prohibem carns grossas e umplir si de viandas e de tota vianda que umple las venas de sanc, entro que siras segurat de apostema caut, e si no temes efusio de materia al membre.	Here comes the first source sentence: Ensure its content is filled with fresh herbs and meats from birds and pigs; prohibit large carcasses and fill it up with all kinds of food that stuffs veins within, provided you serve it carefully to avoid infestation by parasites using antiparasitic cauterization.
