Ayssi comensan las paraulas de Albucasim .	 When joints are affected by cold humors
E per aquesta causa es necessari que pauses las viandas del malaute, viandas en las quals so gravitat e viscozitat e grosseza, ayssi cum havem dit.	 To achieve this, it's necessary to stop the bleeding of the patient, veins in which are heavy and viscous and large.
Mota diversitat de fractura segon diversitat del membre.	 A variety of fractures according to the diversity of the member.
E sapias que las specias de fractura son diversas segon la diversitat dels membres, quar fractura del os de la camba es diversa de la fractura del os del cap; e la fractura del os del pietz es divers de la fractura del os del dos; e semblantment totz les autres membres son diverses entre lor.	 You know that the types of fractures are diverse according to the diversity of the members, since a fracture of the arm is different from a fracture of the head; and a fracture of the breast is different from one of the thighs; and similarly for all other members.
E yeu venc am rememoracio de tota specia de fractura, expausada en le sieu capitol distincta del autre.	 And you remember the variety of each type of fracture, explained in their own separate chapter from another.
Mota diversitat de fractura en si meteyssa.	 Diversity of fractures in one leg
E son diversificadas las specias de fractura del os en lor meteyssas; quar es fayta fractura arcuada otra aquo que accidan en lu stellas; e alcunas veguadas es fayta fractura segon la longitut del os: e so las fracturas de lu satagia e astelhas e addicios procedentz e no-procedentz, ayssi cum es fayt en la pena quan es preparada a escriure, e es fractura am plagua e disrupcio en le cap, e es fractura fissura petita.	 The first sentence means "Diversity of fractures in one leg.
E a tota specia es engen o turment propri en restauracio de lu segon que vindra rememoracio de lu distincta en les sieus locs.	 "Each species has its own remedy for restoration, except for the case where it comes to remembrance in our minds.
Mota senhal de fractura del os.	 The sentence means "Diversity of fractures in one leg.
E per aquo es conoguda fractura del os: es tortuositat de lu, e de aquel eminencia e appericio de lu al sentiment, e so de lu quan compremes aquel am la tua ma.	 "This sentence means the diversity of fractures in one leg including a tortuousity and that remembrance or perception of it to the mind, and also the pain when you touch it.
E donc quan no es en le loc tortuositat apparent ni so no es feyt deves le tieu tocament quan toques le os am agitacio e le malaute no atroba gran dolor, lahoras no es aqui fractura.	 "And when there is no visible tortuousity and it feels normal to touch the leg gently without too much pain, then the fracture is not present.
Habantz es possible que sia tortuositat o petita fissura, adon no cove que tu mauguas aquel am la tua ma e am compressio de tot; habantz pausa sobre lu de las medicinas de las quals ve rememoracio aprop aquel moment le qual conveneys al loc; e aprop sia streyt per strictura subtil.	 "It is possible that it is a tortuousity or a small crack, and not to squeeze it gently with your hand and compression of all; pause over it from the medicines which you remember about at that moment when convenient in this place; and apply strictly by means of subtle restriction.
E sapias que·l loc quan es arcuat e no es scindit en dos o otra aquo que no accidan en lu satagie, cum es remauguda tota partida de la sua compar, lahoras cove que comenses de la tua hora a rectificacio de lu habantz que a lu accida apostema caut.	 "You know that place when it is tortuous and not split in two or another way without causing harm to the sacrum, as you remember all of its parts, the doctors know that you start from your time to correct it by means of tightening.
E si a lu accida apostema caut, lahoras layssa aquel per alcus dias entro que cesse le apostema; e aprop engualha aquel segon quascuna manieyra que podes de levitat e de engen.	 When the bleeding is stopped from external pressure, then apply it to each finger separately and gently press downward to stop the bleeding.
E sapias que restauracio de lu e agulacio de lu es pus leugiera que del os en le qual accideysso sathagie.	 You understand that the restoration of the eye and its cure is easier than from which it occurred
E aprop strenh aquel segon que vindra la rememoracio de lu.	 And then place a cushion under them, another on their legs, and another on their chest, holding their hands.
Mays si en le os so satagias, lahoras es necessaria extencio de aquest membre trencat de doas partz, si es la ma o le pe; o am la tua ma si le membre es petit; o am doas cordas o am una corda e la ma.	 If the member is cut off from both parts, whether hand or foot; if it's your hand that was cut off, use one of two cords or a rope and your hand.
E sia la tua posicio am la qual pauses le membre loc engual segon la sua figura natural, mentre que las partidas so extandudas del membre trenquat, lahoras te perforsa que fassas retornar aquelas addicios am engen e segon quascuna manieyra que poyras en lor locs.	 Position it as you did for the return of the intestine or hernia to its cavity, and place your hand over the area to prevent the member from coming out.
E guarda te segon la tua forssa que no accida sobre le malaute per la tua operacio delor ni lesio; e perforsa te segon le tieu poder que tu appliques la un os am l’autre son companho segon lors milhors formas.	 Keep it in the same place where you applied it for your previous operation or injury, and apply pressure with one hand on another as if they were mirrors to ensure proper forms.
E cove que en aquela hora aprofitablament tu toques am la tua ma aquel, e si vezes aqui alcuna causa diversa, rectifiqua aquel e enguala aquel per la quantitat de la tua vertut.	 When you have time, touch it with your hand there and if any other cause arises, correct or add to that according to the quantity of your wisdom.
E exquiva vehement extenssio e compressio, ayssi cum fan mots fols metges que motas veguadas fan accidir apostema caut per la sua operacio, o fan accidir contraccio en le membre ayssi cum havem vist aquo per la operacio de lor motas veguadas.	 Stretch and compress it violently as if you were doing the same with soft bandages when you applied external pressure to stop bleeding from a previous operation or compressing in the member just as they did during their previous operations.
E aprop annecteys, aprop equacio e decent operacio e strictura de aquel membre, e repaus e tranquilitat; amoneste le malaute sobre aquo e fay le squivar que no maugua aquel en la hora de las suas vigilias e del sieu dormir, e ves la sua revolucio e agitacio, e deves la sua egestio, e deves totz les sieus movementz am tota la sua vertut; e aguarda se que la posicio del membre sia posicio am la qual sia asegurada la dolor, la qual causa es quar quan sent en la disposicio de la posicio del membre delor o lesio; lahoras cove que permutes aquel ad autra disposicio de aquela am la qual non senta dolor; e guarda am aquo que la posicio de lu aquela sia dreyta e engual, per so que al membre non accida tortuositat quan es restaurat.	 When the first cushion is removed from under the patient's thighs and legs, a second one comes to replace it on their chest (not both at the same time).
E la qualitat de la strictura del membre tranquat es aquela que yeu recomti; per que sapias que·ls membres trencatz so diversificatz en lor parvitat e en lor grandeza e en la forma de aquels.	 The quality of the member's constraint that you recommend is such that you can distinguish between them in terms of their size, shape and extent.
