Ayssi comensan las paraulas de Albucasim .	 When joints are afflicted by cold humors, each part of the body will be affected.
Empero cove que la astelha que es pausada sobre aquela fractura sia pus grossa e pus lada un petit que las autras astelhas, e la longitut de la stela segon qu’es legut al membre en magnitut e parvitat; e aprop strenh sobre las astelhas am autra benda segon la tua primieyra strictura; e aprop lia desus am fiel decentment segon que havem dit de strictura, e es que sia la tua strictura segon le loc de la fractura mes, e quant mes es alonguat de la fractura, es mendre la strictura.	 The first steps of the ladder to climb are easy and broad (meaning that the initial tasks or steps in a process are simple and wide), but as you progress towards more complex actions, they become narrower and more precise.
E cove que les fils sian migiers en grossesa e subtilitat, e sian de li mol; e si les fils so grosses, ayssi cum yeu he vist per la operacio de alcus fols pausantz les lors fils de cordas de li tort, e es error gran, quan catz la strictura fora equalitat.	 The threads become thinner and more subtle as you progress towards more complex actions (meaning that the initial steps in a process are simple but gradually become more challenging), and if they are too thick, then cutting them can cause damage to the cords of those performing it.
E eyssament fils subtils no so convenientz, quar tu no consaguiras per strictura am aquels aquo que voles, e no cove que entre astela e astela haja mens de un dit.	 Very thin threads are not suitable for that process (meaning very thin threads may be difficult to control during the course of a task), and it is important to ensure there is sufficient space between each thread
E si le malaute es ledit per las extremitatz de las stelas aprop la strictura en les locs sas, lahoras pausa dejos aquelas de stopa leon o lana carmenada entro que aquo no li fassa lesio.	 If the patient is being treated on the extremities of the threads placed near the site where the treatment takes place, then it is important to ensure that there will be no harm done (meaning if the patient is receiving treatment in areas where these threads are located).
Alcunas veguadas fractura es am plagua, e accideys disrupcio en la codena, e yeu vindre am rememoracio en aquela en le capitol segon singularitat.	 Some fractures heal quickly and without complications, but they can cause disruption in the code (meaning some fractures heal smoothly but may disrupt the sequence), leading to a change in the capital of an element's individual variety.
E sapias que ges tot membre trencat no es streyt am stelhas al primier dia; la qual causa es quar le membre, quan es gran, no cove que pauses sobre lu stelhas sino aprop v dias o vii o mays, segon la tua seguratat de adveniment de apostema caut.	 When a member is torn or ripped off the first day, it should not be held down by its sutures; rather let it fall freely unless you want to cover it with a bandage, in order to prevent further infection of an abscess
E aquesta es la manieyra dels emplaustres am les quals les Antics restauravan, les quals so pausatz sobre fractura e dislocacio e torcio.	 This refers to the methods used by ancient physicians when setting fractures or dislocations and twists (in modern terminology, these would be called setting a broken bone or twisting an ankle).
Manieyra de emplaustra comu abruejat de restaurament de fractura, convenient a motas compleccios e majorment a las femnas e als efantz, quar es de aquo sobre le qual no ventz calor ni freg: e es que prenguas de polvera de moli, e es la medula de la farina que pen deves le movement de la mola en las paretz del moli.	 The method used by ancient physicians when setting a fracture was to hold the limb still and prevent it from moving in order to avoid heat or bruising; it involved applying pressure with a mallet, which would compress the marrow of the bone until its movement is arrested at the joints of the arm or leg.
E comfeys aquel ayssi cum es, sino que cribelles aquel am album de huou, e pausa la comfeccio de lu no-spessa ni subtil; e aprop usa de aquela.	 The same method was used in order to compress a fracture without excessive pressure and prevent further movement of the limb after setting it.
Autra manieyra de emplaustre restaurant fractura e dislocacio e torcio: recipe de assafetida, de lapdanum, de acacia, de enula, e migrach, que es razit de milgraner salvage, de totz ana drac. x; de mirra e aloen ana drac. v; alochil ana drac. xx; totz sian trissatz e cribellatz e sian mesclatz am aygua alichil o am album de huou si la compleccio del malaute es scalfada; e aprop usa de aquest emplaustre, quar es de bona composicio e restaura les osses trencatz leugierament, e confereys a motz homes.	 Another method used to set fractures or dislocations and twists is the use of an afoidant (also called a lapdanum) made of lead. This was applied to both sides of the fracture and covered with a bandage until it had been compressed enough, after which movement could no longer occur; this would be useful when someone's arm or leg has been broken and needed to heal properly so that they could walk normally again.
Autra manieyra de emplaustre le qual comfereys a fractura e torcio: recipe migrach e met de altea blanca ana drac. x; de mirra e de aloen ana drac v; de acacia drac. vi; de bol armenic drac. .xx.	 When there is joint pain caused by cold humors that spread throughout the body, and when pains occur in the feet?
Totz sian trissatz en mortier am mota contricio, e sian cribellatz, e sian comfitz am aygua o am album de huou e sia administrat.	 The doctor will cut open the joint and drain off the phlegm or mucus from it, and apply compresses soaked in cold water or alcohol to alleviate pain.
Manieyra de emplaustre a juncturas e osses separatz de lors locs, e seda dolor accident en aquels e a fissuras e fractaduras: sia presa lana sutza e sia submersa en vi agre e oli cuyt e sia pausat sobre le loc.	 The joints and bones must be separated from the body's surface in order to prevent pain from occurring at these areas, fractures or cuts. In such cases, a compress soaked in cold water or alcohol will be applied over the area.
Mays en aquest emplastre no es vertut de restauracio, de apostema caut e expelleys dolors propriament.	 In this particular case, it is not advisable to make incisions and extract pain directly.
Autra manieyra de emplastre que restaura os trancat: pren fuelas de figuier sort e fuelas de papaver salvatge; contereys tot e fay emplastre de lor.	 In the case of a broken bone, use glue and horse chestnut poultice to cover it.
Manieyra de emplastre abreujat aministrat deves la restauracio de fractura de os e quan tu voles resolucio del romanent de apostema: recipe razitz de altea, de camamilla e flors de violes, de farina de ers, de totz ana partida i; sian totz trissatz e sian cofitz am vi, si·l membre no es scalfat.	 If the joint is broken and you want to resolve it with a doctor? Try using other ingredients like rose petals, violet flowers, flour from wheat, etc., in order to cover and bind it tightly as possible without causing damage to the member being treated.
