Ayssi comensan las paraulas de Albucasim .	 When joints are afflicted by cold humors that infiltrate into each part of the body.
E aprop la matrona umpla le conh de coto, e sia fayt en le conh de lu ayssi cum spera; e aprop la femna sia concutida, e eleva le dos de lu petit a petit, quar tot aquo es fora-getat entro que sia denant la partida del conh ayssi cum spera e l’os trincat retorna.	 When the thigh bone is cut through, pain occurs at its fracture site and should be treated with care as you try to move it back into place.
E aprop pausa pulvils sobre le dos de lu, e quan vol urinar remaugua le coto am facilitat e aprop urine, e reduzeys e retorna aquel segon la manieyra segon la qual mezist aquel al comensament, e aprop retorne al sieu pulvil primier.	 After applying powder on the hands and when it is desired to urinate, it facilitates urination by using a small funnel and reduces or returns that same powder as you would use at the beginning, and after returning there return first powder to its place.
E fassa ayssi per vii dias o enviro aquels, quar aquel es restaurat.	 It should be repeated for 7 days or more until it is restored.
E si voles, pren una vezica de ovela e strenh sobre le trauc de lu una canula de canavera; e entromet tota la vesica en le conh de lu, e aprop ensuffla en la canula am vertut entro que la vesica sia imflada dedintz le conh, quar la fractura retorna.	 If you want to, take a syringe and stretch it over the thigh bone with a cannula of straw; enter completely into the bladder through the urethra by pressing into its cavity until the bladder is inflated due to the femur, from which the fracture returns.
E aprop sia umplida de coto e estia per alcus dias segon que havem recomtat, entro que sia sanat.	 The first sentence translates to: "Here comes a cushion placed under their thighs for support during recovery.
E quan le os del pentenil de home o de femna es trincat, lahoras aministra en la restauracio e agulacio de lu aquo que havem recomtat en l’os del anca.	 When the penis or vagina is torn, doctors provide treatment in the area recommended by us
E aquo que es dreyt no es occultat en aquestas fracturas proprinquas e que pauc endeveno, majorment ad aquel al qual es alcun studi e us e enten aquest meu libre mot; quar aquela fractura significa a tu en las majors disposicios via dreyturiera en la restauracio e en la strictura de lu, e donc enten be.	 These fractures are usually not serious and hardly occur at all, except for those involving the penis or vagina which require treatment in the recommended area by us
Mays en la vergua del home quan es trincada, pren guarguamela de auca, e met la vergua en aquela; e aprop pausa sobre lu envolucio de drap, e sia envolopada, e aprop sia layssada per tres dias o enviro aquels, e sia sanada.	 When the man's penis is torn, take a bandage and place it in that area; and if necessary, cover her vagina with another bandage, placing one over each shoulder for three days or until healed
Capitol .xix.	 Chapter 20
De restauracio de fractura dels osses quan es am plagua.	 Treatment of bone fractures when it is already broken.
Convenient es ad aquel al qual accideys fractura am plagua, e majorment si le os es gran ayssi cum es le os de la cuoyssa o de l’adjutori, o semblant ad aquel, que tu te cuoytes e fleubotomes aquel tantost si las condicios de fleubotomia a tu o testifican ayssi cum desus havem dit.	 If the bone is broken and you are unable to move it without causing further injury, then treat that fracture as if it were a dislocation or any other joint injury
E si la plagua eflueys sanc, lahoras cove que tu te coytes a la retencio de lu enayssi que tu polverizes sobre lu zegi trissat, si a tu autra causa no es present.	 If the fracture is open and bleeding heavily then doctors may advise to stop moving it, cover it with gauze or cloth that has been soaked in a solution of alcohol if there are no other causes of bleeding.
E aprop comensa restaurar la fractura en aquel meteys dia, e no prolongues aquo, si no accideys apostema.	 Restore fracture in that way day, do not extend this one if it does not happen to be broken
Mays si accideys apostema caut, lahoras tu layssa la restauracio de lu entro al ix dia, entro que sia cedat le apostema, e no apropinques a lu en le tertz dia e·l iiii de tot, quar tu faras accidir mals accidentz.	 If pain occurs as an aftereffect of the cautery, then the restoration will be done on day one, unless it is broken by the abscess, and do not try to fix it again on days two or three, else you risk causing more accidents.
Mays si le os trencat es eminent sobre la codena descubert, lahoras cove que te perforses reduzir aquel e engualar aquel am las tuas mas am facilitat e am pauca extencio.	 If the bone is broken and it becomes apparent to you on inspection, then do as follows: reduce one of them [bones] easily and quickly, while leaving the other unchanged, in order for both of them to be equally able to support you equally well.
Mays si extencio no es a tu preparada e la equacio de lu am las tieuas mas, lahoras tu reduzeys aquel am las tuas mas am aquest sturment; e es sturment le qual es fayt de ferr, la longitut del qual es de vii ditz o de viii e la latitut del qual es segon la quantitat de la plagua; e per aquo es necessari al metge que prengua de aquels tres o quatre segon la quantitat que indigeys ad aquo en la curacio en tota specia de fractura.	 If the reduction is not ready and balanced, then you reduce one of them (the bones) to its length of seven or eight digits, while leaving the other unchanged; this latter bone should be measured for length, which will usually be equal in amount [to] the surface area, but if they are not, it may require a physician who has four or five measurements taken so that you can know how much reduction needs to occur at this point of treatment with any specific type of fracture.
E sia redon, e sia en lu pauca groceza per so que no sia doblat deves la comprecio sobre aquel en la hora de la operacio.	 And remember that it is necessary to perform a small incision over this bone during the operation in order not to damage it at this point.
E sia de aguda extremitat al qual sia marge en las sieuas extremitatz; e sia le desus de lu a grossetut tendent, e de la maytat de lu entro a las partidas.	 And the extremity that is closest to which of your extremities should have an edge on its sides; and also make it thicker than the other one in terms of thickness towards their ends.
E aquesta es la forma de lu:	 This is how it should be done
E es nompnat en grec “labre volentz atelarem”, so es paleta pauca.	 "The process is called 'levolatatelabres' in Greek, and it involves a small plate.
