Ayssi comensan las paraulas de Albucasim .	 When the joints are affected by cold humors
E l’autra manieyra de operacio es leugiera, longinqua de paor, la qual diyssec Gualia e la lauzec per gran lausor; e aquest es le sermo de lu: necessari es a tu en le comensament que comenses descobrir la partida del os del loc en le qual es la fractura pus vehement e pus manifesta, entro que quan auras descubert aquela partida e auras pausat dejos lu la extremitat de aquest inscissori lent e alegre del qual aquesta es la forma:	 The other kind of operation is easier and less frightening. It consists in beginning by discovering the rupture location at which it is very violent and obvious, until you discover that rupture and have stopped bleeding from this instrument gently and joyfully as they are part of what follows.
E es que la partida lenticular es leon e no inscideys alcuna causa, e la partida aguda es de lu en dos latz avantz en longitut, ayssi cum vezes; que la partida lenticular sia ajustada al ciphac am la facia de lu inscident aguda en le os.	 When the bladder is about to empty and does not find any cause, acute urinary retention occurs in two days before the expiration of urine, but the bladder retention should be adjusted when there is no sudden urinary retention
E aprop percuteys sobre le inscissori de una partida am un petit malhet entro que inscidas tot le os am facilitat ayssi cum es revolvut, e tu sias segur del pannicol que no accida en lu accident que temas en denguna manieyra, e si le medicant14 era le pus fol de totz les homes e le mays ignorant de lor; certament, e si era dorment.	 And afterwards, you should gently massage the kidneys with a small cloth to facilitate urine flow, and ensure that there is no accident in which it causes fear or injury, if the medical practitioner knows all about this matter
Lahoras si romania alcuna causa annexa al os del pannicol en alcus locs de os, inscidira aquel de lu am la extremitat del inscissori aquel lenticular, e deliuraria aquel de lu am facilitat, quar es deliurat de lu ses nocument e ses paor.	 And afterwards, you should gently massage the kidneys with a small cloth to facilitate urine flow, and avoid any additional cause of kidney pain in that area, insert it into the lower part of the kidney, deliver it from there and its fear
E si fractura del os no penetra entro al pannicol, e aquo que es abscidit o es ostat del os es la facia de lu, e roman en lu asperitat e satagias subtils, lahoras cove que razas aquela asperitat e erradiques aquelas satagias am razoris subtils per les quals tu has preparat le nombre, de diversas quantitatz per que sia a tu possible administrar de aquels en tot loc les pus convenientz de lor e le pus dreyt de aquels segon aquo en que te perduzeys la tua operacio aquel os trencat e la figura de lu.	 And if the kidney breaks through to the bladder and that is what happens, you should massage gently and carefully, avoiding any pain or damage in those sensitive areas prepared with a small cloth for various quantities, so that it may be possible to administer them at different locations according to their convenience, as well as the benefits they bring after surgery.
E cove que administres en la tua razio am la qual razes le os al comensament le pus lat de aquels razoris, e aprop usa aprop lu del pus subtil de lu, e no cesses far aquo segon continuitat entro que pervenguas ad aministrar le pus teon e·l pus subtil de totz aquels.	 And when you administer the medication to your kidneys as prescribed by the doctor from that moment onwards until all of them have been administered.
Mays en quascuna de las autras fracturas petitas capillars e fractura subtil, cove que administres cura segon aquo que perduseys ad rectificacio de lu.	 When small capillaries in each of the toes break or a subtle fracture occurs, then you should administer treatment after that to correct it.
E es causa que no es ameguada sobre totz les quals han studi en aquela art.	 It is customary for all those who have studied this art
E stec sobre aquo que nos scriut havem mostrat en grans fracturas.	 This is what we see in major fractures
E si le pannicol es retangut quan tu erradiques le os, lahoras cove que prenguas drap de li segon la quantitat de la plagua, e submergeys aquel en oli rozat, e pausa aquel sobre le orrifici de la plagua; e aprop pren autre drap doblat o triplicat e submergeys lu en vi e oli rozat e pausa aquel sobre drap prim e fay aquo al pus leugierament que podes sobre aquel, que no graves le ciphac; e aprop administra sobre aquel liament lat, e no strenhas aquel sino per quantitat que tengua la plagua tant solament.	 If the panniculum is torn when you remove it, the doctors usually perform another incision and submerge them in hot oil to stop the bleeding, placing a bandage on top of the first one to prevent further bleeding; apply another bandage doubled or tripled and submerge them with fresh oil and place a bandage over the first one so that the bleeding can be controlled without causing serious harm.
E layssa aquel am aquesta cura per un dia o per dos entro que sias segur de apostema caut; e aprop deslia aquel e aprop aministra medicinas am las quals es superflua siccitat, ayssi cum razitz de lin e farina de errs, e polvera de enses e de aristologia, e de semblantz ad aquels.	 This cure should be used for one or two days until you are sure of stopping the bleeding; then remove it and administer medicines as needed to control any bleeding that may arise from this procedure.
E es que tu fassas de aquestas medicinas polvera que sia pulverizada sobre la plagua, ayssi cum son secas; e universalment, administra en aquel tota medicina de proprietat de la qual es que abstergesca e no mordique.	 These medicines should be powdered and sprinkled onto the wound as needed, just like you do with creams; universally, administer to that all medicines of property from which it is necessary to abstain and not harm.
E guarda te segon la tua vertut que la plagua en la tua curacio sia neta; e no sia en lu surdicia de enguent ni autra; ni no layssas agreguar virulencia en lu; quar quan es ajustada sobre le pannicol del cervel, corromp aquel e poyreys aquel, e accideys sobre le malaute aprop aquo malicia maligna.	 Ensure that the wound in your care is clean and not infected with any germs or other contamination; do not add anything viral to it; when you are done treating the panniculum of the hernia, remove it and dispose of it appropriately so as to avoid any harmful malignancy.
