Ayssi comensan las paraulas de Albucasim .	 When joint pain is caused by cold humors that infiltrate each part of the body,
Quan fractura de os es restaurada, e aprop aquo roman le membre subtil e freul, lahoras aquo no es fayt sino per motas causas: de las quals la una es multitut de solucio del liament e de la liguacio de lu fayta no segon que cove; o per superfluitat de strictura dels liamentz entro que·l nutriment sia prohibit correr al membre; o per multitut de embrocaccio superflua; o per movement superfluent no en la sua hora; o per pauquesa de sanc en le cors del malaute e per debelitat de lu.	 When restoring a fracture, there are several causes to consider: one is excessive tightness of the ligaments and joints that may prevent further healing or restrict mobility in some way; another cause could be excessive fluid restriction which prevents food from passing through the member; another could be excess lubrication; yet another could be unnecessary movement during the healing process. Finally, a lack of pain relief and weakness in the patient's chest can also hinder the recovery
E curacio de aquo es dar a mengar al malaute e far le cor de lu tendre entro que·l sanc sia multiplicat en lu; e aministra banh; e entromet gaug e leticia sobre lu.	 "You have to carefully apply this medication on the patient, and it should be rubbed into their chest, making sure that the amount of it is distributed evenly.
E aprop pausa pegua sobre le membre, per so que la pegua atire a lu mot nutriment, o continua embrocacio de lu am aygua tebeza, entro que·l nutriment corr e retorne a la sua figura natural.	 "Place the pillow over their member to prevent any movement that could interfere with nourishment or continued application of medication, returning it to its normal shape.
Capitol .xxii.	 Chapter xxii
De curacio dels osses trincatz quan so restauratz tortuozament e prohibeys la operacio de lor de aquo que cove.	 "When bones are broken and it is necessary to restore them, they must be forbidden from undergoing further operations of that kind.
Quan accideys al membre ja restaurat aprop la sanacio de lu de tortuositat e eminencia al os trincat e nodacio, e es per aquo fededa de forma del membre, mays empero le membre no es prohibit de la sieua operacio natural, lahora no cove que tu recipias la paraula de aquel que exsistima aquel membre sia de novel trincat.	 "When a member has already been restored to health from its injury and strength returned to the broken bone, it is allowed for that member to undergo its normal operation. However, one must not allow another member of an entirely new broken bone.
Mays ja so statz motz fols metges e restauradors les quals han fayt aquo en nostra tera; e aquesta operacio es mot vituperable perduzent a gran temor le senhal de la qual es mortal.	 "The physicians and restorers who have done this in our time, may their practice be cursed with great fear of that kind which is fatal.
Mays si claudicacio e nodacio son recentz, lahoras cove que sian enbrocatz am aygua tebeza en la qual so coytas erbas mollificantz, ayssi cum son fuelas de altea e razitz de lu, e mellilot, e semblantz ad aquels; e sia fayt a lu emplastre am emplastre mollificatio ayssi cum dyallaquilon ben fayt; o que sia preza mucillage de razit de altea e sia contucida am gray de gualina o am oli de cirami, e sia emplastrat am aquel; o que sian prezes figuas grassas e sian trissadas am fems de colom, e semblantz ad aquels de las medicinas que son nompnadas amermans consolidacio.	 "When recent claudication or nodication occurs, it is customary to bind the affected member with a damp towel in order to soften and soothe them gently; as well as apply warmth from above and below, and also have those placed on their belly and chest respectively; and put it on that place too.
E alcunas vetz es dissolvuda am assidua fricacio leugiera que sia am las mas humidas, e sia administrat movement del membre a tota partida en totas horas.	 Some veins are dissolved by cold fluids that run through the most humid parts of the body and move throughout it during all hours.
Mays si tortuositat ja es anada denant e es fayta fort e convertida es en peyra e provocada es necessitat a curacio de lu am ferr, lahoras cove que sia le pus desus cecsat e la continuacio del os sia dissolvut, e sia inscidit aquo que superflueys de nodacio de aquel meteys am le os am inscissoris subtils, e sia aministrada facilitat en aquel am sollicitut e studi.	 The tortuous veins become enlarged and converted into ulcers when necessary care is not taken to treat them promptly. They are dissolved if the ulcer is not treated, and they may be accompanied by a discharge of fine matter from subtle pores, causing discomfort in that area.
Capitol .xxiii.	 The [section/chapter] thirty-three (33)
De sermo en dislocacio.	 This is the beginning of a sermon on dislocation.
Dislocacio es eyssiment de alcuna de las juncturas del sieu loc, per que es prohibida de movement, e es orrezada la figura del membre, e fa venir sobre le malaute dolors e lesios grans.	 Dislocation is the destruction of some of the joints in that location so as to prevent motion, causing a lump on the member and bringing about great pains and injuries.
Donc quan accideys ad alcu dislocacio, lahoras cove tantost perforsar que sia reduzit, e no tarde aquela reduzir, quar si es tardada, le loc es apostemat e fort leu am aquo es fayta dificil la reduccio de dislocaccio.	 Therefore when dislocation occurs, doctors must make every effort to reduce it as soon as possible and not let time pass by without reducing the dislocation lest it be difficult later on for that reduction of dislocation to occur.
E per aysso no cove que sia maugut ni stendut en la hora de la apostemacio, quar motas veguadas fa venir spasme e dolors ledentz.	 And thus do not let it be that the reduction is done in haste and without care lest spasms and pains follow.
Mays quan aquo accideys, lahoras cove que tu te coytes a la flaubotomia del malaute, e aprop sia layssat entro que repause le apostema; e aprop le membre sia embrocat am aygua cauda e oli, e aprop sia reduzit am facilitat.	 When that occurs, doctors should apply to the patient a cure for gout, and also place something moist between their legs to keep them moist, and also reduce it with ease.
E tot membre sia curat am aquo del qual la rememoracio vindra en son loc.	 When each part of the body has been infiltrated by cold humors causing joint pain, especially in the feet, it is commonly known as gout among doctors
E yeu ja e ordenatz les capitols de dislocacio segon que es precedit en fractura; de la partida del cos pus sobirana entro a la partida pus dejos.	 You already opened up space between the patient's thighs, placed cushions underneath them, another servant on their legs and another on their chest holding onto their hands.
Capitol .xxiiii.	 The twelfth chapter.
De curacio de dislocacio de la mandibula dejos.	 Care for dislocation of the mandible (lower jaw).
