Ayssi comensan las paraulas de Albucasim .	 In English this means: Here come the words from Albucasis
Mays en quascuna de las autras fracturas petitas capillars e fractura subtil, cove que administres cura segon aquo que perduseys ad rectificacio de lu.	 "In every case of small capillary fractures and subtle fractures, you should administer treatment after this correction has been done.
E es causa que no es ameguada sobre totz les quals han studi en aquela art.	 "The cause is that it is not known about all the studies in that field.
E stec sobre aquo que nos scriut havem mostrat en grans fracturas.	 "I am asking for information on how they showed large fractures.
E si le pannicol es retangut quan tu erradiques le os, lahoras cove que prenguas drap de li segon la quantitat de la plagua, e submergeys aquel en oli rozat, e pausa aquel sobre le orrifici de la plagua; e aprop pren autre drap doblat o triplicat e submergeys lu en vi e oli rozat e pausa aquel sobre drap prim e fay aquo al pus leugierament que podes sobre aquel, que no graves le ciphac; e aprop administra sobre aquel liament lat, e no strenhas aquel sino per quantitat que tengua la plagua tant solament.	 "If the pouch is pulled when removing the bone, you should take another piece and submerge it in hot oil, then place it over the fresh one and do this until all of them are used up without any serious harm; then apply the same treatment to that part only.
E layssa aquel am aquesta cura per un dia o per dos entro que sias segur de apostema caut; e aprop deslia aquel e aprop aministra medicinas am las quals es superflua siccitat, ayssi cum razitz de lin e farina de errs, e polvera de enses e de aristologia, e de semblantz ad aquels.	 "Healing this ailment for one or two days is enough to ensure that it doesn't recur; afterwards he must abstain from strong seasonings and foods like eggs, cheese, nuts, and shellfish, as well as meat and fish.
E es que tu fassas de aquestas medicinas polvera que sia pulverizada sobre la plagua, ayssi cum son secas; e universalment, administra en aquel tota medicina de proprietat de la qual es que abstergesca e no mordique.	 "After using these medicines sprinkle them over the cloth so they are dry; and generally, administer to him every medicine that is property of which he must abstain from taking.
E guarda te segon la tua vertut que la plagua en la tua curacio sia neta; e no sia en lu surdicia de enguent ni autra; ni no layssas agreguar virulencia en lu; quar quan es ajustada sobre le pannicol del cervel, corromp aquel e poyreys aquel, e accideys sobre le malaute aprop aquo malicia maligna.	 "Keep the cloth in your care as clean as you can; do not let it be soiled or dirty; do not add any more virulence to it; when put over the abscess of the brain, pour it on and wash it off, then wipe with a bad-smelling ointment near the abscess so that it cannot harm the patient.
E accideys en le ciphac del cap, cum de lu es mondificat le os e majorment quan es menspresada la cura de lu, e es negror en la superficia de lu; e donc considera lahoras si accideys al malaute les accidentz que havem ditz, sapias que es parnicios ses tot dopte.	 "Pour it on the forehead of his head and when most of its medicine has been applied, and is now black in color; consider that if he experiences any accidents as mentioned above, you should know that this must be taken into account.
E si no accideys negror sino de la medicina que es pausada desus, e es en vertut de aquela medicina que fassa aquela negror, lahoras cove que tu prenguas de mel una partida e de oli rozat partidas iii, e am aquels linieys un drap, e aprop pausa aquel sobre le ciphac; e aprop cura aquel am las specias de curacio que conveneys entro que sia sanat.	 "If the medicine is not black but has been taken off then apply that black medicine as mentioned above; consider that if you add a bit of vinegar and oil separately, and on these lines an ointment, place it over his forehead; afterwards cure him with special medicines for recovery.
Capitol .iii.	 When joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors.
De restauracio del nas quan es trincat.	 After the nose has been slit.
Sapias que no es trencat del nas sino doas partidas ensemps pus sobiranas, o una de aquelas alcunas veguadas, per so quar en lu has dos osses, quar la partida dejos es cartillaginosa, e no es trencada e no accideys a lu sino atricio e tortuositat e sinuitat.	 If you slit the nose instead of the two nostrils mentioned above (which are not specified), or if one of those passages is blocked, then it will result in one nostril being blocked and the other becoming inflamed, causing pain and difficulty breathing.
Mays si es trencada la una de las doas partidas de lu, lahoras cove que tu intrometas le dit petit en le sieu nas, e que engualhas aquela fractura dedintz am le tieu dit indic, e am le dit pous defora, entro que retorne le nas segon la sua figura natural.	 If one of the two passages is slit (which passage was not specified), then put a finger in it to check for any blockages, and after you have found that fracture, gently push back into its proper place to restore the nose to its normal shape.
E sia fayt aquo per tu am facilitat, e guarda te que no caja per aquela tua operacio sobre le malaute delor.	 And remember to do it in a way that is as easy and comfortable for you as possible, so don't worry about the operation itself.
E si la fractura es en la pus sobirana partida del nas, e le dit no perve ad aquela, lahoras cove que sia equat am la extremitat del ray en le qual sia petita grossitut.	 If the fracture is in the superior nostril passage and it is not blocked on that side, then gently place your finger near the end of that small opening to check for any blockages.
E si la fractura es en doas partidas, lahoras tu fay le semblant de aquo.	 If there are two fractures, you proceed as before.
E coyta te am restauracio de lu en le primier dia de la fractura, si es possible; e sino, lahoras aprop le vii o·l x deves le repaus del apostema caut.	 If it is possible to restore the nose within one day of the fracture occurring, do so; otherwise, have your surgeon perform a nasal valve procedure or use an alternative method to close up the affected area (such as glue).
E aprop entromet en la extremitat del nas una meca de drap de li, si la fractura es en una partida, o metz doas calguas, si la fractura es en doas partidas, e sia en la calgua grossitut de tanta quantitat que umpla le trauc del nas.	 When a bone is broken in one piece or two pieces, then place the cloth on its nose as if to hold it closed until healing occurs.
