Ayssi comensan las paraulas de Albucasim .	The patient's doctor begins to speak.
E sapias que·l loc quan es arcuat e no es scindit en dos o otra aquo que no accidan en lu satagie, cum es remauguda tota partida de la sua compar, lahoras cove que comenses de la tua hora a rectificacio de lu habantz que a lu accida apostema caut.	And you know that the place where it is arched and not split in two or another, if this happens in it, then comes all its separated part from its whole, whereas it should not happen; therefore it may be wise to begin from your hour of treatment to correct it, whenever such a complication occurs.
E si a lu accida apostema caut, lahoras layssa aquel per alcus dias entro que cesse le apostema; e aprop engualha aquel segon quascuna manieyra que podes de levitat e de engen.	If to the patient occurs apoplexia (apostema), then release that person for a few days before it ceases, and place them in such a manner as you can by means of lift and ingenuity.
E sapias que restauracio de lu e agulacio de lu es pus leugiera que del os en le qual accideysso sathagie.	You know that the restoration of a person and a bloodletting is lighter than from the bone where it happens.
E aprop strenh aquel segon que vindra la rememoracio de lu.	Place him in such a manner as when the memory of him comes back.
Mays si en le os so satagias, lahoras es necessaria extencio de aquest membre trencat de doas partz, si es la ma o le pe; o am la tua ma si le membre es petit; o am doas cordas o am una corda e la ma.	But if the bone has fractures, then it is necessary to extend that broken limb on two parts, whether it is the arm or the foot; or if the hand, because of its size.
E sia la tua posicio am la qual pauses le membre loc engual segon la sua figura natural, mentre que las partidas so extandudas del membre trenquat, lahoras te perforsa que fassas retornar aquelas addicios am engen e segon quascuna manieyra que poyras en lor locs.	So place yourself in such a position as where you hold the limb in its natural place, while extending the parts of the broken member, then be careful so that you make return those additions by means and according to which you can do it in their places.
E guarda te segon la tua forssa que no accida sobre le malaute per la tua operacio delor ni lesio; e perforsa te segon le tieu poder que tu appliques la un os am l’autre son companho segon lors milhors formas.	Be careful according to your strength so that it does not happen on the patient through your operation or injury, and be careful according to your power so that you apply one bone against another as their best forms.
E cove que en aquela hora aprofitablament tu toques am la tua ma aquel, e si vezes aqui alcuna causa diversa, rectifiqua aquel e enguala aquel per la quantitat de la tua vertut.	And certainly, in that hour you should profitably touch your hand, and if at some time a different cause arises, correct it and bind it with the quantity of your virtue.
E exquiva vehement extenssio e compressio, ayssi cum fan mots fols metges que motas veguadas fan accidir apostema caut per la sua operacio, o fan accidir contraccio en le membre ayssi cum havem vist aquo per la operacio de lor motas veguadas.	However, it is to be expected that there will be excessive extension and compression, as some foolish doctors who have used this method before have caused an apostaema (swelling) for the treatment, or a contraction in the member, just as we have seen before in their previous operations.
E aprop annecteys, aprop equacio e decent operacio e strictura de aquel membre, e repaus e tranquilitat; amoneste le malaute sobre aquo e fay le squivar que no maugua aquel en la hora de las suas vigilias e del sieu dormir, e ves la sua revolucio e agitacio, e deves la sua egestio, e deves totz les sieus movementz am tota la sua vertut; e aguarda se que la posicio del membre sia posicio am la qual sia asegurada la dolor, la qual causa es quar quan sent en la disposicio de la posicio del membre delor o lesio; lahoras cove que permutes aquel ad autra disposicio de aquela am la qual non senta dolor; e guarda am aquo que la posicio de lu aquela sia dreyta e engual, per so que al membre non accida tortuositat quan es restaurat.	And therefore, connect the affected parts, apply a suitable balance and proper operation and structure of that member, and rest and tranquility; instruct the patient about this and warn them not to harm it during their watch and sleep, and observe its reaction and agitation, and give it its movement, and give all his movements with his entire virtue; and wait to see if the position of the member is in a position where the pain is relieved, which occurs when you feel in the disposition of the member's position or injury; often it is necessary to change that position to another disposition, where it does not feel pain; and observe carefully that the position of him that is restored is just and bound, so that the member does not incur any tortuosity when it is restored.
E la qualitat de la strictura del membre tranquat es aquela que yeu recomti; per que sapias que·ls membres trencatz so diversificatz en lor parvitat e en lor grandeza e en la forma de aquels.	The text means: And the quality of the joint's stiffness in a calm member is that which I recommend, so you know that broken members are diverse in their smallness and large size and in the form of those.
E de aquels que son petits ayssi cum le bras e·l dit e·l focil e semblantz ad aquels, lahoras cove que la envolucio sia de drap mol subtil.	And those that are small like the arm and hand, and resemble them, so cover that wrapping with a cloth soft to touch.
Mays aquels que so grosses ayssi cum la cuoyssa o la camba, cove que en aquels sia envolucio lada e dura, quar la liadura lada connecteys le membre gran e strenh aquel de tota part am strictura engual, enayssi que en lu no intre macula.	But those that are large like the thigh or the buttock, cover so that in them there is a hard and tough wrapping, because the hard leather connects the big member to that of all parts with stiffness, so that in it there is not an opening.
E aprop comensa, aprop la tua evacuacio de equacio, pausar liament convenient ad aquo, sobre le loc de aquela fractura am tres envolucios o quatre segon que·l membre mereys; e strenh la tua ma un petit am le liament.	And now begins, to begin your evacuation of the fracture, pause carefully at that place, over the location of that break with three layers or four, according to the member's needs; and hold tight a small piece on the ligament.
E aprop ve am aquel a la partida pus sobirana del loc de la fractura, e strenh mens que no foc la tua strictura am la qual has strengut le loc de la fractura.	And take away that from the highest point of the fracture's location, and hold tightly more than you don't break the joint which you have tightened at the fracture's location.
