Ayssi comensan las paraulas de Albucasim .	Assistance begins as Albucasis.
Mays le juvament de la fleubotomia de la vena basilica la qual es una de tres venas: quar extratz le sanc de las malautias que so dejos le guolayro e·l col, e de aquo que siec le pietz e·l ventre.	This part means: May the young person benefit from ligation of the basilica vein, which is one of three veins: four are discharged with the gallbladder and colon's waste, and that dries the foot and belly.
E conveneys al fleubotomador, quan fleubotomia aquela, que guarde be aquela e sia sobre-temor en aquela, quar dejos lu ha arteria, e si erra e ajusta en la punctura del fleubotomi, inscidira aquela arteria e accidira fluxs de sanc, per so que cove que no fleubotomes aquela am fleubotomi pungent, abantz sia sectant cum alnessil.	This part means: And it is advisable to the ligationist when performing that procedure, that beware of that and take care not to be over-zealous in that, for if he leaves there an artery, and makes a mistake and adjusts at the puncture of the ligature, those arteries will bleed and cause blood flows, so that he does not cut himself with the sharpness of the ligature, as they do when sectioning like this.
E si no appar la basilica per apparicio manifesta, lahoras cove que tu laysses aquela e que tu mudes a la autre, o que cerques alcun ram sieu; o que fleubotomes en loc de lu finis del bras, quar aquela es manifesta; e secsa aquela am fleubotomi alnessil ayssi cum havem dit.	If the basilica does not appear in a visible manifestation, then cover that one and move to the other, or seek some sign of it; or if you cut out the flesh at the end of the arm, where that is manifest; and afterwards cut out the same way from this side as we have previously said.
Mays si tu voles la fleubotomia de lu meteyssa, lahoras cove denant la strictura del bras que toques le loc entro que conogues le loc dels pols, e aprop senha sobre lu am tencha; e aprop lia le bras e secsa la vena am seccio concava am fleubotomi alnessil ayssi cum havem dit; e guarda te que caja la percussio per alcu spazi del loc de la arteria.	But if you wish the central flebotomy, then cover over the stricture of the arm where you touch the location that you know is inside the elbow, and place a torch over it; and wrap up the arm and cut out the vein in the concave section in the same way as we have previously said; and be careful not to hit the percussion area for some space around the location of the artery.
E quan tu vezes, cum strenhes le liament, imflacio en le loc que has senhat am tencha, lahoras aquela inflacio es inflacio de la arteria, e donc squiva aquela.	And when you cut, with strong fibers of the ligament, inflammation in the place where you have marked it with a torch, then that inflation is inflation of the artery, and therefore avoid it.
E si vezes le sanc fluir en la fleubotomia ayssi cum aurina de enfant, e·l sanc es subtil rog, lahoras sapias que es del sanc de la arteria; e lahoras tu coyta e pausa le tieu dit sobre aquel per lonc spazi; e aprop osta le tieu dit, e si lo sanc es abscindit, quar motas veguadas es abscindit, lahoras tu strenh le bras e layssa aquel.	And if the flow of the sancre [sanction] flows in the flebotomy as the urine of a child, and the flow is subtle, then you know that it is from the vein of the artery; therefore your coat and pause your said word over it for a long space; and hold out your word, and if the flow is abscissed [disappeared], after seeing it several times abscissed, then you strengthen the arm and loosen that.
E guardes le malaute de la moccio de lu, e sia sobre-temor de lu e no maugua aquel per alcus dias entro que sia sanat.	Guard carefully the patient's clothes from the contamination of their body, and keep them away from excessive heat for not to cause it for several days until they recover.
Mays si le sanc no es abscindit, e vezes que deves tu no es present medicina ad aquo, lahoras tu inscideys la arteria, si appar a tu; quar la extremitat de lu es contrayta, e es abscindit le sanc; o que prenguas scorsa de fistic, e fen aquela, e pren la una maytat e strenh aquela sobre le loc de la vena am strictura descent am liament e am pulvils entro al autra dia.	But if the wound has not been cut open and sometimes you should not be present with medicine at that place, then often inscribe the artery, if it appears to you; when the extremity of him is contracted, and the wound is cut on his skin.
E lahoras si le sanc es abscindit, bo es; e sino, lahoras cura aquel am aquo del qual es precedit a la rememoracio del loc de las polveras abscindentz flux de sanc.	But if the wound is cut open, then this is better; and if not, then cure it with that from which it proceeded before the removal of the powder at the place of the incised flux of the wound.
E la abscizio del sanc de lu es dificil en motas disposicios per le loc petit de la plagua e la possibilitat del liament del bras.	The cutting open of the wound in his is difficult due to the smallness of the place where the plague is located and the possibility of strangulation of the arm.
Mays de la vena fusca la fleubotomia es juvament que extratz lo sanc de la partida subirana del cap e a la partida dejos del cors; per aquo quar es composta de ram de la basilica e de ram de cephalica, ayssi cum havem dit.	But if the black vein, the flebotomy is young and easily extracted from the upper part of the head to the lower part of the body; because it is composed of a branch of basilic and a branch of cephalic, as we have said.
E cove al fleubotomant aquela que sia sobre-temor en la fleubotomia de lu, quar dejos aquela es un nervi; e adonc si ajusta en la punctura del fleubotomi e atroba le nervi, accidira a lu stupor, e es difficil la sanacio de lu, e fort leu no es sanat de tot, E aquest nervi motas veguadas apar al sentiment; e si es ocultat ad alcus homes e es subtil e no es monstrat, lahoras cove que tu pauses le fleubotomi am le qual tu fleubotomas am seccio de alnessil, e evita le nervi am la tua fortalesa.	The joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors.
E si la vena es entre dos nervis, lahoras tu fen la vena en la longitut.	If the vein is between two nerves, then you should cut the vein along its length.
Le juvament de la fleubotomia de la vena cephalica es que atratz le sanc del cap e comfereys a las malautias dels huels.	The main drawback of the vein cut in the head (vein cephalica) is that it will drain away good blood and cause discomfort to the limbs.
