Ayssi comensan las paraulas de Albucasim .	Assessors begin to speak of Albucasis.
E donc quan auras engualada aquela, pausa sobre lu emplastre, e aprop pausa sobre aquel astela de fust o de codena, e strenh per strictura sobre la qual no temas punctacio de fractura ni remocio de la stelha.	And therefore when you have covered it, pause upon that plaster, and place pause upon that asterisk of wood or cord or strong stretchy fabric so tightly bound on the which there is no fear of fracture puncture nor removal of the star.
E enguala la concavitat am aquo que uempla aquela entro que aquela prengua la strictura segon equalitat, e comanda al malaute que dorma sobre le sieu dos o desobre le sieu costat sa.	The translation is: And adjust the cavity as it fills with that which fills that space where that joint takes its structure according to equality, and command the sick person to lie on their two backs or above their back side.
Mays si accideys apostema caut, lahoras tu cessa de extencio de lu e de la sua restauracio entro que sia sedat le apostema caut, e pausa sobre lu aquo que sede aquel segon que es precedit; e aprop retorna a la restauracio de lu, e strenh aquel ayssi cum cove.	The translation is: But if the apoplexy has occurred, then cease the extension of it and restore its condition within that as long as the apoplexy is sedated, and place yourself over that where you sit according to what was preceded; and return to the restoration of it, and strengthen that aspect with a cord.
E si accideysso en le os satagias o son comminuidas, lahoras tu las tratz.	The translation is: And if it occurs in the sagittal bone or they are shattered, then treat them.
Capitol .xi.	It seems like a chapter title ("Capitol.xi.") rather than an actual translation of text. Can we move on to the next line if you'd like?
De restauracio de la fractura del adjutori.	The translation is: On the restoration of a fracture of the adjutant.
Adjutori es aquo que es entre le coyde entro al cap de la spalla.	The translation is: The adjutant is that which is between the jugular vein and at the head of the shoulder.
E si es trencat, lahoras la restauracio de lu es en una de doas manieyras, de las quals es la una que tu prenguas fust pla de migiera groceza segon aquesta forma:	The translation is: And if it is shattered, then the restoration of it is in one of two manners, of which is one that you take a piece of flesh half its grossness according to this form:
E sian liatz en doas extremitatz dos liamentz, e aprop sia suspendut del loc elevat.	The translation is: They should be tied in two extremities two bandages, and placed suspended from the elevated place.
E segua le malaute sobre una sezela; e aprop gieta fora le sieu bras trencat sobre le fust entro que pervengua al titillic de lu en le mieg loc del qual sia annexa la curvitat del fust.	The translation is: The disease follows on a swell, and place their broken arm inside the hollow of the fist, so that it comes to a point at the middle of which the curvature of the fist is attached.
E aprop suspen sobre aquel alcuna causa greu, o·l minestre extenda aquel a las partidas dejos; e aprop le metge eque la fractura am las sieuas mas ensemps, entro que la fractura retorne segon que cove.	The translation is: Place suspended above that great cause or the minister extends it to those parts that are left behind; and place the doctor whose fingers are on the fractures, until the fracture returns according to what it has come.
E l’autra manieyra es que·l malaute sia ressupinat sobre la sieua cervitz e suspen la ma del col de lu am liament; e aprop comanda a dos ministres que la un de lor tengua aquo que es desobre la fractura am las suas mas; e l’autre tengua le pus dejos de lu; e quascu de lor extenda a la sua partida.	The translation is: And another way is to lift the disease onto his own neck and suspend his hand with a bandage; and command two ministers that one of them shall hold it above the fracture with his hands, and the other behind him.
E si voles que la extencio sia pus fort, lahoras tu strenh sobre la fractura am liament e sobre aquela am autre liament, e quascu dels dos ministres extendan a doas suas partidas.	The translation is: And if you wish the extension to be stronger, therefore pull with all force over the fracture with bandages and over that one another with another bandage; and whichever of the two ministers extends to both his parts.
E donc si la fractura es propinquada a la extremitat del muscle, lahoras cove que sia pausat la mitat del liament sobre le citillic e l’autre dejos la fractura deves le coyde.	If the fracture is close to the extremity of the muscle, then cover that half of the ligament with the cicatrice and leave the other half of the fracture for the cord.
E semblantment si la fractura es propdana al coyde, lahoras cove que sia pausat le liament sobre aquel loc e sobre aquel coyde.	Similarly, if the fracture is close to the cord, then cover that ligament on that location and over that cord.
Enguala aquela am facilitat e ses trebal, e aprop quant sira engualada segon que cove e es applicada per bona applicacio, lahoras strenh aquela si no accideys apostema caut.	Cover that area and its treatment, and return the strength to it as long as it is covered properly and does not occur an apoplexy.
Mays si accideys apostema caut, lahoras layssa la strictura entro al vii dia, e pausa sobre lu lana sutza enbeguda en vi agre e oli rozat entro que repause le apostema, e lahoras tu stren aquela.	But if an apoplexy occurs, then loosen the stricture inside for 7 days and place over it a cloth soaked in vinegar and rose oil until the apoplexy subsides, and then return the strength to it.
E la manieyra de strenher aquela es que pauses emplastre sobre la fractura, e aprop pausa envolopament de drap nau sobre le emplastre; e aprop ajuste le bras sobre aquel adjutori, e pause la sua ma uberta sobre le sieu muscle.	The way to strengthen that is to place plaster over the fracture and then wrap linen around it, and put another cloth of wool on top of the plaster; and adjust the arm above that assistant, and cover your hand over the muscle.
E pausa le drap e strenh sobre le adjutori le bras per so que·l bras sia en loc de stelhas, si no prohibeys de aquo alcuna causa del os trencat.	Place the linen and strength over the assistant arm so that the arm is in place of stars, if it does not prevent this due to some cause of the broken bone.
E lahoras usa de stelhas.	And finally, use steel.
E es que pauses sobre la fractura aquela stela que sia pus lada e pus fort de las autras stelas; e pausa entre quascuna stela la latitut del dit, e sia la longitut de las stelas segon la trencadura am addicio de tres ditz de tota partida.	And so she pauses over the fractured steel that is more inflamed and stronger than the other steels; and pauses between each steel the latitude of the said, and the length of the steels according to the break of three words from the entire body.
