Ayssi comensan las paraulas de Albucasim .	A doctor starts speaking about Albucasis.
E dels accidentz de lu quan es trencat le mieg de lu es que declina a las partidas dedintz e accideys a lu gran dolor, e dificultat en lo hale, e tos, e fort leu e vomeys sanc; e es declarada en lu cavitat en le os trencat e no es occulta al sentiment.	And of the accidents when it is broken in the middle that it inclines towards the parts and occurs great pain, difficulty in breathing, coughing, fever, and severe sweating; and it is declared in its cavity in the broken bone and is not concealed to the sensation.
E la restauracio de lu es que sia resupinat le malaute sobre le sieu dos, e pausa entre las spallas de lu un coyssi; e aprop prem als muscles de lu, e ajusta las costas de lu am las mas de dos costatz, e subtilia te en la operacio de lu e en la equacio segon tota manieyra que es ad aquo possibla e que conveneys ad aquo, entro que retorne la figura del os segon que cove.	Joint pain caused by cold humors infiltrating each part of the body is customarily called gout by doctors.
E aprop pausa sobre lu emplastre e estopa e pausa desobre astela de taula subtil de sauze o de caligi e de a lor semblantz en levitat, pus que tu envolopas aquela en drap; e aprop subtilia te en lian aquela sobre le os trencat que no sia maugut; e vay am liadura segon retonditat al dors alcunas veguadas, e strenh aquel am strictura decent; e aprop considera la liadura en tota hora, e quan es mollificada strenh aquela.	Stop over the plaster and dressing to allow it to dry and set on a soft surface such as cloth or calico, similar in texture to leather, wrapped in a cloth; then gently place that over the broken bone so as not to dislodge it. Go around the bandage according to retortency towards the back occasionally, and strengthen it with strict tension; consider the bandage at all times, and when softened, strengthen it further.
E si necessitat provoca a desliament de aquela deves corrossio o pruziment, o dolor, o apostema que accideysso en le loc, lahoras tu coyta e deslia aquela e erradica le emplastre e rectifique aquo que accideys per aquo am manieyra de curacio de lu; e aprop reduzeys le emplastre, si vezes ad aquo la facia; e ajusta a lu strictura entro que sia sanat.	If it is necessary to provoke the removal of that [bandage], due to corrosion or swelling, or pain, or an ulcer that occurs at that place, then you cut it open and drain it, and remove the dressing and correct what happens because of this in a manner of treatment for him; and return the plaster, if necessary, to its face; and adjust his strictures until he is healed.
Capitol .viii.	Opening of the eighth chapter or section of a medical book about gouty arthritis in feet.
De restauracio de las costas quan son trincadas.	On the restoration of backs when they are bent, or curved.
Sapias que fractura de las costas no catz sino en locs grosses que siegon le dos; e de las extremitatz de lor de la partida denant no accideys ad aquelas contricio sino per aquo quar so cartillaginosas.	Be aware that a fracture of the back is not in the bone itself, but rather in the larger areas where it meets the two; and from their extremities, to the head, there does not occur any irritation or constriction other than that which comes from the cartilages.
E cognicio de lu no es amaguada al sentiment deves la inquisicio de lu am les ditz.	And this is well known, it is not hidden from the senses, for the inquiry of the body reveals these things.
E la restauracio sia ayssi que enguales la fractura am les ditz segon la manieyra possibla, entro que sia engulhat segon que cove, e aprop emplastre e strenh le os trencat am stela, si indigeys de aquel.	And the restoration is thus that it equals the fracture of these things, according to the possible method, while it is encased according to what is convenient; and it wraps it up with plaster and strengthens the broken bone at the spot if necessary.
E si la fractura de las costas es declinant a las partidas dedintz, lahoras accideys al malaute dolor vehement e punctura, ayssi cum punctura que accideys ad aquel que ha pleureci, e per aquo quar le os ponh le velament; e accideys a lu difficultat de hanelit, e tos, e vomit de mot sanc; e aquesta es de dificil curacio.	And if the back fracture inclines towards the joints, then it occurs severe illness and sharp pain, just as with those who have pleurisy; therefore, when one puts on the splint, it occurs difficulty in breathing, coughing, and vomiting of phlegm; and this is hard to cure.
E ja les Antixs so engeniatz en aquela am motz engientz.	They are already in a state of advanced decay in that place of suffering.
E de lor so que diso: cove que pauses viandas del malaute que engendro imflacio e ventositat, per que le ventre sia imflat e sia extendut, e la fractura sia impellida a las partidas defora.	And it is said that one should apply to the patient's stomach what food can cause inflammation and flatulence, so that the belly may be inflated and stretched, and the fracture pushed outward from the affected parts.
Mays nos avoreyssem aquo per so que no sia causa leugiera a generar apostema caut, si no accideys; e si ja accideys, lahoras ja ajuda ad aquo.	May we be cautious about this so that it does not lead to the formation of an abscess, unless it happens; and if it happens, then relief will be provided for it.
E diyssero alcus de lor que sia pausada desus ventoza e aprop que sucque am fortitut; e es semblant a ratiocinacio, mays empero es temut que la ventoza atire las superfluitatz al loc per la debilitat.	They said that it should be stopped by the wind and that something be applied to increase its strength; this is like reasoning, but however it is feared that the wind will drive the excesses to that place because of weakness.
E diyssero alcus de lor: cove que·l loc sia cubert am lana que ja es submersa en oli caut, e sian pausatz pulvils entre las costas entro que sia umplida, que sia la liadura engual quan envolopas aquela segon retonditat; e aprop sia curat le malaute am curacio de pleuresi de vianda e de medicina.	They said that the place should be covered with wool that is already submerged in cauterization oil, and small powder should be applied between the ribs while it is being filled, so that the ligature wraps around it when you wrap it on retentiveness; and apply treatment to the patient with pleurisy of food and medicine.
E si causa vehement constrenh le malaute la qual no sufferta, e le os punh le velament am punctura ledent, temem sobre le malaute, lahoras cove que fendam sobre le loc, descubram de la costa trencada, e aprop pausem desobre aquela instrument que conserve le ciphac, la rememoracio del qual es precedida, e que inscidam le os am facilitat, e extraguam aquel.	If the disease violently constrains the patient, which does not suffer, and the bone pokes through the veil with a puncture wound, fear is aroused over the patient, as long as it is believed that to break open on the spot, uncover the broken coast, and place on top of that instrument that conserves the ciphac, the remembrance of which was preceded, and penetrate the bones with ease, and extract it.
