Ayssi comensan las paraulas de Albucasim .	The patient begins to speak about Albucasim.
E es reduzit eysament segon autra manieyra: e es que sia ficat en terra un fust lonc le cap del qual sia redon de figura, ayssi cum pilo de mortier, que no sia gros ni subtil, e aprop sia pausat dejos le malaute; pus que so pausatz sobre·l cap del fust draps leons, e·l malaute sia stant segon la longitut del fust, e aprop sia extenduda la ma de lu a las partidas dejos del autra part; e sia extendut le cos de lu del autre part am fortaleza, quar la junctura retorna al sieu loc am velocitat.	And this is done in another manner: so that it is placed on the ground a long pole with a round head, like a pilch of mortar, neither too thick nor too thin, and you place the patient under the cap of the pole; then you support yourself with drapes over the top of the pole, and the patient stands according to the length of the pole, and you extend your hand to the parts on the other side of that part; and you stretch the body of the other part by force, so that the joint returns to its place at great speed.
E si es dificil reduccio de lu per totas las causas que havem ditas, lahoras usa de aquesta cura: e es que tu prenguas un fust la quantitat del qual sia en le lonc de dos brasses, e latitut de aquel sia de quatre ditz, e la grossetut de lu sia aleujat en le preon del tittilic segon aquesta forma:	If it is difficult to reduce him for all the reasons that have been mentioned, then you use this remedy: take a pole of the size of which is two spans long, and its height be four fingers, and its thickness removed from the navel according to this form:
E aprop sobre le cap redon sian liatz drap leons per so que·l fust no ledesca le malaute.	And you place the round head with ropes over it, so that the pole does not press on the patient.
E aprop sia pausat dejos le titillic del malaute, e sia extenduda la ma o le bras sobre·l fust entro a las partidas dejos, e sia liat le fust sobre le adjutori e le bras e la extremitat de la ma.	Appropriate should be placed on the title of the disease, and should stretch the arm or hand over the trunk inside these parts, and tie the trunk to the assistant and the arm and the extremity of the hand.
Aprop sia pausat le bras sobre un scalo de scala segon la latitut, e la ma sia extenduda a las partidas dejos, e l’autre cos sia suspendut de l’autre part, quar la junctura intra tantost.	Make the arm lie on a scale of stairs according to its length, and stretch out the hand over these parts, while the other limb is suspended from the other side, so that the joint is in this position.
E cum le intrament de lu es complit segon quascuna maniera que es a tu possibla, e lahoras cove que tu pauses dejos le titillic spera de lana de engual quantitat; e aprop pauza emplastre perparat de polvera de moli am enses e album de huou sobre tot le muscle, ayssi quo es revolvut desus, e aprop strenh dejos le titillic am strictura decent; e le liament sia revolvut sobre le emplastre, e la ma de lu sia annectida al col de lu, e sia leyssat, e no sia mauguda la ma de lu per vii dias.	And once you have completed the operation in any manner possible, and as soon as possible cover the title with woolen cloth of equal quantity; then pause applying plaster prepared from powder of millet meal and egg whites on top of the muscle, so that it is turned over, and thus apply firmness to the title with a strap-like structure; meanwhile tie the ligament around the plaster, and attach the hand to the neck of the patient, and let it be so for seven days, and do not lift the hand of the patient.
E cove que sia pausada la vianda del malaute pauca, entro que·l membre sia confortat, quar es pus leugier a la sanacio de lu.	It is recommended to stop the patient's food for a little while, until the limb is comforted, because it will be easier for healing.
E aprop la vianda sia donada major aprop vii o v e sia exercitat un movement; e donc si es fermat e no es mollificat, lahoras ja es sanat.	When food is given in greater amount to the patient, whether it is given 7 times or not, and then the patient is exercised with a movement; and therefore if they are stopped and do not soften, then already they are healed.
Mays si la junctura es dislocada motas veguadas per humiditat que accideys a lu o per autra causa, lahoras cove que en aquela sia administrat cauteri am tres traucs, segon que denant es dit en le capitol de cauteri.	If the joint is dislocated many times due to humidity which happens to it or by another cause, then surely they will administer cautery on three tracks, as said in the chapter of cautery.
E si tot aysso es fayt e aprop vii dias es desliat le liament e la junctura no es fermada, e le emplastre e la strictura son reduzitz sobre lu alcunas veguadas, e no es fermada e catz e no pot elevar aquel bras a las partidas desus, lahoras sapias que·ls nervis de lu, les quals so al cap del muscle, ja so inscizes o extendutz o mollificatz, e sapia que la junctura nul temps no sira ficada en loc sieu.	If this is done and after 7 days the ligament is released and the joint will not be closed, and the plaster and bandage are reduced over it some times, and it is not closed, but the nerves of that limb, which are at the head of the muscle, are either cut or stretched or softened, then surely the joint will never be fixed in its place.
De la dislocacio de aquela qu’es fayta deves le pietz e la mamilha o las partidas detras, la reduccio es fayta am impulcio e extencio am las mas, entro que retorne.	The return of that limb is made by pulling the foot and the breastbone or the parts behind it, the reduction is done with impulse and extension of the muscles, until it returns.
E sia administrada en aquela l’autra strictura, e cura aquela entro que sia sanada.	And another bandage is given to that limb, and care is taken for it until it is healed.
E si accideys aprop la sanacio gravitat en le membre e tarditat en le movement de lu, lahoras le malaute uze de banh motas veguadas entro que aquela gravitat sia alleujada e que retorne a la natura de lu primiera.	If the healing process takes place in the member and there is delay in its movement, it is often that the illness or sickness uses more hot motions than when that gravity was alleviated and it returns to its first nature.
Capitol .xxvii.	The twenty-seventh chapter.
De curacio de dislocacio del coyde.	On the treatment of a shoulder joint dislocation.
Sapias que la junctura del coyde es dislocada am difficultat e semblantment retorna am difficultat; e aquela es dislocada a totas partidas, e majorment a la partida denant a la partida detras, e la dislocacio de lu no es amaguada a tu quar es cazent dejos le vezement o dejos le tocament segon qualque figura sia dislocat, e quan ajustes le coyde disloguat am le sa, aquo es a tu declarat manifestament, quar la junctura es concavada e no pot doblar le bras, ni tocar am aquel le sieu muscle.	Be aware that the joint of the shoulder is dislocated due to difficulty and returns to difficulty; and when it is dislocated at all parts, and more so at the front part than at the back part, and the dislocation of the joint is not hidden by some swelling or touch according to whatever shape the dislocation takes, and when you adjust the shoulder joint, it will be clear to you, for the joint is concave and cannot bend the arm or touch with its own muscle.
