Ayssi comensan las paraulas de Albucasim .	A cure begins with the words of Albucasis.
E donc, per aquo cove que·l fleubotomador sia fermat e sia sollicit en totas aquestas causas.	And therefore, by this method, it should be known that the flea-biting doctor should stop and be applied to all these causes.
E aprop depause le fleubotomi, mays si la vena es huberta en una veguada, lahoras bo es; e sino, tu itera aquo autra vaguada dejos aquel loc un pauc, o sobre lu am festinacio, si le loc no es apostemat.	And so, suspend the flea-biting, but if the vein is found in one place, then it's not good; and if not, proceed to another place, leaving that spot for a little while, or if the spot is not inflamed.
Et si le loc es apostemat, o le malaute se spauresca, lahoras tu le layssa per un dia o per dos, e no strenha le liament, quar fort leu atirara apostema caut, ni no intre en banh.	And if the spot is inflamed or the disease spreads, then you should dress it lightly for one day or two, and do not tighten the bandage, lest the inflammation be drawn into a worse cauterization, or that he will fall into a bath.
E aprop itera la fleubotomia si la ama.	And so proceed with the flea-biting if you like.
E si la apercio es petita e corr sanc subtilment, e temes que non yesca sanc la cantitat que voles, lahoras tu itera le fleubotomi en aquel trauc segon rectitut e ajusta en la appercio un pauc, e fay aquo am festinacio denant que·l loc sia apostemat, quar le loc es apostemat en motz homes deves pauca apercio.	And if the application is small and spreads slowly, and you fear that it will not produce the desired quantity, then proceed with the flea-biting in that direction according to the rule, and adjust the application a little, doing so at a festival before the spot becomes inflamed, for when the spot is inflamed, a little application causes great inflammation among men.
Mays si vezes aquel ja apostemat, lahoras no iteres sobre lu, quar no escusa a tu alcuna causa; e pausa sobre aquel alcuna partida de la fenda de oli, quar alleuja le cors del sanc.	May she sometimes be swollen, then do not stir her, for there is no excuse for your cause, and pause over that certain part of the wound, where it brings relief to the body.
E es milhor en aquest loc que oli e que les autres olis.	It is better in this place than oil and the other ointments.
E semblantment aministra fenda de oli en tota fleubotomia am la qual fleubotomes las venas deves la prohibicio de cors de sanc, e fan aquo tyriaca alfadoc e sagzenea quan es pausat de la una de aquelas sobre le loc, quar le sanc es subtiliat e es revolvut quan es gros.	It is also applied to the wound in all phlebotomy, where they cut the veins of this area because of the patient's condition, and make it Tyrian purple alfadoc and saffron when placed on one of those over the place, for the body is softened and is rolled when it becomes thick.
E si en le loc de la fleubotomia es engendrat gran apostema, quar motas veguadas accideys, e majorment ad aquel que no es stat sangnat sino aquela veguada, o en la apercio de la vena pauca, e lahoras tu coyta, e pausa sobre le loc sponja infuza en aygua e sal, un pauc scalfada, e strenh aquela per una hora, quar es dissolvut.	If in the location of phlebotomy a large swelling is formed, because various accidents happen, and more often it happens to those who have not bled but rather that which has been seen, or in the appearance of the thin vein, then you should cut, and pause over that spot where sponge-infused water and salt are applied in a little sauce, and strengthen it for an hour, because it is dissolved.
E cove que fassa aquo aprop le yssiment del sanc de aquela vena am compliment de lu o de autra vena.	And cover this so that the wound of that vein is covered with its complement or another vein.
E si roman en le loc per alcus dias alcuna negror o viriditat, no notz aquo; e si voles, pausa sobre aquel alcuna causa de aloen e de mirra dissolvut, o alcuna causa de suc de mentastre o de calament o semblant de lu.	If it remains in that place for several days without any blackness or greenish color, do not notice it; and if you wish to pause over that certain cause of the pain and separation from and the dissolving of mercury, or some cause of mentrue juice or chilliness or a likeness to it.
E motas veguadas accideysso apostemas e eminencias deves fleubotomia de la basilica.	Some frequent accidents occur due to the prolapse and elevation of veins through a botched procedure on the basilica.
E donc pausa la tua ma sobre aquela, e si lahoras tu atrobas mollicia deves la tua compressio sobre aquela, lahoras aquela eminencia es malvada e mala; e adonc guarda te que pauses sobre aquela alcuna causa de aquo que havem dit, quar fort leu fluira de la arteria sanc.	So place your hand over that one, and if it happens that the softness of those veins is due to compression on it, then beware, because that elevation is bad and evil; and at that moment guard yourself from pausing over that certain cause of this, which has been said, for heavy blood flows out of the sanc artery.
E fay emplaustre am aquo en que es stipticitat, per que le loc sia endurat, e aprop cura aquel am l’autra curacio entro que sia sanat.	And apply an ointment to that place where there is stiptic, so that the area may be sustained, and cure it with another curative treatment before it heals.
E cove que extraguas del sanc a tot hom segon la quantitat de la sua vertut e segon la color vencent sobrc le sanc segon que appar.	And cut out from the sanc [artery] everything that belongs to all men, according to the quantity of its virtue and according to the victorious colour above the sanc as it appears.
Quar si le sanc es negre, lahoras tu le layssa yssir entro que sia rog; e semblantment si tu le vezes gros, lahoras tu le layssa yssir entro que sia subtiliat; e semblantment si es agut, entro que sia ostada la acuitat de lu.	If the sickness is black, then you will have to make it enter into the pus so that it does not spread out too much; and similarly if it has a thick aspect, you will have to make it enter into something subtle. And similarly if it is sharp, until it is opened by the acuteness of it.
E cove ad aquel que es ple e fort e ha necessitat de extraccio de sanc en una veguada, que sia amplificada la fleubotomia de la vena e le fleubotomi sia lat.	And for whoever is full and strong and has had a necessity to extract the sickness in a place that is widened, expand the flea-botomy of the vein and make the flea-botomy deep.
E en aquel que es freul, sia fayt le contrari de aquel, e cove que extragua aquel en tropas veguadas, e que le trauc sia streyt.	And for whoever is thin, do the opposite of that, and cover that you extract in numerous passages, and make the treatment straight.
E le milhor que es administrat en fleubotomia de vena es que sia la seccio transversa, no punctura.	And the best thing that is administered in flea-botomy of a vein is the transverse section, not a puncture.
E aquesta manieyra de fleubotomia es salva de flux de sanc e de inscizio de nervi, e es pus lausabla e pus salva que fleubotomia segon latitut e longitut.	And this manner of flea-botomy is saved from the flow of pus and the inception of nerves, and it is more favorable and safer than flea-botomy according to latitude and longitude.
