Ayssi comensan las paraulas de Albucasim .	Assistance begins for Albuçates.
E si la fractura de las costas es declinant a las partidas dedintz, lahoras accideys al malaute dolor vehement e punctura, ayssi cum punctura que accideys ad aquel que ha pleureci, e per aquo quar le os ponh le velament; e accideys a lu difficultat de hanelit, e tos, e vomit de mot sanc; e aquesta es de dificil curacio.	And if the fracture of the ribs is sloping towards the divided parts, then occurs painful disease and puncture, just as with puncture that occurs in one who has sneezed, therefore placing on the bone the veil; it causes difficulty of breathing, and coughing, and vomiting of mucus; and this is of difficult cure.
E ja les Antixs so engeniatz en aquela am motz engientz.	And already the ants are generated in that place with those kinds of ingenuity.
E de lor so que diso: cove que pauses viandas del malaute que engendro imflacio e ventositat, per que le ventre sia imflat e sia extendut, e la fractura sia impellida a las partidas defora.	And this is what he says: the person who makes food from the patient's body that generates inflammation and windiness, so that the belly be inflated and extended, and the fracture be driven to the outside parts.
Mays nos avoreyssem aquo per so que no sia causa leugiera a generar apostema caut, si no accideys; e si ja accideys, lahoras ja ajuda ad aquo.	But we would rather not have this happen in order that it not be a light cause to generate an apoplement (i.e. inflammation), if it occurs; and if already it has occurred, then there is help for it as well.
E diyssero alcus de lor que sia pausada desus ventoza e aprop que sucque am fortitut; e es semblant a ratiocinacio, mays empero es temut que la ventoza atire las superfluitatz al loc per la debilitat.	They said that it should be stopped in this wind and kept still, so that she could gain strength; but it is like a reasoning, but rather it is feared that the wind will drive the excesses to that place by weakness.
E diyssero alcus de lor: cove que·l loc sia cubert am lana que ja es submersa en oli caut, e sian pausatz pulvils entre las costas entro que sia umplida, que sia la liadura engual quan envolopas aquela segon retonditat; e aprop sia curat le malaute am curacio de pleuresi de vianda e de medicina.	They said: cover the place with wool that is already submerged in oil, and make powder between the ribs until it is filled, so that the bandage is tied when you wrap it around accordingly; and let the ulcer be cured with a pleurisy treatment of meat and medicine.
E si causa vehement constrenh le malaute la qual no sufferta, e le os punh le velament am punctura ledent, temem sobre le malaute, lahoras cove que fendam sobre le loc, descubram de la costa trencada, e aprop pausem desobre aquela instrument que conserve le ciphac, la rememoracio del qual es precedida, e que inscidam le os am facilitat, e extraguam aquel.	If the ulcer causes great constraint and does not bear it, and the bone is pierced with a sharp wound through the veil, they fear about the ulcer, therefore cover that place, expose the fractured rib, and put over it an instrument that keeps the key, which has been remembered before, inscribe in the bone easily, and extract that.
E aprop que ajustem las doas labias de la plagua, si es gran, am cozidura, e curem aquela am emplastres entro que sia sanada.	And let them adjust the two lips of the wound if it is large, by coagulation, and cure that with bandages until it heals.
E si accideys dedintz apostema, lahoras tu coyta e enfon pulvils en oli rozat e pausa sobre le loc, e que sia curat le malaute am aquo que cove a la apostema dedintz.	If an apoplexy occurs, then cut the artery and pour powder into olive oil on that place, and place it over the location, so that the illness may be cured at this point because it covers the swelling of the apoplexy.
E sia ressupinat sobre le latz sobre le qual dorm, entro que sia sanat.	And let him lie on the side where he sleeps, until he is cured.
Capitol .ix.	The end of a chapter or section.
De restauracio de fractura del spondil del dos e del col.	On the restoration of fractures of the spine at the neck and at the back.
Alcunas veguadas endeve fractura als osses del col, e tart endeve a lor atricio, e semblantment als spondils del dos.	Sometimes fractures occur in the bones of the neck, and sometimes they also attract to their own attraction, and similarly at the vertebrae of the back.
E cum aquo accideys ad alcu e voles saber si sara sanat o no, lahoras considera, quar si vezes las sieuas mas ja mollificadas e stupefaytas e mortas e no pot maure aquelas ni extendre ni strenher aquelas e quan constrenges aquelas am les tieus ditz o punges aquelas am agulha e no sent en aquelas dolor, lahoras sapias que no es sanat, e en las mes de disposicios es mortal.	And with this, if it happens to some one and they want to know whether they will be cured or not, then consider this, because since your hands are softened and stiffened and dead and cannot feel those or stretch them or strengthen them when you constrict those with the fingers or prick them with a needle and there is no pain in those, then it is known that it is not a cure, and in such cases of disposition it is mortal.
E si mau aquelas e sent en aquelas constriccio am les ditz e punctura, lahoras sapias que la nucha de l’os es salva e que le malaute guereys am curacio.	And if you press those and feel pain in those constrictions with the fingers and prick them with a needle, then it is known that the neck of the bone is saved and that the illness will be cured with healing.
E si ve als spondils del col le semblant ad aquo e voles saber si sira sanat o no, lahoras considera als pes de lu.	If you see the spondylitis of the neck resembling this and want to know if it will heal or not, then consider his feet.
Lahoras si tu vezes que so ja mollificatz, accideys ad aquels aquo que es accidit en las mas, e aprop quan jatz sobre le sieu dos, yeys ventozitat e egestio ses la sua volontat, e alcunas veguadas es resupinat sobre le sieu dos e vol urinar e no pot, lahoras sapias que es mortal, e adonc no trebales en la curacio de lu.	However, if you see that his skin is soft, accidents will occur at those places where they occur in the body, and when you judge over his two limbs, you find ventilation and expulsion of things according to his will, and sometimes he is lying on his back and cannot urinate, then it is known that it is mortal, and therefore do not work on his healing.
Mays si no accideys alcuna causa de aquelas, la causa es milhor e pus leugiera.	But if there are no accidents at those places, the cause is better and less severe.
