Ayssi comensan las paraulas de Albucasim .	Assistance begins with the words of Albucasim.
E cum alcu vol esser fleubotomat per qualque manieyra sia, cove que mondifique les sieus budels denant la fleubotomia am clisteri leon, si en aquels ha mota fenda retenguda, per so que las venas no atiro las superfluitatz en la fleubotomia dels budels, que son puridas, e que no noguan als membres principals.	If anyone wishes to be flebotomized in some way, they should bind the veins under the skin with a leather strap before the procedure, so that the superfluous blood does not flow into the veins of the groin, which are pure and do not bother the main members.
E no sian fleubotomatz les pascientz naucea sacertiva e crapula, ni evasent de malautia ni de ebretat entro que aquo sia remaugut aquo de lor, ni malaute de ydropici, e mays que fleubotomia sia temuda aprop colica passio e aprop vomit, e aprop cos de ventre, e aprop multiplicacio de coyt e de trebal e de exercici de dejunis o de vigilias e de tota causa que dissolveys la vertut, o sia corpore28 o animal.	They should not undergo flebotomy if the patient has jaundice, or drunkenness, or is absent from illness or intoxication until it is cured of that, nor should they do so while suffering from dropsy, but rather flebotomy is dangerous because of colic pain and vomiting, and abdominal swelling, and multiple pains in the stomach, and excessive labor, and fatigue from fasting or vigilance, and all other causes that dissolve virtue, which is either body or animal.
E aprop considera en subtiliacio de humos denant aquo si le sanc es gros, am viandas e beures, e am medicinas si aquo es a lu possible ad aquo.	Consider if there is a subtle leakage of humors here, and if the disease is severe, with abundant food and drinks, and medicines, if it is possible to apply them.
E aprop intre en banh si alcuna causa no prohibeys, o sia excersitat per alcun exercici per so que·l sanc sia subtiliat.	Approach the bath if there is no obstacle that prevents it, or exercise for any exercise to allow the disease to be subtle.
E pausa la fleubotomia de lu en le pietz del dia, so es enviro la hora de tercia, ayssi cum havem dit.	Pause the vein cutting on his foot during the third hour, as this is what they have said.
E perforsa te que·l pietz de aquel sia guardat en aquel dia de totz mals accidentz animals, ayssi cum es angustia, ira, temor, e de totz accidentz corporals, ayssi cum es trebal e pena superflua e coyt e semblantz a lor.	Prescribe that the foot of him be guarded on this day of all animal maladies, such as anguish, anger, fear, and all other bodily accidents, such as excessive labor and unnecessary pain and distress and resemblance to his condition.
E a la sua sezelha fassa esser presentz las causas en le us de la qual corr costuma dels homes am aromaticitat e odorament e am bals e semblantz ad aquels segon la cantitat de possibilitat.	And to his sickness, make it be present the causes in the use of which he is accustomed, with aromatics and odors, and with ointments, and resembling them according to the quantity of possibility.
E segua le fleubotomador sobre un coyssi que sia pus aut que·l coyssi de aquel que deu esser fleubotomat.	Follow the vein cutter onto a more swollen swelling than that of which he should have been cut.
E aprop extragua le sieu bras, e fregue aquel am la sua ma le fleubotomador doas o tres veguadas; e aprop strenha le liament am correia e involva aquel doas veguadas.	Extract the joints from your body and rub them with your hand moistened in the flebotomator twice or three times; and tighten the ligament with cord and wrap it around twice.
E sia la strictura temprada, quar la strictura quant no es engual, o la strictura es am superfluitat, lahoras prohibeys de fluxs del sanc; o es am mollificacio, e lahoras prohibeys le cors del sanc eyssament.	If it is a premature constriction, when the constriction does not bind or if it is beyond necessity, then prohibit the flow of the poultice; or if it is softening, and thus prohibit the blood from flowing to the limb.
E aprop la strictura, cove que aquel que deu esser fleubotomat fregue las suas mas ensemps entre lor entro que las venas sian imfladas, e sian declaradas al sentiment.	Tighten the constriction, which should have been done by rubbing with the flebotomator; and cover those who are being subjected to it, so that their palms between their fingers are pressed in such a way that the veins are inflamed and declared open.
E aprop le fleubotomador unte le sieu fleubotomi am un pauc de oli antic propriament; e aprop pausa le sieu di indic de la ma senestra sobre aquela vena, dejos le loc del qual vol la fleubotomia, per que la vena fuja un pauc, e la percussio sia sessada quar de las venas es la qual atrobas ayssi cum corda fugent deves la fleubotomia, e de aquelas es que es plena de ventositat e quan pauses le fleubotomi sobre aquela es contrayta deves le fleubotomi, e es desceubut le fleubotomador; e le fleubotomi no uobre la vena, e si uobre, aquela es streyta.	Appoint the flebotomator to anoint his flebotomy with a little old-fashioned oil properly; and pause his left index finger over that vein, so that the location from which he wishes to perform the flebotomy is marked, so that the vein moves a little, and the percussion is settled, because it is through those veins that the cord (thick blood) flies away; and of those it is full of windiness, and when pauses the flebotomist over that, it contracts, and he knows the flebotomist, and if it does not hurt the vein, and if it does, then that vein is straight.
E donc, per aquo cove que·l fleubotomador sia fermat e sia sollicit en totas aquestas causas.	And so, for this reason, it is necessary that the surgeon be stopped and be consulted on all these causes.
E aprop depause le fleubotomi, mays si la vena es huberta en una veguada, lahoras bo es; e sino, tu itera aquo autra vaguada dejos aquel loc un pauc, o sobre lu am festinacio, si le loc no es apostemat.	And so, let us delay the hemotomy, but if a vein is found in one place, it is best; and if not, then proceed to another place, leaving that spot for a little while, or upon a dressing, if that spot is not ulcerated.
Et si le loc es apostemat, o le malaute se spauresca, lahoras tu le layssa per un dia o per dos, e no strenha le liament, quar fort leu atirara apostema caut, ni no intre en banh.	And if the spot is ulcerated or the patient shudders with pain, then let him lie still for a day or two, and do not constrict the ligament, because if he were to apply an apothecary's cautery too forcefully, nor enter the bath.
E aprop itera la fleubotomia si la ama.	And so, let us proceed with the hemotomy if necessary.
E si la apercio es petita e corr sanc subtilment, e temes que non yesca sanc la cantitat que voles, lahoras tu itera le fleubotomi en aquel trauc segon rectitut e ajusta en la appercio un pauc, e fay aquo am festinacio denant que·l loc sia apostemat, quar le loc es apostemat en motz homes deves pauca apercio.	And if the incision is small and bleeding is subtle, and you fear that it will not produce enough sanc[t], then let us proceed with the hemotomy in that passage according to its rectitude and adjust slightly on the appercion [incision] before applying a dressing in front of the spot, because the spot is ulcerated in many men, and little incision does much.
