Ayssi comensan las paraulas de Albucasim .	Assassin's words begin.
E la qualitat de la fleubotomia de lu es que·l malaute intrometa la sua ma en aygua cauda entro que·l focil se enrogezesca e que la vena apparia manifestament.	And the quality of the flebotomy is that the illness introduces its hand into warm water until the surface becomes purplish, and the vein appears distinctly.
E aprop sia strengut sobre aquel am liament am strictura migana; e aprop fleubotoma segon le tranvers petit, no latitudinalment ni segon la longitut.	And it is tightly tied around that limb with the middle structure, and flebotomy should be done according to the transverse small vein, not longitudinally nor according to its length.
E sia la apercio ampla e sia la tua fleubotomia am la qual tu fleubotomas aquela sobre la junctura de la ma un petit.	And the observation is broad and my flebotomy is at which point I flebotomize that one over the joint of the hand a small one.
E si es prohibit le fluxs del sanc, lahoras tu itera la ma en l’aygua cauda e layssa le sanc correr en la aygua entro que consieguas la tua necessitat.	If the flow of the spleen is prohibited, then you will iterate the hand in warm water and make the spleen run in the water until you achieve your necessity.
Mays si tu eras en les dias d’estiu, lahoras tu yest excusat de la iteracio de la ma en l’aygua cauda, e le mes es pausat le cors del sanc en aygua cauda en temps de yvern.	If you were in the days of summer, then you are exempted from the iteration of the hand in cold water, and also it is customary to place the body of the sick person in warm water during the winter.
E la fleubotomia de aquesta vena es pus salva que de totas las autras venas, quar dejos lu no ha vena pulsatil, ni nervi.	And the venesection of this vein is more safe than all other veins, because it leaves none of them with pulse or nerve.
E la fleubotomia de la savatella de la ma dreyta es conferent a las malautias del fetge.	And venesection of the right arm vein is believed to be a cause for liver diseases.
E la qualitat de la fleubotomia de lu es que tu strenguas la ma am liament o am la tua ma, pus que tu l’as mesa en ayga cauda, entro que la vena sia imflada e sia be demostrada al vezement; e aprop fleubotoma aquela transversan; e si inscidas aquela de tot no nozera aquo en re.	And the quality of venesection of it is that you will strengthen your hand or with ligament, as you have placed it in warm water, before the vein is swollen and thus demonstrated to be so; then take out that transverse one; and if it does not break because of that, do not do this anymore.
E conserve que no ultimes la tua ma am la fleubotomi, quar dejos lu so les nervis dels ditz denudatz de carn.	And be careful not to tie the hand too tightly after venesection, because it leaves bare the nerves of the fingers exposed through the skin.
E aprop itera la ma en l’aygua cauda e laysse correr le sanc en aquela, quar si tu no iteras aquela en l’aygua cauda, le sanc sira coagulat en lo orrifici de la vena, e es prohibit de flux.	And place the hand in warm water and let it run off in that way, because if you do not iterate it in the warm water, the flow will clot in the orifice of the vein, and it is forbidden to flow.
E cum es extrayt le sanc segon la quantitat de necessitat, lahoras tu pausa sobre la vena oli e sal, per que no sia consolidada coytadament; e semblantment cove que tu fassas en tot ram streyt.	And as soon as it is removed, follow the standard procedure based on the amount of necessity, then pause over the oil and salt vein, so that it does not become solidly consolidated; and similarly take care to do in all straight roads.
Mays le juvament de la fleubotomia de aquela de la ma senestra, es que es conferent a las malautias de la melsa.	But the youth of the femoral vein is that it is conferred to the illnesses of the lower parts.
E fay semblantment en la fleubotomia de lu ayssi cum has fayt en l’autra.	And similarly in the femoral vein on that side, as you have done on the other.
E le juvament de la vena sephena de la fleubotomia es a las malautias que so en la partida dejos del cos, ayssi cum so malautias de la mayre, e a retencio de mestruas, et a las malautias dels ronhos e ulceracios de coyssas e de cambas antiquas, e a lor semblantz de las malautias.	And the youth of the hepatic vein is for those illnesses that are in the left side of the body, as with the illnesses of the liver, and to retention of menstruation, and to the illnesses of coughs and ulcers on the thighs and buttocks, and similar to those.
E la qualitat de la fleubotomia de lu es que·l malaute entrometa lo sieu pe en aygua cauda e fassa sobre aquel fricacio entro que be apparen las venas; e lia sobre la junctura del pe am correia; e le loc de la vena le talo apparent deves le dit pous, e de aquela so ramificatz en la facia del pe motz ramps.	And the quality of the femoral vein is that the illness enters its foot in cold water and makes over the friction between when it appears the veins; on the joint of the foot, with a belt; and the place of the vein becomes apparent above the knee, and from that branch out towards the face of the foot multiple ramps.
E donc fleubotoma le pus ample ram o dejos la camba deves le talo deves la agreguacio de lu, quar es milhor e pus sal.	And therefore, when flubotoma appears, it is better to place the poultice on the cushion and add the talo, because it is more beneficial and safer.
E si fleubotomas aquela en la facia del pe, lahoras tu te guarda dels nervis que so dejos aquela sobre la facia del pe, e pausa la tua fleubotomia am la qual tu fleubotomas per le travers, quays cum si tu la volias inscidir.	And if flubotoma appears on the surface of the foot, then you must beware of the nerves that lie under it and pause your flubotoma on the area where it would penetrate through, as if you were inserting it.
E sia le fleubotomi vosil.	And since the flubotoma is removed.
Mays si es prohibit le issiment del sanc; lahoras tu itera le pe de lu en l’aygua cauda e layssa correr le sanc en aquela entro que sia evacuat.	But if it is forbidden to make the same incision, then you must go over the foot of him into the hot water and let the wound run in that area until it is evacuated.
E si le fleubotomador erra en la primieyra veguada, lahoras itera am le fleubotomi en sus un pauc, quar le loc es sal; e no temes de lu malician, mays que te guardes dels nervis ayssi cum havem dit.	And if the flubotoma operator makes an error on the first incision, then he must go back to the same wound a little and because it is clean; and do not fear the evil consequences, but rather beware of the nerves as has been said.
E semblantment fay de la sophena del autre pe engualment.	And similarly do it on the other foot's sole incision.
E de la vena sciatica, le loc ayssi cum havem dit es deves le talo dejos la cavilha de la partida silvestra.	And regarding the sciatic vein, the location is as has been said, so apply the talo behind the hollow of the wild hair's departure.
E le juvament de la fleubotomia de lu es a dolo de anca quan es per sanc caut.	The translation of the given line is: And the youth of the flea-bitten procedure is in pain at the ankle when it is for severe treatment.
E la qualitat de la fleubotomia de lu es que·l malaute intre en banh, e festine e strenha la cueyssa de lu del latz de la ancha entro desus le talo desus quatre ditz an una benda longua subtil, quar no appar sino per aquo.	And the quality of the flea-bitten procedure is that the illness enters the bath, festine and strenha the cavity of its foot between the ankle bone into the space behind four fingers one long bandage so subtle that it appears only after this.
