Ayssi comensan las paraulas de Albucasim .	The doctor begins to speak about Al-Bukhatir.
Mays empero en la restauracio de lu en tal manieyra fayta no accideys al malaute claudicacio; e si es restaurada sola, otra aquo que li sia applicada l’autra camba, lahoras es necessari que claudique aquel del qual es tostemps.	But however when it is restored in this manner, it does not happen to the patient that he has a leg cramp; and if it is restored alone, then other than applying another cushion, it is necessary that the one whose time was supposed to be clamped should clench.
E sapias que la coyssa es strenhuda en xl dias o un pauc mes o un pauc mens, e tot aquo es segon la diversitat de las compleccios e de las autras dispozicios.	And it is known that the thigh is strengthened in forty days or a little more than a month or a little less than a month, and all this according to the diversity of complexities and other dispositions.
Capitol .xv.	Chapter XV.
De restauracio de la fractura de la rodela del denolh.	On the restoration of the fracture of the ankle bone of the knee.
Sapias que fractura de la rodela del denol tart endeve, mays accideys a lu motas veguadas atrissio.	The broken tibia of the hind leg is more common than you think.
Mays si accideys a lu fractura, lahoras no es sino fissura o trauc en las suas partidas, e aquo es am plagua o ses plagua, e sobre aquo tot es estat am le sentiment.	But if it is a fracture, then it's usually just a crack or a break in one of its parts, and this is a wound or multiple wounds, and on top of that the whole condition is marked by pain.
E la restauracio de lu es enayssi que sia engualat aquo que es romput de las partidas de lu am les ditz entro que sia agreguat e conjongit segon que es possible per equacio e facilitat e fabricacio.	And the restoration of it is only to be done in such a way that what is broken in its parts are mended inside, where they can be joined again according to what is possible by calculation, facility and craftsmanship.
E aprop pausa emplastre e pausa sobre aquel stela redonda, si indigeysses de aquela; e strenh desus am strictura ad aquo convenient.	And apply plaster and place over that round spot, if needed; and strengthen it with those structures according to what is suitable.
E aprop considera totas las disposicios las quals havem recomtadas en las autras fracturas, ayssi cum es apostema caut e semblant ad aquels enaissi que se oppause a tot accident am aquo que a lu es convenient entro que sia sanat.	And also consider all the dispositions that have been recommended for other fractures, just as if it were an abscess and something similar to those that oppose every kind of accident in that place, so that it may be cured.
Capitol .xvi.	Chapter XVI.
De restauracio de la fractura de la camba.	On the Restoration of Fracture of the Hip
Sapias que en la camba so dos osses dels quals la un es gros, e es le nompnat per nom de la camba; e l’autra es subtil, e es nompnat focil.	You know that in the cavity there are two bones of which one is big, and it's called by the name of the cavity; and the other is small, and it's called a tendon.
E accideys a quascus de las specias de fractura aquo que accideys als dos osses del bras, e per aquo es fayta restauracio de lu ayssi cum restauracio del bras engualment, e la operacio de lu es una.	And accidents happen to some of the species of fracture in those two bones of the arm, and therefore a restoration is made for both arms as well as the restoration of the elbow joint, and the operation is called one.
E si so trincatz dos osses ensemps, la camba es convertida a totas partidas.	And if two bones are fractured in half, the cavity is converted to all its parts.
E si es trinquat le os pus subtil, la camba es convertida a las partidas Denant.	And if the small bone is fractured, the cavity becomes divided into anterior parts.
E si es trincat le os pus gros, atrobas aquel dejos, e es de aquelas causas que no so a tu ameguadas.	And if the big bone is fractured, the other parts fall out, and it's one of those causes that are not easy to heal.
E aprop aministra extencio e equacio e liguacio de las astelas segon aquel engualment.	And take care to extend, straighten, and align the limbs according to the elbow joint.
Mays empero cove, si la fractura de la camba es laja havent motas satagias, que la extencio sia mendre e pus leugiera, e alleuja am la tua vertut.	But however, if the fracture of the joint is slight and not many stitches are needed, that the extension should be less and lighter, and ease on you.
E en la camba es alcuna causa de operacio sobre le bras, e es quan tu engualas las stelhas e que comples tota la tieua operacio, lahoras tu prendras pessas de fustz de pi le qual es pausat dejos las cauzas las quals so pausades en solies, e so faytas eyssament de brancas de palma; aligeys de aquelas a las quals es petita groceza, e no sia ges de las manudas, e sia la longuesa de aquelas segon la longuesa de la camba, e del denol entro al pus dejos.	Joint pain is caused by cold humors that infiltrate each part of the body, and when pain occurs in the feet, it is customarily called gout by doctors.
E aprop envolopa sobre quascuna drap en doas envolucios segon la longitut de lu, e pausa la una sobre la partida de la camba de la una part e l’autra del autra part, e sian del denol entro al pus bas loc del pe.	And then wrap it around any cloth in two layers according to its length, and place one over the opening of the thigh on each side, and so they are wrapped tightly into the base of the pain on the foot.
E aprop lias las doas stelhas en tres locs de doas extremitatz e al mieg loc, quar am aquesta strectura la camba es prohibida de clinar a la partida dextra e sinistra, e sta per bona stacio.	And then tie the two strings in three places on each extremity and in the middle, where this structure is forbidden to lean at the right and left openings, and so it is placed well.
E ja es aministrat un brasset de fust segon la longuesa de la camba; e sia pausada en lu la camba per so que conserve aquel de movement.	And now it is dressed with a belt of wood according to the length of the thigh, and so the belt is placed on him to keep that same motion.
E majorment cove que tu fassas aquo en fractura, e quan am aquela es plagua propriament.	And it is much better to do this in fracture, and when that happens, the pain occurs properly.
