Ayssi comensan las paraulas de Albucasim .	 This appears to be a statement that begins with "Thus begin the words of Al-Bukhari.
E sian liatz en doas extremitatz dos liamentz, e aprop sia suspendut del loc elevat.	 And two ligaments should be tied on both ends, and then it should be suspended from an elevated location.
E segua le malaute sobre una sezela; e aprop gieta fora le sieu bras trencat sobre le fust entro que pervengua al titillic de lu en le mieg loc del qual sia annexa la curvitat del fust.	 Then have the patient sit on a chair, and next throw out their broken arm over the dowel until it reaches the middle part of the body where the curve of the dowel is located.
E aprop suspen sobre aquel alcuna causa greu, o·l minestre extenda aquel a las partidas dejos; e aprop le metge eque la fractura am las sieuas mas ensemps, entro que la fractura retorne segon que cove.	 Then suspend it on that for some serious cause, or the servant should extend it to its parts below; and then the doctor should touch the fracture with his hands together until the fracture returns as needed.
E l’autra manieyra es que·l malaute sia ressupinat sobre la sieua cervitz e suspen la ma del col de lu am liament; e aprop comanda a dos ministres que la un de lor tengua aquo que es desobre la fractura am las suas mas; e l’autre tengua le pus dejos de lu; e quascu de lor extenda a la sua partida.	 The other method is that the patient should be made to lie on their back with their neck suspended by a ligament around it, and then order two servants: one of them should hold what is above the fracture with his hands; and the other should hold below the patient; and each of them should extend to their respective part.
E si voles que la extencio sia pus fort, lahoras tu strenh sobre la fractura am liament e sobre aquela am autre liament, e quascu dels dos ministres extendan a doas suas partidas.	 And if you want the extension to be stronger, then you should strengthen over the fracture with a ligament and on that with another ligament, and each of the two servants should extend to their respective parts.
E donc si la fractura es propinquada a la extremitat del muscle, lahoras cove que sia pausat la mitat del liament sobre le citillic e l’autre dejos la fractura deves le coyde.	 And therefore, if the fracture is near the end of the muscle, then it should be that half of the bandage is placed on the shin and the other half below the fracture towards the elbow.
E semblantment si la fractura es propdana al coyde, lahoras cove que sia pausat le liament sobre aquel loc e sobre aquel coyde.	 And similarly, if the fracture is near the elbow, then it should be that the bandage is placed on that location and on that elbow.
Enguala aquela am facilitat e ses trebal, e aprop quant sira engualada segon que cove e es applicada per bona applicacio, lahoras strenh aquela si no accideys apostema caut.	 Wrap it with ease and without effort, and as soon as it is wrapped according to what is needed and has been applied properly, then strengthen that wrap if an abscess does not form.
Mays si accideys apostema caut, lahoras layssa la strictura entro al vii dia, e pausa sobre lu lana sutza enbeguda en vi agre e oli rozat entro que repause le apostema, e lahoras tu stren aquela.	 But if an abscess does form, then leave the stricture for seven days, and place over it wool soaked in vinegar and rose oil until the abscess subsides, and then strengthen that [wrap].
E la manieyra de strenher aquela es que pauses emplastre sobre la fractura, e aprop pausa envolopament de drap nau sobre le emplastre; e aprop ajuste le bras sobre aquel adjutori, e pause la sua ma uberta sobre le sieu muscle.	 And the manner of strengthening that is to place a poultice over the fracture, and then place a bandage of new cloth over the poultice; and then adjust the arm on that support, and place your open hand on its own muscle.
E pausa le drap e strenh sobre le adjutori le bras per so que·l bras sia en loc de stelhas, si no prohibeys de aquo alcuna causa del os trencat.	 And wrap the cloth and secure the arm to the support so that the arm is in place, unless there is some reason why the broken bone should not be immobilized.
E lahoras usa de stelhas.	 And then use of straw is made.
E es que pauses sobre la fractura aquela stela que sia pus lada e pus fort de las autras stelas; e pausa entre quascuna stela la latitut del dit, e sia la longitut de las stelas segon la trencadura am addicio de tres ditz de tota partida.	 And you should place on the fracture that straw which is more wide and stronger than the other straws; and place between each straw the width of a finger, and let the length of the straws be according to the fracture with an addition of three fingers from all sides.
E aprop strenh sobre las stelas am la strictura la qual he dita al comensament del capitol.	 Then strengthen over the straws with the binding that was mentioned at the beginning of the chapter.
E es que la tua strictura sobre le loc de la fractura sia pus streyt.	 And let your binding on the place of the fracture be tighter.
E quant pus es alonguada la fractura sia la strictura menor.	 And the longer the fracture is, the narrower should be the binding.
E donc si vezes le situament de las stelas e la strictura ayssi cum havem dit en la hora en la qual restauras le membre al sieu assituament, lahoras tu fay.	 And thus if you see the arrangement of the straws and the binding as we have said in the time when you restore the member to its place, then do so.
E si temes apostema caut, lahoras tu layssa la strictura e las stelas entro al dia vii ayssi cum havem dit.	 And if you fear a post-operation abscess, then leave the binding and the straws in place for seven days as we have said.
E aprop considera le liament en totas partidas per tres dias per so que no accida en le loc pruziment o imflacio; o es prohibida la vianda pervenir al membre per disposicio de superfluitat de strictura; e donc rectifiqua tot aquo segon que havem dit.	 And then consider the ligature in all parts for three days so that swelling or inflammation does not occur in the place; or it is prohibited that food reaches the member by superfluous binding; and thus rectify everything as we have said.
Mays si tu yest sobre confizanssa que no accida alcuna causa de aquo, lahoras no deslias la liguadura sino aprop tres dias o mays.	 But if you are confident that none of this will happen, then do not untie the ligature until after three days or more.
E sia la sua dormicio del malaute sobre le sieu dos, e las sieuas mas sian sobre le stomac.	 And let the patient's sleep be upon his back, and his hands should be on his stomach.
E pausa sobre le adjutori cocena plena de lana engualment, e considera en tota hora de la nueyt o del dia que no sia deliada ni dissolta la figura del membre trencat, o que sia le liament mollificat, donc rectifica aquo tot am la tua vertut.	 And place a full cushion of wool over the helper, and always be mindful throughout the night or day that the form of the broken member is not disrupted or dissolved, or that the bandage becomes softened; therefore, correct this with all your skill.
