Ayssi comensan las paraulas de Albucasim .	 Here begins the words of Al-Bukhari.
E aquesta fractura o es penetrant que ja apropinqua al pannicol le qual es dejos le os; o es en la facia del os, e la plagua de aquestas doas fracturas o es gran o pauca.	 And this fracture is either penetrating, reaching the flesh beneath the bone, or it is on the surface of the bone, and the wound from these two fractures is either great or small.
E de fractura es que es ameguada en le os, en la subtilitat del cabel petita, e per aquo es nompnada aquesta specia fractura capillar.	 And this fracture is such that it is confined within the bone, in the fineness of the small hair, and for this reason, this type of fracture is called a "hairline" fracture.
E es fractura que es fayta o per cazement o per percussio de peyra e a lu semblantz, que fa intrar alcuna lamina del os a las partidas dedintz, e es fayta en le loc concavitat ayssi cum accideys als payroles de eram quan accideys a lor percussio e es partida de lor intrada a las partidas dedintz.	 And this is a fracture that is caused either by falling or by the impact of a rock, which makes some layer of the bone enter into the divided parts inside, and it happens in a concave place, just like what occurs to earthenware pots when they are struck and their entrance is divided into the inside parts.
E majorment es fayt aquo en les cors de osses humitz, ayssi cum so caps de efantz.	 And this happens most often in the bones of children, such as in their heads.
E so a totas aquestas specias fracturas satagias, so son pessas ayssi cum stelhas separadas.	 And to all these kinds of fractures, they are bad just like separate stars.
E yeu vindre am reremoracio de tot aquo en son loc.	 And I will return with a reminder of all this in its place.
E conoyssem totas aquestas specias de fractura per deteccio sobre aquelas e per inquisicio de lor am tentas e ostament de carn corrumpuda que es sobre lor.	 Sure, let's break down and translate this sentence:
E specia capillar es conoguda per aysso que es descubert sobre le os, e es abstergit, e linit sobre lu am tentha, quar la fractura appar negra.	 And a type of herb is known by the fact that it is revealed on the bone, and it is washed, and anointed on it with oil, because the break appears black.
Mays en la curacio de fractura considera al comensament les accidentz del malaute, e lahoras si tu vezes per los accidentz que signifique per significacio manifesta sobre paor, ayssi cum es vomit de colera, e extencio, e perdement de entendament, e abscizio de votz, e sincopi, e febre acuta, e eyssiment dels huels e rogor de aquels, e semblantz a lor dels accidentz en las majors disposicios, ses dopte no es sanat.	 But in the treatment of fractures, consider first the accidents of the patient, and if you see by the signs that it indicates fear by manifest sign, such as vomiting from anger, extension, loss of consciousness, lack of voice, fainting, acute fever, exudation of the eyes and heat of them, and similar signs in major dispositions, without doubt it will not heal.
E si vezes accidentz no-correntz tu speras salut, lahoras tu comensa la curacio de lu.	 And if you see non-serious accidents, you hope for health; then you begin the treatment of him.
La qual causa es quar si es vengut a tu le plaguat en le comensament cum es plaguat e aquo es en les dias de ivern, lahoras cove que tu studias en le ostament del os denant le dia xiiii segon tota disposicio.	 The cause is that if the patient has been affected at the beginning as he was affected and this is in the winter days, then you should study the setting of the bone before the fourteenth day according to every disposition.
E si es en les dias d’estiu, lahoras cove que te coytes ostar le os denant le vii dia, habantz que aquo que es dejos le os sia corromput del pannicol, e que accidescan les accidentz que havem recomtatz.	 And if it is in the summer days, then you should try to set the bone before the seventh day, having that which remains of the bone be corrupted by the flesh, and that the accidents which we have mentioned occur.
E si la fractura ja es pervenguda al pannicol cubrent le cervel, e es am partidas menudas e atricio, lahoras cove que inscidas la partida conminuta e atrita, segon que yeu recomtare a tu.	 And if the fracture has already reached the panniculus covering the brain and is with small divisions and attrition, then it is necessary to incise the divided and attrited partition as I will recommend to you.
E es que tu razas le cap del malaute plaguat, e descuebres sobre le os segon costuma e manieyra a tu possible segon la figura de la plagua, e que sia leugier sobre le malaute.	 And it is that you shave the patient's head where the wound is, and uncover the bone according to custom and manner as possible for you according to the shape of the wound, and be gentle on the patient.
E si accideys a tu deves la deteccio del os, fluxs de sanc o apostema caut, lahora tu te oppausa a lu am aquo que cove, e es que huemplas le loc de draps infuzes en vi e oli rozat, e fassa repausar la plagua entro que sia sedat le apostema, e sies segur de fluxs del sanc; e aprop comensa en la circuicio del os e en la ablatio de lu.	 And if you notice the detection of bone fragments, blood flow or pus, then you should cover it with what is necessary, and that is to fill the area with cloth soaked in wine and oil, and make the wound rest until the pus subsides, and you are sure there is no bleeding; and then begin with the cutting around the bone and its removal.
E aquo sia segon una de dos manieyras de operacio.	 And this should be done according to one of two methods of operation.
E la una manieyra es que tu inscidas le os am inscisori de streyt tal, e aquesta es la forma de lu: E aprop administra un autre inscissori aquest, un pauc pus lat que aquel; e aquesta es la forma de lu:	 And one method is that you incise the bone with a narrow chisel like this, and this is its form: And then administer another chisel like this, a little wider than the first; and this is its form:
E aprop administra mays le inscissori pus lat que·l segon.	 And then use the widest chisel of the three.
E cove que sia deves tu nombre de inscissoris diverses, dels quals alcus so pus latz que alcus autres; e alcus de lor so pus breus que·ls autres e sian en le derier de acuitat de las suas extremitatz, e sian de ferr indi o felod.	 And it is necessary that you have a variety of scissors, some longer than others; and some shorter than the others, with their tips being sharp, and made of iron or steel.
E usa de lor am facilitat en percussio sobre le inscissori per so que no concutesca le cap e leda aquel.	 And use them with ease when pressing on the scissors so that you do not cut the tip and hurt yourself.
