Ayssi comensan las paraulas de Albucasim .	 Here begins the treatise of Al-Bucasis.
E es que·l ministre tengua le cap del malaute, e entrometa lo metge le dit pous de la una sieua ma en la razit de la dislocacio de la mandibula dedintz la boca de lu, si la dislocacio es de la una part; o que entrometa les sieus dos pouzes ensemps, si la dislocacio es de doas partz, e les autres ditz de las mas de lu sian defora am les quals enguale; e comanda al malaute que cesse las suas mandibulas e absolva aquelas anar de quascuna partida; e le metge engualhe la mandibula e enpellisca la mandibula entro que retorne al sieu loc.	 And the attendant should hold the patient's head, while the doctor inserts his thumb of one hand into the mouth of the patient, placing it on the dislocated condyle of the jaw if the dislocation is on one side; or he should insert both thumbs together if the dislocation is on both sides. The doctor should then grasp the patient's chin with his other hand and command the patient to relax their jaw muscles and allow them to move in whatever direction they wish. Then the doctor should gently guide the mandible until it returns to its proper position.
E si dificil es la reducio de lu, e majorment si amdos las mandibulas so essemps dislocadas, lahoras aministra evoporacio am aygua cauda e oli, entro que sia fayta leugiera la reduccio de amdos e no tardes la reduccio de amdos de tot, ayssi quo havem dit.	 And if the reduction is difficult, especially if both jaws are dislocated at the same time, then administer a purgative with hot water and oil until a slight reduction of both is made and the reduction of both is not delayed at all, as we have said.
E donc cum retornam e so engualadas, e es clausa la boca del malaute e no es mollificada, lahoras pausa sobre aquelas polvils de drap am cerot, e sia fayt de cera e oli rozat; e aprop sia liat am facilitat am liamens mols.	 And when they are returned and secured, and the patient's mouth is closed and not relaxed, then place on those little pouches of cloth with wax, made from beeswax and rose oil; and then bind them gently with soft bandages.
E sia le dormir del malaute sobre le sieu dos, e·l cap de lu sia stant entre dos aurelhes, per so que no maugue aquel a la partida dreyta ni a la sinistra; e no li fassas per forsa masteguar alcuna causa; habans la sieua vianda sia forbicio leon, entro que quan las dolors sian remaugudas e las mandibulas so nozadas, lahoras maugue aquo que vol.	 And let the patient sleep on their back, and their head be supported between two pillows so that it does not move to the right or left; and do not force them to chew anything. When their food has been cut into small pieces, until the pain has subsided and the jaws are loose, then they may eat whatever they want.
E aquo sia aministrat am facilita, e no trebalhe sobre la apercio de la boca deves la comestio e beure e ocitatio, entro que la mandibula sia nozada e sanada.	 And this should be administered gently, and do not work or speak through the mouth while eating, drinking, and talking, until the jaw is relaxed and healed.
E si es dificil la reduccio de duas mandibulas quan so dislocadas en alcuna hora e no so convertidas als lors locs, lahoras motas veguadas accideysso febres e soda assidua, e fort leu es alerguat le ventre del malaute, e fort leu e vomeys colera pura.	 And if the reduction of two dislocated jaws is difficult and they are not returned to their places, then great care should be taken to avoid fevers and constant sweating, and quickly raise the patient's belly, and quickly induce vomiting of pure bile.
E quan tu vezes aquo, lahoras sapias que es perdicio; e motas veguadas mor aquel al qual accideys aquo en x dias.	 And when you see this, then know that it is fatal; and great care should be taken because he who experiences this will die within ten days.
Capitol .xxv.	 Chapter 25.
De reduccio de la dislocacio de la furcula e de la extremitat del muscle.	 On the reduction of the dislocation of the collarbone and the end of the clavicle.
Furcula no es dislocada del latz dedintz per la sua continuacio am le pietz; e alcunas veguadas es dislocada a la partida defora, e aquo es declarat al sentiment.	 The collarbone is not dislocated from the inside of the chest due to its connection with the feet; and sometimes it is dislocated on the outside, which can be determined by touch.
E la restauracio de lu es que·l malaute jagua sobre le sieu dos e extenda les sieus brasses.	 And the recovery of the patient is that he should lie on his back and extend his arms.
E aprop coarta le loc am la tua palma am fort coartacio, quar ela retornara.	 Then immediately close the area with your palm using strong pressure, because it will return.
E aprop pausa sobre aquela emplastre e pulvils e strenh aquela.	 Then place a poultice and powder on that area and bind it tightly.
Mays la extremitat de aquel que siec le coyde e·s continuat am aquel, no es dislocada en alcun dia; lahoras cove que sia reduzida e engualhada segon que havem dit e segon que es a tu aparelhat.	 But if the end of that which is the elbow and is continuous with it is not dislocated, then it should be reduced and splinted as we have said, according to your ability.
E aprop pausa sobre aquela emplastre, e pulvils, e extrictura, e comanda al malaute adherir a trenquilitat e a repaus entro que sia sanat.	 Then place a poultice and powder on that area, bind it tightly, and instruct the patient to remain calm and at rest until healed.
E am aquesta meteyssa curacio es reduzida la extremita del muscle quan es separada del sieu loc.	 And with this same treatment is reduced the extremity of the muscle when it is separated from its place.
Capitol .xxvi.	 Chapter .26.
De la reduccio de la dislocacio del muscle.	 About reducing the dislocation of the muscle.
Sapias que·l muscle no es dislocat sino segon tres manieras, de las quals es la una que sia dislocat a la partida del titillic a la partida dejos.	 Know that the muscle is not dislocated except in three ways, one of which is that it is dislocated from the attachment at the base to the attachment below.
E la segonda es que sia dislocat a la partida desus del muscle, e aquo es fayt tart; e no es dislocat a las partidas detras per la spalla; e no es dislocat a las partidas denant per les nervis.	 The second is that it is dislocated from the attachment above the muscle, and this occurs late; and it is not dislocated at the attachments behind the shoulder; and it is not dislocated at the attachments in front of the nerves.
E majorment es dislocat e defora eyssit a las partidas dejos deves le titillic, e majorment en aquels dels quals las carns son paucas, leugierament es dislocat; mays en aquels en les quals so motas carns, es eyssit fora am dificultat.	 And especially if it is dislocated and has exited from the joints, you should tickle it, especially in those [joints] where there are few fleshy parts; it is easily dislocated. But in those [joints] where there are many fleshy parts, it exits with difficulty.
E fort leu accideys ad alcus homes percussio o cazement, e le muscle de lu es apostemat de apostema caut, e es cujat per aquo que ja sia dislocat.	 "And if a strong blow or fall occurs to some men, and the muscle of them becomes swollen with an acute inflammation, it is believed that this is due to a dislocation.
Adonc cove que tu sproes aquo entro que estias sobre-sertetut de lu, e lahoras procesiscas en la curacio de lu.	 "Therefore, it is necessary for you to be sure about this before you proceed with the treatment of him.
