Ayssi comensan las paraulas de Albucasim .	 Here begins the words of Al-Bukhari.
E la operacio en aquela, quan la fractura es ses plagua, es que tu fassas esser present dos ministres, per so que la un tengua le adjutori e siegua la furcula trencada, e l’autre extenda le col ves aquela partida.	 "And the operation in such a case, when the fracture is without a wound, is that you have two assistants present so that one holds and follows the broken collarbone, and the other stretches the neck towards that end.
E aprop enguala la fractura am les tieus ditz entro que sia fayta la forma de lu segon que cove, e no sia en lu eminencia pauca ni concavitat.	 And now approach to bandage the fracture with the above-mentioned splints so that it is molded according to its proper shape and has neither a prominent area nor a hollow.
E si indigeysses mes de extencio, lahoras cove que pauses dejos le titillic del malaute spera de drap o de lana, e sia la grandesa de lu segon la quantitat de la tua necessitat; e exten e eleva la furcula e coarta la spera am la tua ma entro que enguales la frectura segon que cove.	 And if you need more extension, then place a pillow or wool pad under the patient's head, and let its size be according to your necessity; and stretch and raise the furculum, and shorten the pillow with your hand until you bandage the fracture as needed.
E si no podes atirar la extremitat de la furcula a las partidas defora, per so quar es pervenguda al preon, lahoras cove que·l malaute sia ressupinat sobre la sua cervitz, e pauses sobre le muscle de lu un coyssi migier en grandeza.	 And if you cannot pull the end of the furculum to the sides outside, because it has come to the throat, then it is necessary that the patient be placed supine on his back, and place a medium-sized cushion on his chest muscles.
E le ministre prema le muscle de lu a las partidas dejos entro que l’os de la furcula sia elevat que es en le preon en sus, e lahoras tu rectifique la fractura e enguala aquela am les tieus ditz.	 And the assistant presses the patient's chest muscles to the sides until the bone of the furculum is raised and comes out of the throat, and then you correct the fracture and bandage it with the above-mentioned splints.
Mays si sentes satagias de la furcula e so maugudas, lahoras cove que fendes sobre aquela e extraguas aquelas satagias am facilitat.	 But if you feel splinters of the furculum and they are unpleasant, then it is necessary to cut into that area and remove those splinters with ease.
E si es retenguda en le os, lahoras tu ingenia inscisio de lu am un dels inscissoris les quals has apparelhatz ad aquo, pus que havias pausat dejos la furcula le sturment que serve le ciphac; e es sturment de fust o de ferr del qual aquesta es la forma de lu:	 And if it is retained in the bone, then you should make an incision with one of the scalpels that you have prepared for this purpose, since you had placed under the furculum the instrument that serves as a knife; and this tool is made of wood or iron, and its shape is like this:
E es semblant a culier del qual aquesta es la concavitat; e sia la sua latitut segon aquo que has necessitat de lu, segon la grandeza del os o la pauqueza de lu.	 And it should be similar to the hollow of which this is the convexity; and its size should be according to your need for it, whether the bone is large or small.
Mays la longitut de lu sia segon que es a tu possible a la operacio; que haja doas extremitatz ayssi cum vezes, e la una extremitat sia ample e l’autre streyta.	 But the length of it should be according to what is possible for you during the operation; that it has two ends like this, and one end should be wide and the other narrow.
E si la disrupcio de la plagua la qual has inscidida quan has extraytas la satagia del os es ampla, e yest segur de apostema caut, lahoras tu ajusta las doas labias de la plagua am sutura.	 And if the rupture of the wound that you have cut when you have extracted the arrow from the bone is wide and you are sure there is no abscess, then join the two lips of the wound with stitches.
E si la disrupcio es pauca, o temes apostema caut, lahoras tu uemple la plagua am draps e pulvils segon la quantitat de la scissura de la plagua.	 And if the rupture is small or you fear an abscess, then fill the wound with cloths and dressings according to the size of the wound's cut.
E si accideys apostema caut, lahoras infon drap en vi agre e oli rozat e vi, e pausa sobre aquel.	 And if you detect an abscess, then infuse cloth in vinegar, rose oil, and wine, and place it over the area.
Mays la strictura del os quan es ses plagua e ses seccio, es que pauses emplastre fayt de farina de moli am album de huou, e pausa sobre lu stopa leon, e aprop pausa la spera dejos le titillic de lu, si indigeyssas de aquela, e aprop pren humemate, so es torca la qual teno les Sarrazis , que sia mot longua, e sia latitut de lu de un palm o entorn aquel; e aprop pausa pulvils duplicatz sobre la stopa e l’emplastre; e aprop pren una stela de taula subtil de la qual la latitut d’ela sia de tres ditz e en longitut semblantment; e aprop envolopa aquela en drap, e aprop envolopa aquel drap am la stela en lo loc sobre le loc de la fractura; e aprop pausa humemati ayssi cum es revout, e revol aquela sobre le col de lu e dejos le titillic de lu sa e dejos le titillic de lu malaute, e reduzeys aquela sobre tota partida, e quan vezes que la strictura de la fractura am strictura descent, e es aquo que no es occultat sobre tu.	 But the constriction of the bone when it is without wound and without incision is that you place a plaster made from flour of milled oats mixed with egg white on it, and then place a stopper over it, and also place a sphere under the little finger if you need it, and then take a length of cloth, which is what the Saracens call a long towel, whose length is about a palm or thereabouts; and then place double dressings over the stopper and the plaster; and then take a thin tablecloth whose width is three fingers and its length similarly; and then wrap that cloth around the dressing, and then wrap that wrapped dressing with the tablecloth in the place on the fracture site; and then place humid towels as you see fit, and roll it over his neck and under his little finger, and spread it over the entire area, and whenever the constriction of the fracture decreases with constraint, and this should not be hidden from you.
