Ayssi comensan las paraulas de Albucasim .	Here is the translation of the provided line:
E es que le malaute jagua entre las tuas mas sobre le sieu dos e eleva las cambas de lu entro sus, las coyssas sian enclinadas al ventre de lu, e aprop entromet tenta de plom, o de eram si es en la fistula turtuositat, entro que sapias le loc on perve la tenta.	And it is that the patient lies between your hands on their back and raises their legs upwards, with the thighs inclined towards their abdomen, and then insert a lead probe, or an iron one if it is in a tortuous fistula, to where you know the probe reaches.
E si aquela sent le malaute entorn le cuol, lahora cove que tu entrometas le tieu dit endic en le cuol.	And if the patient feels pain around the neck, then you must insert your index finger into the neck. 
E si sentas en le tieu dit la tenta ja per si meteyssa descuberta penetrar, otra aquo que sentas entre le tieu dit e aquela siphac o carn, lahoras sapias certanament que aquela es penetrant; e adonc no trebalhes en aquela, quar no es en aquela sanacio, ayssi cum havem dit.	And if you feel in your hand the attempt already by itself to penetrate uncovered, or what you feel between your hand and that skin or flesh, then you know certainly that it is penetrating; and then do not work on that, for it is not a healing there, as we have said.
Mays empero diyssero alcus que es sana en alcus homes tart.	However, some say it is healthy in some men later.
E de la medicacio per la qual es sperat juvament en lu es que tu ignes cauteri subtil segon le ample de la fistula, ayssi cum es precedit, e intrometas aquel ignit en la fistula entro que pervengua entorn le cuol; e aprop itera aquel doas o tres vetz entro que sapias que ja son adhustas totas aquelas carns ajustadas fistuladas que so semblantz a cana de pluma de ausel.	And for the treatment by which improvement is hoped in him, you make a fine cautery according to the size of the fistula, as previously mentioned, and insert that ignited cautery into the fistula until it reaches around the neck; then repeat this two or three times until you know that all those fistulized tissues resembling feather quills have adhered together.
E aprop cura aquela am calguas envolopadas en boder entro que en yescan totas aquelas carns que so adhustas, e aprop cura aquela am medicinas la carn engendrantz e consolidantz, e si es sanada, bo es; e sino, lahoras no es sana en degun temps per autra curacio.	Then treat it with warm poultices wrapped in cloth until all the adhered tissues come out, and then treat it with medicines that generate and consolidate flesh. If it is healed, that is good; if not, it will never be cured by any other treatment.
E si la tenta intra, e no penetra entro·l tieu dit le qual es en le cul, e entre aquel e la tenta que es velament spes de carn o de ciphac, e vezes la fistula en aquo que siec la superficia de la codena, lahoras secca la codena del comensament de la fistula, e tu ve seccan am la tenta, e sia en la fistula entro que la seccio pervengua al loc en le qual perve la extremitat de la tenta, e per la tenta es liberat e catz.	And if you insert a probe inside, and it does not penetrate into your finger which is in the anus, and between that finger and the probe, there is a layer of flesh or membrane, and twist the fistula so that it aligns with the surface of the cord. Then dry the cord from the beginning of the fistula, and you will see it drying with the probe, and place the probe inside until the drying reaches the point where the tip of the probe comes out, and through the probe, it is released and cut.
E aprop mundifiqua aquelas carns fistuladas las quals so asembladas a canula de pena de ausel e no romangua de aquelas alcuna causa.	And then clean those fistulated flesh which resembles a bird feather quill tube and do not break any of them for any reason.
Mays si flux de sanc vezes que vengua entre tu e la tua opperacio quan ensideysses aquelas carns, lahoras le milh que sia e del pus leugier instrument es cauterizar am foc o am medicina acuta, quar cauteri am foc ajusta bonas doas habitutz: so es adhustio de aquelas carns ajustadas, e abscizio del sanc exseccacio de las humiditatz.	And if a flow of blood should come between you and your operation when you are cutting those flesh areas, then the best thing to do is use the lightest instrument for cauterization with fire or sharp medicine, because cautery with fire brings about two good effects: it ensures the adhesion of those pieces of flesh that have been brought together, and it stops the bleeding through the drying of the moistures.
E aprop cura aquela am calguas envolopadas en boder o en caus trissat entro que·l loc geta brac, e aprop lahoras cura la plagua am enguentz carn dura engendran e consolidan.	And then treat that area with cloths wrapped in fat or in finely ground herbs placed within the affected spot on the arm, and then treat the wound with ointments made from hardening and strengthening flesh. 
E so medicinas en las quals so stipticitat e exseccio; quan lahoras es restaurada ja es sanada e no temes iteracio.	And with medicines that have astringent and drying properties; when these are restored, the ailment is healed and there's no fear of recurrence.
Mays si la fistula ja perve entro al preon del cul e es elonguada de lu superficia del cos, lahoras entromet le tieu dit en le cul e inquireys am aquel.	And if the fistula has already penetrated into the rectal area and extends from the surface of the body, then insert your finger into the anus and investigate with it.
E donc si centes la tenta e entre tu e ela es velament de ciphac o de carn, e es propda a la penetracio, lahora no es operacio en lu sino segon via di fiducia e de speransa.	And thus if you feel resistance and between you and it there is a membrane of tissue or flesh, and it impedes penetration, then it is not an operation on it except by way of trust and hope.
La qual causa es aministrar en lu una de tres manieyras: o que cauterize aquela ayssi cum havem dit; o que secces aquela entro que consieguas la conquavitat de lu per que sia a tu possible entrometre las qualcas e la curacio propdana; e no procesiscas mot am seccio per so que no inscidas le lacert contenent le cuol, e que accidisque sobre le malaute eyssiment de la egistio ses voluntat; e aprop cura aquel am aquo que havem dit quar fort leu sira sanat; o que elongues aquel velament e mondes aquel pus que seccas aquel entro prop le cul, ayssi cum havem dit, o am tenta o am autre instrument de aguda extremitat, e aprop mondifique aquelas carns fistuladas las quals so en la seccio entro la on podes am percrustacio; e aprop esforsa te a far la restauracio de tota la plagua am seccio, e si le orrifici pus desus no es consolidat, e romangua la fistula uberta en la partida del cul, e sira pus leugier per le malaute.	The treatment can be administered in one of three ways: either cauterize it as we have said; or dry out that area until you achieve the cavity so that you can insert instruments and proceed with the cure; do not cut excessively to avoid piercing the duct containing pus, and apply without causing harm to the patient’s will; then treat it with what we have mentioned for a full recovery; or extend that membrane and clean the pus by drying out the area near the anus as previously stated, using your hand or another sharp instrument, and then cleanse those fistula-infected tissues within the cut area through percussion; finally, strive to restore the entire wound by cutting, and if the opening above is not consolidated and the fistula remains open in part of the anus, the pus will flow lightly from the patient.
