Ayssi comensan las paraulas de Albucasim .	And here is the translation of the given line:
E si tu non conpleysses la inscizio de aquo que cove inscidir per la inquietut del malaute, e per flux de sanc, lahoras cove que huemplas la plagua de coto submergit en enguent corrosiu e layssa aquel entro que aquo corroda que es romas de la grayssa, e aprop cura aquel entro que sia sanat.	And if you do not complete the incision of what needs to be cut due to the patient's restlessness and blood flow, then you must fill the wound with a cloth soaked in corrosive ointment and leave it there until it corrodes the fat that is inflamed, and then treat it so that it may heal.
Capitol .xlviii.	It appears you've provided a section marker, "Capitul .xlviii.", which in English would be translated as "Chapter XLVIII." This likely indicates the start of Chapter Forty-Eight in a text or document. If you need further translation or have more content from this chapter that requires assistance, please provide it!
De perforacio de apostemas que veno dejos le titillic.	This phrase appears to be in an archaic form of Latin or a related medieval language. Here is the translation into English:
Aquetz apostemas que veno dejos le titillic so de las specias de scrophulas, durs, las quals conte una pel que es sac.	These swellings that come from a kind of scrofula, which are hard and contain a sac-like membrane.
E de aquelas so alcunas que conteno humiditatz; e aquelas que conteno humiditatz cove que sian inscididas am seccio lunar segon aquesta figura: de la linha de .G. a la linha de .B. E cum es tot evacuat aquo que es en le apostema de la sania, lahoras tu le comple de coto viel e leysa le entro al autra dia.	And of those that contain humidity; and those that contain humidity must be incised with a lunar section according to this figure: from the line G to the line B. And when all is evacuated which is in the abscess of the pus, then you fill it with old wool and clean the inside on the other day.
E aprop le coto sia ostat e sia curat am enguent convenient ad aquo, entro que sia sanat.	And then the cut should be closed and treated with an appropriate ointment until it heals.
E si le apostema de las specias dels nodes es, e de las scrophulas, lahoras tu scindeys sobre aquel ayssi cum havem dit en la seccio sobre las scrophulas engualment.	And if the abscess is from the glands of the nodes and the scrophulas, then you should incise it in the same way as we have described in the section on scrophulas.
May si la plagua es extenduda en aysso que yesca poyredura, lahoras administra en lu cauteri segon que en aquo havem denant dit.	And if the plague has spread to the point of putrefaction, then apply a cautery as we have previously described.
Capitol .xlix.	Chapter XLIX.
De seccio de apostemas que accideysso per arceria o per vena.	On the section of abscesses that occur due to arteries or veins.
Quan arceria es rompuda, e la codena es consolidada la qual es sobre aquela, lahoras motas veguadas accideys apostema E les senhals per les quals es conoguda que imflamacio e apostema sian per la arteria o per vena: quar quan apostema es per arceria es lonc agreguat en le preon del cors; e que quan inpelleysses le apostema am les tieus ditz, sentes en lu quays sia stridor.	When an artery is ruptured, and the chain that is above it becomes solidified, then speckled abscesses may occur. The signs by which it is known that inflammation and abscess are due to an artery or a vein: for when the abscess is due to an artery, it forms a long aggregation in the area of the body; and when you press the abscess with your fingers, you feel a rustling sound within it.
E aquel que es per vena es redon al manifest del cors.	And that which is due to veins appears round on the surface of the body.
E seccio sobre aquest apostema es error, e majorment en aquel que es dejos las aysselhas, e en les angonars, e en le col, e en motz locs del cors; e es mot gran, donc cove que la sua curacio am ferr sia esquivada, e aquel que es en las extramitatz, o al cap, cove que sia evitat.	And to incise on this swelling is an error, and especially so in those areas near the joints, and in the knees, and in the neck, and in many parts of the body; and it is large, therefore its treatment with iron should be avoided, and that which is in the extremities or head should also be avoided.
Mays sobre aquel que es de lor per imflacio de l’orrifici de la arceria, scindeys en la codena seccio en le lonc; e aprop huebre la seccio am uncis e aprop la arceria, e deliura de las tunicas entro que sia descuberta.	And for that which is caused by the inflammation of the artery orifice, make a longitudinal incision along the cord; then widen the incision with forceps and approach the artery, and free it from the tunics so that it is exposed.
E aprop met sobre aquel agulha e fay aquela penetrar entro al autre latz, e estrenh la arceria am fiel doble en dos locs, — la qual causa yeu a tu eyssenhegui en extraccio de doas arcerias les quals so en les templars.	And then place the needle and make it penetrate to the other side, and tie the artery with double thread in two places — this method is useful for you to learn in the extraction of two arteries which are in the temples.
E aprop punh le loc le qual es entre dos liamentz am spatum entro que yesca le sanc tot que es en lu, e sia dissolvut le apostema.	And then separate the area between two ligaments with a spatula until all the blood that is in it has come out, and the swelling is thus dissolved.
E aprop administra curacio en la qual es engendrat poyre entro que caian les liamentz; e aprop cura aquel am enguentz convenientz ad aquo entro que sia sanat.	And then administer treatment in which pus is generated where the ligaments are inflamed; and then treat it with appropriate ointments until it is healed.
E si es apostema per seccio de vena, lahoras cove que tu tenguas am la tua ma aquo que es a tu possible del apostema am la codena, e aprop intromet la agulha dejos le loc le qual tu has tengut dejos la tua ma, e fay aquela penetrar; e sia en aquela fil doble entro que tu extraguas aquel del autre latz, e aprop ligua le apostema am bo liament segon que yeu he dit a tu en le liament de uva4 de doas partz am doas extremitatz del fil.	And if the abscess is due to vein constriction, then you must hold with your hand as much of the abscess as possible with a ligature, and then insert the needle into the place where you have held with your hand; make it penetrate; and use that double thread until you pull it out from the other side, and then tie off the abscess with a strong bandage as I have said to you in the vein binding of both sides with both ends of the thread.
Mays si temes que extraguam le fil, lahoras entromet le fiel am aquela agula dejos tot le apostema deves la inscizio de la agulha primieyra, e strenh les tieus fiels en quatre locs.	And if you fear that the thread might be pulled out, then insert the thread with that needle throughout the abscess leaving the tip of the needle first, and secure the threads at four places.
