Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucaсим.
E la manieyra de strenher aquela es que pauses emplastre sobre la fractura, e aprop pausa envolopament de drap nau sobre le emplastre; e aprop ajuste le bras sobre aquel adjutori, e pause la sua ma uberta sobre le sieu muscle.	And the method to strengthen that area is to place a plaster over the fracture, then put a wrapping of clean cloth over the plaster; then adjust the arm with the help of a support, and place your open hand over the muscle.
E pausa le drap e strenh sobre le adjutori le bras per so que·l bras sia en loc de stelhas, si no prohibeys de aquo alcuna causa del os trencat.	And wrap the cloth and strengthen the arm with the support so that the arm is in a stable position, unless any cause from the broken bone prohibits this.
E lahoras usa de stelhas.	And now use plasters.
E es que pauses sobre la fractura aquela stela que sia pus lada e pus fort de las autras stelas; e pausa entre quascuna stela la latitut del dit, e sia la longitut de las stelas segon la trencadura am addicio de tres ditz de tota partida.	And it is that you place over the fracture a splint that is more sideways and stronger than the other splints; and place between each splint the width of a finger, and let the length of the splints be according to the break with an addition of three fingers on all sides.
E aprop strenh sobre las stelas am la strictura la qual he dita al comensament del capitol.	Then strengthen over the splints with the binding that I mentioned at the beginning of the chapter.
E es que la tua strictura sobre le loc de la fractura sia pus streyt.	And it is that your binding over the site of the fracture should be tighter.
E quant pus es alonguada la fractura sia la strictura menor.	And when the fracture has been lengthened, the binding should be looser.
E donc si vezes le situament de las stelas e la strictura ayssi cum havem dit en la hora en la qual restauras le membre al sieu assituament, lahoras tu fay.	And thus change the position of the splints and the binding as we have said at the time when you restore the member to its proper position, then you do so.
E si temes apostema caut, lahoras tu layssa la strictura e las stelas entro al dia vii ayssi cum havem dit.	And if you fear an abscess may form, then loosen the binding and the splints until the seventh day as we have said.
E aprop considera le liament en totas partidas per tres dias per so que no accida en le loc pruziment o imflacio; o es prohibida la vianda pervenir al membre per disposicio de superfluitat de strictura; e donc rectifiqua tot aquo segon que havem dit.	Then examine the limb in all parts for three days so that no pus or inflammation may occur at the site; it is forbidden for food to reach the member due to the excess of binding; therefore, correct all of this as we have said.
Mays si tu yest sobre confizanssa que no accida alcuna causa de aquo, lahoras no deslias la liguadura sino aprop tres dias o mays.	But if you are confident that there is no cause for this, then do not remove the bandage until three days or more.
E sia la sua dormicio del malaute sobre le sieu dos, e las sieuas mas sian sobre le stomac.	And let the patient's sleep be on their back, and their hands should be on their stomach.
E pausa sobre le adjutori cocena plena de lana engualment, e considera en tota hora de la nueyt o del dia que no sia deliada ni dissolta la figura del membre trencat, o que sia le liament mollificat, donc rectifica aquo tot am la tua vertut.	And place over the splint a pad full of wool evenly, and ensure at all times, whether night or day, that the shape of the broken limb is not loosened or dissolved, or that the binding becomes loose; therefore, correct this entirely with your skill.
E pausa la vianda del malaute segon le orde le qual havem denant mes, enayssi que la vianda sia subtil en le comensament entro que es comensat strenher; e lahoras cove que egrossas la vianda de lu.	And give food to the patient according to the order we mentioned before, such that the food is light at the beginning while strength is being built; and then it is necessary to make the food more substantial for them.
Quar de constuma del adjutori e de la camba de lu es que sian strengutz en xl dias; e lahoras cove que sian desliatz e sia administrat banh e sia medicat am enguentz los quals rectifican aquel.	For it is customary that the splint and the bandage are kept tight for forty days; and then they must be loosened, and a bath should be administered and treated with ointments that correct that condition.
E si la fractura es layha atrita, lahoras tu no deslies de aquela le liament e las stelhas entro a l dias o entro a dos meses.	And if the fracture is rough and grinding, then you should not loosen the binding and the splints until forty days or even two months.
Capitol .xii.	Capitol .xii.
De restauracio de fractura del bras.	For the restoration of a fractured arm.
Bras es compost de dos osses les quals so appelatz dos focils; dels quals la un es petit, e es aquel que siec le dit pous, e l’autre es gran e es aquel le qual es pausat dejos le petit dit, de la partida pus dejus.	Here is the translation of the given sentence:
E fort leu es trencat le focil major solament, o le petit, e fort leu son trincatz ensemps.	And often the larger bone is broken alone, or the smaller one, and often they are both broken together.
E quan es trencat le focil petit desus, lahoras la restauracio de lu es leugiera, e la sanacio de lu es pus leugiera.	And when the smaller bone above is broken, then the restoration of it is easy, and the healing of it is even easier.
E quan es trencat le focil de lu dejos la fractura de lu es mala, e la sanacio de lu es dificil.	And when the bone is broken below, then the fracture is bad, and the healing of it is difficult.
E pus mala de aquela es quan son trencatz dos osses essemps.	And worse than that is when two bones are broken together.
Donc si l’os le qual es trencat es le focil petit desus, lahoras es convenient al metge, deves la restauracio de lu, que pauze petita extencio am facilitat entro que aquel sia engualhat.	Therefore, if the broken bone is the smaller bone above, then it is appropriate for the doctor to restore it with slight extension easily until it is aligned.
Mays si le focil gran es aquo que es trincat, lahoras cove que pause extencio pus vehement.	But if the larger bone is the one that is broken, then it is necessary to apply more forceful extension.
