Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucaçim.
E la reduccio de lu es que·l ministre eleva la ma de lu a las partidas desus; e aprop pause les tieus pouses dejos le titillic de lu, e eleva la junctura am fortaleza en sus al sieu loc, e·l ministre eleva la ma de lu, e extenda aquela en sus; e aprop pausa aquela dejos quar ela retorna leugierament.	And the reduction is that the minister lifts the patient's hand to parts above; and then places their own hands under the dislocated part, and raises the joint forcefully back into its place, and the minister lifts the patient's limb, extends it outwards; and then holds it so that it returns gently.
Mays si per aquo que havem dit no retorna, e so del comensament que accidic la dislocacio, motz dias, lahoras cove que·l malaute sia banhat en aygua cauda e sia aministrada enbrocacio que mollifique e liniesca ayssi cum si so coytz razitz de altea, e fenugrec, e melillot en aygua, e sia administrada.	And if what we have said does not bring it back to its original position where the dislocation occurred within a few days, then the patient should be bathed in warm water and given a decoction that softens and loosens as if it were cooked with rye, fenugreek, and honey in water, which should be administered.
E aprop le malaute sia ressupinat sobre le sieu dos e sia pausat dejos le titillic de lu espera de lana que sia engual entre levitat e strictura, e aprop le metge pause le sieu talo sobre la spera, e eleva le cap del muscle am vertut, e atire la ma del malaute per que no sia mauguda a las partidas dejos, e autre ministre tengua le cap del malaute, que no sia maugut a las partidas dejos, quar aquela tantost retorna al sieu loc.	And then the patient should be laid on their back and something soft yet firm, like wool, should be placed under the dislocated area. Then the doctor places their foot on the sphere (likely referring to a tool or method used in realignment), and raises the head of the muscle with force, while pulling the patient's limb so that it does not remain twisted at the joint; another assistant holds the patient’s head so that it is not strained at the joints, because it will soon return to its proper place.
E si voles, reduzeys aquel segon aquesta manieyra: e es que tu fassas esser prezent un home le qual sia pus lonc que·l malaute, e estia de la part de aquel latz, e entrometa le sieu muscle dejos le titillic del malaute e eleve le titillic de lu a las partidas desus entro que·l malaute sia suspendut en ayre, e autre ministre tire la ma del malaute de las partidas dejos del sieu ventre.	And if you wish, return that hernia in this manner: and it is that you have present a man who is taller than the patient, and he stands on the side of that area, and interposes his muscle under the swelling of the patient and lifts the swelling up between which the patient is suspended in air, and another minister pulls the hand of the patient from the areas below his belly.
Mays si le malaute es leugier, lahoras cove que am lu que autre causa sia suspenduda, per so que grave aquel, quar la dislocacio retorna tantost.	But if the patient is light, then it is necessary to have them suspended by another cause, so that they are lowered, for the dislocation returns quickly.
E es reduzit eysament segon autra manieyra: e es que sia ficat en terra un fust lonc le cap del qual sia redon de figura, ayssi cum pilo de mortier, que no sia gros ni subtil, e aprop sia pausat dejos le malaute; pus que so pausatz sobre·l cap del fust draps leons, e·l malaute sia stant segon la longitut del fust, e aprop sia extenduda la ma de lu a las partidas dejos del autra part; e sia extendut le cos de lu del autre part am fortaleza, quar la junctura retorna al sieu loc am velocitat.	And it is reduced according to another method: and that is that a long stick should be fixed in the ground with its head rounded in shape, like a mortar pestle, neither too thick nor too thin, and then the patient should be placed upon it; once positioned on top of the stick's head, lioncloths (or strong linen) are laid down, and the patient stands along the length of the stick, and then their arm is extended to one side; and their body is stretched out firmly from the other side because the joint returns to its place quickly.
E si es dificil reduccio de lu per totas las causas que havem ditas, lahoras usa de aquesta cura: e es que tu prenguas un fust la quantitat del qual sia en le lonc de dos brasses, e latitut de aquel sia de quatre ditz, e la grossetut de lu sia aleujat en le preon del tittilic segon aquesta forma:	And if it is difficult to reduce it due to all the causes we have mentioned, then use this treatment: and that is that you take a stick whose length should be two arms' spans, its width should be four fingers, and its thickness should be light at the tip following this form:
E aprop sobre le cap redon sian liatz drap leons per so que·l fust no ledesca le malaute.	And then on the rounded head, place strong linen cloths so that the stick does not hurt the patient.
E aprop sia pausat dejos le titillic del malaute, e sia extenduda la ma o le bras sobre·l fust entro a las partidas dejos, e sia liat le fust sobre le adjutori e le bras e la extremitat de la ma.	And then the patient's limb should be placed on top of the tip, and their arm or hand should be extended along the stick towards the opposite side, and the stick should be bound around the helper, the arm, and the extremity of the hand.
Aprop sia pausat le bras sobre un scalo de scala segon la latitut, e la ma sia extenduda a las partidas dejos, e l’autre cos sia suspendut de l’autre part, quar la junctura intra tantost.	And place the arm on a step of a ladder according to its latitude, and the hand should be extended towards the parts below it, and the other body part should be suspended from the other side, for the joint will soon enter into place.
E cum le intrament de lu es complit segon quascuna maniera que es a tu possibla, e lahoras cove que tu pauses dejos le titillic spera de lana de engual quantitat; e aprop pauza emplastre perparat de polvera de moli am enses e album de huou sobre tot le muscle, ayssi quo es revolvut desus, e aprop strenh dejos le titillic am strictura decent; e le liament sia revolvut sobre le emplastre, e la ma de lu sia annectida al col de lu, e sia leyssat, e no sia mauguda la ma de lu per vii dias.	And when the treatment of him is completed according to whichever way that is possible for you, and then it is necessary to place a strip of wool of equal thickness; and then apply a plaster prepared from ground alum with needles and egg white over all the muscle, so that it covers above, and then secure the strip with proper binding; and the bandage should be wrapped around the plaster, and his hand should be attached to his neck, and it should be left alone, and his hand should not be moved for seven days.
