Ayssi comensan las paraulas de Albucasim .	Here is the translation of the given line:
E es que la tua strictura sobre le loc de la fractura sia pus streyt.	And it is that your binding over the site of the fracture should be tighter.
E quant pus es alonguada la fractura sia la strictura menor.	And when the fracture is more extended, the binding should be looser.
E donc si vezes le situament de las stelas e la strictura ayssi cum havem dit en la hora en la qual restauras le membre al sieu assituament, lahoras tu fay.	And thus you should adjust the position of the splints and the binding as we have said at the time when you restore the limb to its proper position, that is what you do.
E si temes apostema caut, lahoras tu layssa la strictura e las stelas entro al dia vii ayssi cum havem dit.	And if you fear an abscess may form, then you should loosen the binding and the splints until the seventh day as we have said.
E aprop considera le liament en totas partidas per tres dias per so que no accida en le loc pruziment o imflacio; o es prohibida la vianda pervenir al membre per disposicio de superfluitat de strictura; e donc rectifiqua tot aquo segon que havem dit.	Then examine the limb in all parts for three days so that no pus or inflammation occurs in the area; and ensure that the food supply does not reach the limb due to excessive tightness of the binding; thus, correct everything according to what we have said.
Mays si tu yest sobre confizanssa que no accida alcuna causa de aquo, lahoras no deslias la liguadura sino aprop tres dias o mays.	But if you are confident that there is no cause for this, then do not remove the bandage until three days or more.
E sia la sua dormicio del malaute sobre le sieu dos, e las sieuas mas sian sobre le stomac.	And let the patient's body lie on their back, and their hands be placed on their stomach.
E pausa sobre le adjutori cocena plena de lana engualment, e considera en tota hora de la nueyt o del dia que no sia deliada ni dissolta la figura del membre trencat, o que sia le liament mollificat, donc rectifica aquo tot am la tua vertut.	And place over the splint a pad full of wool equally, and ensure at all times, whether night or day, that the shape of the broken limb is not loose nor dissolved, or that the bandage becomes loose; therefore, correct this entirely with your skill.
E pausa la vianda del malaute segon le orde le qual havem denant mes, enayssi que la vianda sia subtil en le comensament entro que es comensat strenher; e lahoras cove que egrossas la vianda de lu.	And give the patient food according to the order we mentioned before, such that the food is light at the beginning until it starts to strengthen; and then you must gradually make the food more substantial for them.
Quar de constuma del adjutori e de la camba de lu es que sian strengutz en xl dias; e lahoras cove que sian desliatz e sia administrat banh e sia medicat am enguentz los quals rectifican aquel.	For it is customary that the splint and the bandage are kept tight for forty days; and after this period, they must be loosened, and a bath should be administered and treated with ointments that correct those issues.
E si la fractura es layha atrita, lahoras tu no deslies de aquela le liament e las stelhas entro a l dias o entro a dos meses.	And if the fracture is a complicated one, then you should not remove the bandage and the splints until forty days or up to two months.
Capitol .xii.	The given text appears to be in an archaic or constructed Romance language with influences from Latin, Italian, Spanish, and French. Here is the translation of the provided line:
De restauracio de fractura del bras.	For the restoration of a fractured arm.
Bras es compost de dos osses les quals so appelatz dos focils; dels quals la un es petit, e es aquel que siec le dit pous, e l’autre es gran e es aquel le qual es pausat dejos le petit dit, de la partida pus dejus.	Here is the translation of the provided sentence:
E fort leu es trencat le focil major solament, o le petit, e fort leu son trincatz ensemps.	And often the larger bone is broken alone, or the smaller one, and often both are broken together.
E quan es trencat le focil petit desus, lahoras la restauracio de lu es leugiera, e la sanacio de lu es pus leugiera.	And when the smaller bone above is broken, then its restoration is easy, and its healing is even easier.
E quan es trencat le focil de lu dejos la fractura de lu es mala, e la sanacio de lu es dificil.	And when the lower bone is broken, then the fracture is bad, and its healing is difficult.
E pus mala de aquela es quan son trencatz dos osses essemps.	And worse than that is when two bones are broken together.
Donc si l’os le qual es trencat es le focil petit desus, lahoras es convenient al metge, deves la restauracio de lu, que pauze petita extencio am facilitat entro que aquel sia engualhat.	Therefore, if the broken bone is the upper small one, then it is appropriate for the doctor to restore it with slight extension easily until it is aligned.
Mays si le focil gran es aquo que es trincat, lahoras cove que pause extencio pus vehement.	But if the large bone is the one that is broken, then it is necessary to apply more forceful extension.
E si les dos focils so ensemps trincatz, lahoras cove que tu pauses la extritura mot pus fort.	And if both bones are broken together, then you must apply even more forceful traction.
E cove que pauses la figura de la ma deves la restauracio de lu e la extencio de lu estenduda sobre un coyssi, e sia le pols de la ma a las partidas desus, pus aut que totz les autres ditz, e le dit auricular sia pus bas dels autres ditz, e le malaute sia cezent sobre una cezela cayrada.	And you must position your hand appropriately for its restoration with the extension stretched over a cushion, and place your wrist above the parts, more so than all other fingers, and the little finger should be lower than the others, and the patient should sit on a lowered chair.
E sia un coyssi denant lu en la altetut o endreyt de lu, per so que·l malaute no encorra trebalh.	And place a cushion in front of him at his height or straight ahead, so that the patient does not move around.
E aprop le ministre extenda le bras de la partida pus dejos am la sieua ma o am liament, e autre ministre extenda desus semblantment.	Then the minister extends the arm of the patient using his hand or with bandages, and another minister extends it similarly. 
