Ayssi comensan las paraulas de Albucasim .	Here is the translation of the provided line:
E si extimas que ja es alterada la figura en alcuna manieyra, lahoras tu te coyta e deslia aquel al tertz dia; e aprop rectifica aquo que ja es alterat de lu e emplaustra aquel am polvera de moli, am album de huou, o am farina de cisami, pus que tu auras ostat le cerot de lu, e pausa sobre le emplastra lana leon.	And if you suspect that the shape has already been altered in some way, then on the third day, you should be cautious and loosen it; then correct what has already been altered and apply a plaster made with ground meal, egg white, or hemp flour, after you have removed the cerot from it, and place wool over the plaster.
E adonc cum sta annex e ajustat aquel emplastre sobre lu, e la disposicio del os no es alterada, layssa aquel, que no le deslies entro que sia sanat e strenh la fractura; quar motas veguadas aquesta fractura es streyta en tres sempmanas.	And then, as it is attached and adjusted that plaster on him, and the position of the bone is not altered, leave it like this, do not remove it until it is healed and the fracture has strengthened; for often this fracture heals in about three weeks.
E si autra veguada accida apostema caut, lahoras administra aquo que havem dit motas veguadas en la sedacio de lu entro que sia sanat, e sia remaugut aquel apostema.	And if another abscess occurs in the same area, then administer what we have said multiple times during the patient’s treatment until it is healed, and let that abscess be treated accordingly.
E si la fractura es am plagua, lahoras considera si es pessa del os separada o satagias, lahoras tu te subtilia que ostes aquelas satagias am aquo que conveneys ad aquo en la remocio de aquelas dels sturmentz.	And if the fracture is accompanied by a wound, then consider whether it is a fragment of bone that is separated or splinters, then you must be subtle in removing those splinters with what is appropriate for that purpose in the removal of those fragments.
E si le orrifici de la plagua es streyt, lahoras tu le amplifique am le fleubotomi segon la quantitat de la tua necessitat.	And if the opening of the wound is narrow, then you should enlarge it with trephination according to your need.
E aprop quan tu auras ostat aquelas satagias, e de aquelas no sira remaugut re, lahoras tu cos le orrifici de la plagua si es ampla; e sino, pausa sobre aquela un dels emplaustres que conveneysso ad aquo e encarnan aquela, entro que sia sanada.	Then when you have performed those procedures, and no pus comes out of them, then sew up the wound opening if it is large; and if not, apply one of the plasters suitable for this purpose to heal that area until it is healed.
Capitol .v.	Chapter 5.
De restauracio de la furcula quan es trinquada.	On the restoration of the collarbone when it is fractured.
Motas veguadas es trencada la furcula de la partida denant deves le muscle, e aquela fractura es fayta en una de tres manieyras.	Often the collarbone is broken in front of the muscle, and this fracture can occur in one of three ways.
Quar o es trencada, o seperada, o es seperada en doas partz otra que no accidan satagias; e es leugier a la restauracio de lu; o es ayssi que accideysso en lu satagias, e es dificil a restauracio de lu; o es ayssi que la fractura es am plagua.	For it is either broken, separated, or divided into two parts without any complications; and its restoration is easy. Or it may be such that there are complications, making its restoration difficult. Or it may be such that the fracture is accompanied by a wound.
E la operacio en aquela, quan la fractura es ses plagua, es que tu fassas esser present dos ministres, per so que la un tengua le adjutori e siegua la furcula trencada, e l’autre extenda le col ves aquela partida.	And the procedure in this case, when the fracture is accompanied by a wound, is that you should have two assistants present, so that one holds the splint and follows the broken collarbone, and the other extends the shoulder to that part.
E aprop enguala la fractura am les tieus ditz entro que sia fayta la forma de lu segon que cove, e no sia en lu eminencia pauca ni concavitat.	And then align the fracture with your fingers in such a way that it takes the desired shape, and there should be neither slight prominence nor depression.
E si indigeysses mes de extencio, lahoras cove que pauses dejos le titillic del malaute spera de drap o de lana, e sia la grandesa de lu segon la quantitat de la tua necessitat; e exten e eleva la furcula e coarta la spera am la tua ma entro que enguales la frectura segon que cove.	And if you need more extension, then it is necessary to place a roll under the patient's limb wrapped in cloth or wool, and its size should be according to your requirement; extend and lift the fork and compress the roll with your hand until you align the fracture as desired.
E si no podes atirar la extremitat de la furcula a las partidas defora, per so quar es pervenguda al preon, lahoras cove que·l malaute sia ressupinat sobre la sua cervitz, e pauses sobre le muscle de lu un coyssi migier en grandeza.	And if you cannot pull the end of the fork to the outer parts because it has reached the elbow, then the patient must be laid on their back, and place a cushion of moderate size over the muscle.
E le ministre prema le muscle de lu a las partidas dejos entro que l’os de la furcula sia elevat que es en le preon en sus, e lahoras tu rectifique la fractura e enguala aquela am les tieus ditz.	And the attendant should press on the muscle below so that the bone of the fork is lifted towards the elbow, and then you should correct the fracture and align it with your fingers.
Mays si sentes satagias de la furcula e so maugudas, lahoras cove que fendes sobre aquela e extraguas aquelas satagias am facilitat.	But if you feel splinters of the fork and they are causing harm, then you must cut into that area and remove those splinters with ease.
E si es retenguda en le os, lahoras tu ingenia inscisio de lu am un dels inscissoris les quals has apparelhatz ad aquo, pus que havias pausat dejos la furcula le sturment que serve le ciphac; e es sturment de fust o de ferr del qual aquesta es la forma de lu:	And if it is retained in the bone, then you devise an incision with one of the incisors which you have prepared for this, since you have placed the forked stirrup that serves as a clamp; and the stirrup is made of wood or iron, and this is its form:
