Praefatio.	Foreword.
Et fortasse accidit quibusdam hominibus percussio, aut casus, et apostematur Humerus apostemate calido, et putatur propter illud, quia iam dislocatus est.	And perhaps it happens to some men that they receive a blow or a fall, and the shoulder becomes inflamed with a hot abscess, and is thought to be because of that, since it was already dislocated.
Oportet ergo, ut experiaris illud, donec stes super certitudinem eius, et tunc procedas in curatione eius.	Therefore, you should experience that, until you stand on certain knowledge of it, and then proceed to its cure.
Et cognoscitur dislocatio, quando est ad inferiora uersus titillicum: et distinguas inter Humerum dislocatum, et humerum sanum.	And the dislocation is recognized when it is towards the buttock: and you distinguish between a dislocated shoulder and a healthy one.
Nam tu inuenis inter eos diuersitatem manifestam, et inuenis in capite Humeri concauitatem, et sub titillico apud tactum caput humeri quasi ipsum sit ouum: et non potest infirmus reducere manum ad aurem suam, neque mouere eam omnibus motibus.	For you find a clear difference between them, and you find a concavity at the head of the shoulder, and under the buttock upon touch, as if it were a void: and the weak one cannot bring his hand to his ear, nor move it with all its motions.
Et similiter, si dislocatur uersus pectus, aut ad sursum: tunc inuenis manifestum tactum, neque occultatur.	And similarly, if it is dislocated towards the chest or upwards: then you find a clear touch, and it does not hide.
Et huius quidem dislocationis fit facilis reductio, quando est recens, aut infirmus est puer.	And indeed the reduction of this dislocation is easy, when it is recent, or the patient is a weak boy.
Et reductio eius est, ut eleuet minister manum suam ad superiora.	And its reduction is, that the assistant lifts his hand to the upper parts.
Deinde pone tu pollices tuos sub titillico eius, et eleua iuncturam cum fortitudine ad sursum ad locum suum: et minister eleuet manum suam, et extendat eam ad sursum.	Then you place your thumbs under the buttock, and lift the joint with strength upwards to its place: and the assistant lifts his hand, and extends it upwards.
Deinde ponat eam inferius, ipse enim redit uelociter.	Then he should put it underneath, for he himself returns quickly.
Si autem non redit per illud quod diximus, et sunt a principio quo accidit dislocatio dies multi: tunc oportet, ut balneetur infirmus in aqua calida, et administretur embrocatio quae mollificat et lenit, sicut si decoquantur radices alteae, et foenugraecum, et mellilotum in aqua, et administretur.	If, however, he does not return through what we have said, and there are many days from the beginning of the dislocation: then it is necessary that the injured person be bathed in warm water, and an embrocation be administered which softens and soothes, such as if they were soaking the roots of altaea, and fenugreek, and melilot in water, and administering it.
Deinde resupinetur infirmus super dorsum suum: et ponatur sub titillico eius sphera et lana, quae sit aequalis inter lenitatem et stricturam.	Then the injured person should be laid down on his back: and a sphere and wool should be placed under the bandage, which is equal in softness and tightness.
Deinde ponat medicus calcaneum suum super spheram, et eleuet caput humeri cum uirtute, et attrahat manum infirmi ad inferiora.	Then the physician should place his heel on the sphere, and lift the head of the shoulder with strength, and draw the hand of the injured person downwards.
Et minister alius teneat caput infirmi, ut non moueatur ad inferiora: ipse namque redit statim.	And another should hold the head of the injured person, so that it does not move downwards: for he himself returns immediately.
Et si uis, reduc eum secundum modum hunc: et est, ut facias esse praesentem uirum qui sit longior infirmo, et stet a parte lateris, et intromittat humerum suum sub titillico infirmi: et eleuet titillicum eius ad superiora, donec sit infirmus suspensus in aere.	And if you wish, reduce him according to this method: and it is, that you should make the strong man who is longer than the injured person present, and stand at his side, and insert his shoulder under the bandage of the injured person: and lift his bandage upwards, until the injured person is suspended in the air.
Et minister alius trahat manum infirmi ad inferiora uentris eius.	And another should draw the hand of the injured person downwards towards his own belly.
Si autem infirmus est leuis: tunc oportet, ut suspendatur cum eo aliquid aliud, ut grauet ipsum: nam redit dislocatio statim.	If, however, the injured person is weak: then it is necessary that something else be suspended with him, so that it weighs him down: for the dislocation returns immediately.
Et reducitur etiam secundum modum alium: et est, ut figatur in terra lignum longum, cuius caput sit rotundum figura: sicut manica mortarii: quod non sit grossum, neque subtile.	And it is reduced also according to another method: and it is, that a long wooden beam is fixed in the ground, whose head has a rounded figure: like a mason's hammer: which should not be thick, nor too subtle.
Deinde ponatur sub infirmo postquam ponuntur super caput ligni panni lenes: et infirmus sit stans secundum longitudinem ligni.	Then soft cloths should be placed under the injured person after they are placed on top of the head of the beam: and the injured person should stand along the length of the beam.
Deinde extendatur manus eius ad inferiora a parte altera, et extendatur corpus eius ab altera parte cum fortitudine: nam iunctura redit ad locum suum cum uelocitate.	Then his hand is extended downwards on one side and his body is stretched out from the other side with strength: for the joint returns to its place with swiftness.
Quod si difficilis sit eius reductio per omnia quae diximus, tunc utere hac cura: et est, ut accipias lignum cuius longitudo sit quantitas duorum brachiorum, et eius latitudo quantitas quatuor digitorum, et grossitudo eius quantitas duorum digitorum: cui sit caput rotundum, ut alleuietur introitus eius in profundum titillici, secundum hanc formam.	If his reduction is difficult through all that we have mentioned, then use this care: and it is to receive a stick whose length is the quantity of two arms, and its width the quantity of four fingers, and its thickness the quantity of two fingers: which has a round head, so that its entrance may be alleviated into the deep wound, according to this form.
Deinde ligentur super caput rotundum panni lenes, ut non laedat lignum infirmum.	Then fine linen cloths are tied over the round head, so that they do not hurt the weak limb.
Deinde ponatur sub titillico infirmi, ut extendatur manus, aut brachium super lignum usque ad inferiora: et ligetur lignum super adiutorium et brachium et extremitatem manus.	Then it should be placed under the weak limb, so that the hand or arm is stretched out over the stick up to the bottom: and the stick is tied over the assisting limb and arm and extremity of the hand.
Deinde ponatur brachium super gradum scalae per latitudinem, et extendatur manus ad inferiora, et dimittatur reliquum corpus suspensum a parte altera.	Then the arm should be placed on a step of a ladder in width, and the hand is stretched out downwards, and the rest of the body is suspended hanging from the other side.
Iunctura enim ingreditur statim.	For the joint indeed enters immediately.
Cum ergo completur introitus eius secundum quemcunque modum possibile est: tunc oportet, ut ponas sub titillico spheram aequalis quantitatis ex lana.	When therefore the entrance is completed according to whatever mode is possible: then it is necessary to place under the weak limb a sphere of equal quantity made of wool.
Deinde pone emplastrum praeparatum ex puluere molendini cum olibano, et albumine oui super humerum totum, sicut reuoluitur desuper.	Then put the prepared plaster made from mill dust with olive oil, and egg white over the entire shoulder, as it turns out to be on top.
Deinde stringe sub titillico strictura decenti: et reuoluatur ligamentum super emplastrum desuper: et annectatur manus eius ad collum ipsius, et dimittatur, neque moueatur manus eius septem diebus.	Then bind underneath the weak limb a suitable bandage: and the ligament is turned back over the plaster on top: and his hand is attached to his neck, and left there, so that his hand is not moved for seven days.
