Ayssi comensan las paraulas de Albucasim .	Indeed, here is the translation:
E es que·l malaute sia extendut sobre la sua cara sobre pug engual prop de paret, e sia extendut dejos lu esturment molh per so que no sia lidit le pietz de lu.	And that the disease be extended over its face over the heel so that it be equal to the palm of the hand, and be extended leaving them soft so that they are not bruised by the foot
E aprop un fust dreyt sia pausat, ficat en la terra en la extremitat del pug entorn le cap de lu, e autra fust en aviro les pes de lu en l’autra extremitat del pueg.	And put a vessel that has become loose to be fixed in the earth at the end of the toe around the head of the toe, and another vessel in the air at the other end of the toe.
E·l ministre tengua le fust, e no sia fermat en fossa; e autre ministre tengua l’autre segon aquela forma.	The minister has the vessel, and it is not to be fastened in a pit; and another minister has the other in that form
E aprop envolopa sobre le cap del malaute e dejos les titillic liamen leon ferm; e exten la extremitat del liamel al fust le qual es deves le cap de lu, e lia aquel en lu; e aprop strenh l’autre liament sobre las ancas de lu les denols de lu, e deves las cambas de lu; e aprop ajusta totz les liamentz e lia aquels en l’autre fust le qual es deves les pes de lu.	And put a bandage over the head of the disease and leave the nails loosely bound with a loop; and extend the limb to the vessel which is over the head of the toe, and tie that one to it; and strengthen the other ligament over the ankles of the foot and over the bones of the foot, and tie those to the other vessel that is over the foot
E aprop le ministre cascu extenda le liament a la partida del fust, e no sian remaugutz les dos fustz e les liamentz dels sieus locs en les quals son ficatz, mays empero no so fermatz ayssi cum havem dit.	And the minister grasps outside and extends the ligament to the part of the vessel, and they are not to be loosened from the two vessels and the ligaments of the limbs in which they are placed, but nevertheless do not keep them fixed as we have said.
E le metge pause las suas palmas sobre le spondil am fortaleza entro que retorne, o que pause sobre aquela una taula, e aprop que ajuste sobre la taula les sieus pes entro que retorne.	And the physician places his palms on the bone with strength until it returns, or that he places on that a board, and that he adjusts over the board the two feet until they return
Mays si no retorna per aquesta forma, lahoras pren una taula de la qual la latitut o la longitut sia en aviro de tres brassas, e cava en la paret de la qual havem dit que es prop le malaute un loc en le qual intre la extremitat de la taula.	But if it does not return in this way, the physician takes a board whose breadth or length is three inches, and cuts in the wall from which we have said that the disease is over a place in which the limb of the board is placed
E aprop pausa la maytat de la taula sobre le spondilh, e·l metge pause les sieus pes sobre l’autre extremitat, e estrenha be entro que le spondil sia coartat e que retorne al sieu loc.	And the physician places the palm of the hand on the bone, and the physician places the feet on the other limb, and stretches until the bone is shortened and returns to its place.
E si tu voles, obre am torn le qual es revolvut am la ma; e es que tu fiques en terra deves le cap del malaute en le derier del pug dos fustz, la longitut dels quals sia d’un bras, e deves le cap de lu en le derier del pug eyssament dos fustz; e sia la longitut que es entre quascun fust un palm, e ja es fayt en quascun fust trauc en le qual corr torn, e quascun sia mot fermat en terra per so que no sia maugut.	And if you wish, or turn the limb around the hand; and that you remain on the ground with the head of the disease behind the heel of the two vessels, the length of which is an elbow, and put the head of the toe behind the heel of the foot with two fingers; and let the length be between each vessel a palm, and that is enough in every vessel where there is a hole through which the limb has returned, and that no part is fixed on the ground so that it is not bruised
E sia mes un fust redon en le qual es le torn, e sia revolvut en les dos traucs dels dos fustz.	And let there be a round flask in which the turning is made, and let it be rotated in the two grooves of the two flasks.
E en la extremitat de lu es un trauc en le qual es format le fust, la longueza del qual es un palm am aquo que es revolvut; e en les dos autres fustz es semblant de aquel.	And at the end of them is a groove in which the flask is formed, its length being equal to the width of the flask which is rotated; and in the two other flasks it is similar to this.</end_of_turn>
E aprop strenh les liamentz que has streyt en le pietz del malaute en le trau le qual es deves le cap de lu, e les liamentz que has streyts en las coyssas de lu en le torn le qual es deves les pes de lu.	And draw tight the ligaments which you have stretched in the patient's feet in the groove which is above their head, and the ligaments which you have stretched in the space between their thighs in the turn which is above their feet.</end_of_turn>
E aprop deves quascun torn e stia un ministre que torssa le torn am la sua ma, e le metge engualhe le spondil segon que havem dit.	And now you must make each turn and appoint a minister who will hold the turn with his hand, and the doctor will grasp the spine according to what has been said.</end_of_turn>
E aquesta es la forma del torn:	And this is the form of the turn:</end_turn
E aprop pus que le spondil es retornat, e le loc es engualhat, lahoras cove que pauses empastre exciccatiu am album de huou, e aprop estopa; e aprop pause sobre le empastre astela de taula de la qual la latitut sia de tres ditz o enviro aquels, e la longitut de lu sia quantitat que prengua le loc de la gelbositat, e sobre la partida del spondil sa.	Then return the spine and the limb is grasped. Now cover that you have passed over the excitation with a cloth of hemp three fingers wide or more, and lay it down; and place your hand over the cloth and hold the heel of the limb so that the limb does not slip from the spine.</end_of_turn
E aprop sia liat am liament le qual havem dit, e uze le malaute de nutriment subtil entro que sia sanat.	And bind it with the ligament which has been mentioned, and use nourishing food for the patient until he is healed.</end_of_turn>
E si roman alcuna iminencia en le loc en la fi de la sanacio, lahoras cove que sian aministradas medicinas que moilifico e liniscan am aministracio de la taula per lonc temps, la qual havem recomtada; e ja es aministrada en aquel loc lamina de plom.	And if there remains any swelling in the limb at the end of the healing, it is necessary to administer medicines which soften and lubricate the limb during the administration of the ointment, which has been recommended; and it is administered in that place with lead ointment.</end_of_turn>
E alcunas veguadas accideys imminencia en le derier dels spondils del dos, e es cujat per aquela dislocacio; e es aquel os le qual ja imineys per que no cove que sia fayta prosompcio a lu am aquesta medicina, quar fort leu fara a tu accidir mort.	And every wound which has happened in the heel of the two vertebrae is cured by that dislocation; and that is the bone which has already been mentioned because it is necessary that it should not suffer any further damage from this medicine, for it would cause its death.</end_of_turn>
