Ayssi comensan las paraulas de Albucasim .	Certainly. Here is the translation:
Mays si accideys en lu apostema, lahoras tu layssa aquel per alcus dias entro que l’apostema caut sia cedat, e aprop retorna a la tua curacio.	And if it happens afterwards, the hour is that you leave it for a few days until the swelling subsides, and then you return to your care.
La strictura de lu sia ayssi fayta: cove que envolopes sobre la fractura una benda dura, e dobla aquela dos o tres veguadas, e remaugua de lu superfluitat; e aprop envolopa la camba entro que pervengua al talo e a la razitz de la cueyssa.	The stricture is like this: cover the fracture with a hard bandage, and bend it two or three times, and remove the excess; and then cover the wound until it reaches the hip and the root of the thigh.
E intromet lonc fiel entre la cueyssa e la camba prop del denol a las partidas dejos, e venguan las extremitatz del fiel de la partida pus sobirana de las doas partz, e aprop revolveys sobre la camba e la cueyssa aquo que superflueys de la benda.	And insert a long thread firmly between the thigh and the wound near the nail at the parts beyond, and bring the extremities of the thread from the part furthest from the sovereign pus to the two parts, and then roll over the wound and the thigh as much as the bandage allows
E aprop pausa sobre la cueyssa en le loc de aquela fractura astelhas, e pausa de aquelas una stela sobre le os de la camba.	And stop on the thigh in the place of that fracture, and stop with two staples on the bone of the wound
E aprop uempli las vacuitatz entre la camba e la cuoyssa am draps mols, per so que sia coagulada la extrictura.	And fill the space between the wound and the thigh with soft cloth, so that the stricture is coagulated
E aprop comensa am strictura fort del mieg sobre le loc de la fractura am tres envolucios o quatre, e quant mays tu te alonhas am liament del loc de la fractura, la tua strictura sia menor e pus leugiera e pus molha.	And begin to tighten the stricture firmly from the middle over the place of the fracture with three layers or four, and when you have advanced as much as you can along the ligament at the place of the fracture, your stricture is less and lighter and softer
E aprop exten a doas extremitatz del fiel a las partidas dejos entro que pervengua a la cavilha del pe, e strenh amdoas las extremitatz de las stelhas del autra part per so que·l liament no sia remaugut del sieu loc.	And extend two ends of the thread to the parts beyond until it reaches the ankle, and strengthen both ends of the staples of the other part so that the ligament is not strained from the joint
E aprop leyssa la strectura sobre aquel, don esta ayssi que no accideys al membre corrosio ni apostema caut ni emflacio e semblantz ad aquels; e si accideys alcuna causa de aquelas, adonc cueta te am desliament de lu, e rectifica aquo que accideys tot aprop, segon que havem dit motas veguadas.	And keep the stricture on for as long as this, so that no accident happens to the limb crooked or swelling or pus; and if any of these things happen, then immediately take it away and rectify what happened as soon as possible, as we have said above.</start_of_turn>
Mays si en le os es pessa del os la qual pongua, lahoras cove que tu engualhes aquel segon que a tu es possibla; e sino, fen sobre lu e remau aquel, e cura am aquo del qual es precedida la rememoracio entro que sia sanat.	And if in the bone is bad of the bone which you put, then cover that as much as you can; and if not, go away from it and leave that, and care for what precedes the memory until it is healed.</start_of_turn>
E alcunas veguadas es strenhuda aquesta fractura de la coyssa otra aquo que sian ajustadas a lu stelhas, ayssi cum havem dit en le adjutori e·n le bras.	And many other things are strengthened in this fracture of the thigh as well as the nails, as we have said in the treatise and in the books.
Mays empero en la restauracio de lu en tal manieyra fayta no accideys al malaute claudicacio; e si es restaurada sola, otra aquo que li sia applicada l’autra camba, lahoras es necessari que claudique aquel del qual es tostemps.	But in the restoration of it in this way does not happen to the patient's lameness; and if it is restored alone, without applying the other bandage, it is necessary to clamp that from which the pulse comes from
E sapias que la coyssa es strenhuda en xl dias o un pauc mes o un pauc mens, e tot aquo es segon la diversitat de las compleccios e de las autras dispozicios.	And you know that the thigh is strengthened in forty days or a few months or a few weeks, and all this according to the diversity of the conditions and the other means.
Capitol .xv.	End of text.
De restauracio de la fractura de la rodela del denolh.	Restoration of the fracture of the thigh bone.
Sapias que fractura de la rodela del denol tart endeve, mays accideys a lu motas veguadas atrissio.	You know that the fracture of the thigh bone is often accompanied by swelling, but it does not happen always with the movement of the limb
Mays si accideys a lu fractura, lahoras no es sino fissura o trauc en las suas partidas, e aquo es am plagua o ses plagua, e sobre aquo tot es estat am le sentiment.	And if it happens to happen, the fracture is only a fissure or break in its parts, and that is from swelling or pus, and over that all is placed as it is with the feeling
E la restauracio de lu es enayssi que sia engualat aquo que es romput de las partidas de lu am les ditz entro que sia agreguat e conjongit segon que es possible per equacio e facilitat e fabricacio.	And the restoration of it is in such a way that it is supported until it is reunited and joined as much as possible for equality and facility and manufacture
E aprop pausa emplastre e pausa sobre aquel stela redonda, si indigeysses de aquela; e strenh desus am strictura ad aquo convenient.	And pause pressure with plaster and pause over that round staple, if you command; and strengthen your stricture as much as is convenient
E aprop considera totas las disposicios las quals havem recomtadas en las autras fracturas, ayssi cum es apostema caut e semblant ad aquels enaissi que se oppause a tot accident am aquo que a lu es convenient entro que sia sanat.	Considering all the precautions recommended in other fractures, such as the application of cautery and similar measures that oppose any unforeseen event until health is restored.
Capitol .xvi.	When joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors.</start_of_turn>
