Ayssi comensan las paraulas de Albucasim .	The text means: "Thus Commences the speech of Albucasim."
E si le sanc es multiplicat, lahoras polveriza sobre lu vitriol trissat, o guallas e semblantz a lor de las causas stipticas, entro que·l sanc sia abscidit; o sian pausadas sobre le loc las maytatz de favas excocicadas, e sian layssadas entro que las favas aderescan al loc, e es le sanc abscidit.	E si le sanc es multiplicat, lahoras polveriza sobre lu vitriol trissat, o guallas e semblantz a lor de las causas stipticas, entro que·l sanc sia abscudit; o sian pausadas sobre le loc las maytatz de favas excocicadas, e sian layssadas entro que las favas aderescan al loc, e es le sanc abscudit.
E cove, si es necessaria, iteracio de sanguissuguas, quan es possible mudar aquelas.	E cove, si es necessaria, iteracio de sanguissuguas, quan es possible mudar aquelas.
E si las sanguissuguas son prohibidas de suspenssio, lahoras sia freguat le loc am sanc recent o fique una agulha en les locs entro que yesca sanc; e aprop sian pausadas, quar aquelas quan sento alcun sanc tantost adarysso.	E si las sanguissuguas son prohibidas de suspenssio, lahoras sia freguat le loc am sanc recent o fique una agulha en les locs entro que yesca sanc; e aprop sian pausadas, quar aquelas quan sento alcun sanc tantost adarysso.
E quan voles que cajan, polveriza sobre aquelas un pauc de aloen trissat, o sal, o cendre, e cazo tantost.	E quan voles que cajan, polveriza sobre aquelas un pauc de aloen trissat, o sal, o cendre, e cazo tantost.
Ayssi comensa lo prolec de la tersa partida: de restauracio.	Ayssi comensa lo prolec de la tersa partida: de restauracio.
Aquest capitol es motas veguadas necessari en la art de medicina; e es restauracio de fractura e de dislocacio accident en les osses.	Aquest capitol es motas veguadas necessari en la art de medicina; e es restauracio de fractura e de dislocacio accident en les osses.
O, filh, sapiatz que jactan se de aquest capitol les fols metges e les vulguars e aquels que degun temps no reguardero les libres dels Antics ni legiro de aquels una letra.	O, son, understand that the learned physicians, the vulgar people and those who at some time neglect the works of the Ancients or do not read their letters.
E per aquesta causa es fayt que aquesta manieyra dels scients in terra nostra es privat; e yeu no ho e obliat en aquo degun temps be de tot; e no he adhibit aquo que apres, sino per longitut de lectio dels libres dels Antics e studi sobre le entendement de aquels, entro que extrayssi la sciencia de aquels.	Therefore, in our land, this kind of madness among the learned is a private matter; and I have never forgotten it at any time; for I have not abandoned it until now, except for the length of reading the works of the Ancients and studying to understand them, from which I have extracted this science.</end_of_turn>
E aprop adirigui a experiment e studi en la longitut de la mieua vida.	And I direct you to experiments and studies throughout my life.
E yeu ja he de aquo descrit en aquest capitol tot aquo que conte la mieua sciencia e sobre le qual es passat lo mieu experiment; pus que agui abreujat aquo a vos autres e deliuregui aquo de occupacio de elonguacio; e abreujegui aquo en la fi de abreujacio; et e monstrat aquo en la fi de declaracio; e formegui en aquo motas formas dels sturmentz que so administratz en aquel, cum es fayt per addicio de declaracio, ayssi cum he fayt en dos capitols precedentz.	And I have already described in this chapter all that concerns my science and the experiments that I have made on the subject; for I have abridged what is proper to you others and delivered it from the burden of long dissertations; I have opened it in the end for brevity; and I have shown in the end how I have formed various methods for treating those ailments that are administered in this way, as it is mentioned in addition to the declaration, just as I have done in the two preceding chapters.</end_of_turn>
Capitol primier.	Chapter First.</end_of_turn>
Summae et collectiones ex esse fracturae ossium, ex eis quarum praemissio necessaria est, antequam incipiamus rememorationem membrorum fraftorum et diversorum si uniuscuiusque.	Summary and collection from this fracture of bones, from which the previous preface is necessary, before we begin the recollection of fractured limbs and various parts of each.</end_of_turn
Cove donc que diguam en le prohemi de aquest capitol las summas del sermo; e les capitols al entendament dels quals en le comensament es forsat le artifexs e a stacio sobre la veritat de aquels; so es vos e aquels que so promptz que sapian o aprenguan aquesta art nobla autres de vos.	Therefore, let us speak in the prologue of this chapter about the summaries of the discourse; and the chapters that follow are intended to bring to light the artifices and to settle the truth of those things; so that you and those who wish to learn this noble art may know or learn it from you.</end_of_turn
E donc dic que quan accideys a alcu fractura o dislocacio o torcio o cazement, lahoras cove que tu te coytes al comensament am fleubotomia o aleyar aquel, o quascu ensemps, si no prohibeys alcuna causa, ayssi cum debelitat de vertut, o es aquel al qual accideys effant, o viel en decrepitat, o es temps de vehement calor, o de vehement freg.	Therefore, I say that when an accident of fracture or dislocation or twist or any similar thing happens, the hour immediately covers that you should begin with cold compresses or apply an aleatory, or whatever helps, if it does not impede any cause, as befits prudence, or if it is the heat that has caused the accident, or if the person is young and robust, or if it is cold weather.
E aprop sia content en vianda sieua de erbas frejas e de carns de auzels e de crabotz; e prohibem carns grossas e umplir si de viandas e de tota vianda que umple las venas de sanc, entro que siras segurat de apostema caut, e si no temes efusio de materia al membre.	And let food be moderate in salads of fresh herbs and boiled meats of calves and crabs; and forbid fatty meats and feed that is full of fat, and all food that fills the veins of the stomach, except that you follow the rule of caut dressing, and do not fear the effusion of matter from the limb.</end_of_turn
E lahoras retorne le malaute al sieu regiment primier am le qual corr costuma de lu.	Then return the patient to their first position as soon as possible.</end_of_turn>
E donc cum le os trencat comensa esser restaurat, lahoras cove que·l malaute sia pascut de viandas nutritivas de nutriment mot e gros e greu en les quals sia viscositat, ayssi cum so viandas faytas de froment cueyt am aygua, e ris, e caps, e pes, e ventres de vacas, e huous, e peys fresc, e vi gros e semblants ad aquels, e am aquest regiment es fayta coagulacio de fractura pus leugierament e miels.	And when the broken bone begins to be restored, the hour covers that the patient should not be given nourishing foods of great viscosity, such as porridge made with flour and water, broth, eggs, cheese, fish, beef, fat, and barley, and in this regimen there is a coagulation of the fracture that is more useful and more gentle.</end_of_turn
E sapias que les osses trinquatz quan so en les homes que so en la primiera vilura e en los decrepitz, no es possible que sian continuatz e sian consolidatz segon lur natura per la exsiccacio dels membres de lor.	Therefore, you know that bones that are fractured in the first degree and in decrepitude cannot be continued to be fractured and consolidated according to their nature because of the drying up of the limbs.</end_of_turn
E son consolidatz e continuatz segon lor natura tot temps per la exsiccacio de aquels membres, e so continuatz e consolidatz aquels que so de lor en la fi de la lenitat, ayssi cum les osses dels petitz effantz.	And they are consolidated and continued according to their nature all the time by the drying up of those limbs, and they are continued and consolidated those that are from them at the end of the convalescence, just as the bones of small children.</end_of_turn
Mays empero natura ajusta e amnecteys sobre le os trencat de tota partida alcuna causa semblant a glut en le qual es grossitut que adhereys e strenh aquel entro que so ensemps conglutinatz e liatz ensemps, entro que venen la fi de fortitut e de fermesa, ayssi cum foc al comensament, entro que denguna causa no prohibeys aquel de las suas obres.	However, nature must adjust and remember that the fractured bone of any part whatever, is of such great size that it adheres and strengthens itself as soon as it is bound together, until it comes to the end of movement and rest, just as with fire at the beginning, except that no cause hinders that.</end_of_turn
