Ayssi comensan las paraulas de Albucasim .	The sentence translates to: "Thus begins the speech of Albucasim."
E no sian fleubotomatz les pascientz naucea sacertiva e crapula, ni evasent de malautia ni de ebretat entro que aquo sia remaugut aquo de lor, ni malaute de ydropici, e mays que fleubotomia sia temuda aprop colica passio e aprop vomit, e aprop cos de ventre, e aprop multiplicacio de coyt e de trebal e de exercici de dejunis o de vigilias e de tota causa que dissolveys la vertut, o sia corpore28 o animal.	E non sia mai sospetto ai pazienti naucea sacertiva e crapula, né fugiat malathia né ebretatem usque quando iste fiat remanugut iste de lor, né malathia de i dropici, ma più che la fleubotomia sia temuta aprop colica passio et aprop vomit, et aprop cos de ventre, et aprop multiplicacio de coyt e de trebal e d’esercici de dejunis o de vigilias e de quanta causa Dissolve y restore la virtute, o sia corpore28 o animali.
E aprop considera en subtiliacio de humos denant aquo si le sanc es gros, am viandas e beures, e am medicinas si aquo es a lu possible ad aquo.	And consider carefully the composition of the humors before healing, if it is appropriate with foods and drinks, and with medicines if possible.
E aprop intre en banh si alcuna causa no prohibeys, o sia excersitat per alcun exercici per so que·l sanc sia subtiliat.	And in this way, if no other cause hinders, or if excited by any exercise, so that the healing be subtle
E pausa la fleubotomia de lu en le pietz del dia, so es enviro la hora de tercia, ayssi cum havem dit.	And suspend the vomiting in their feet at the third hour, as we have said before
E perforsa te que·l pietz de aquel sia guardat en aquel dia de totz mals accidentz animals, ayssi cum es angustia, ira, temor, e de totz accidentz corporals, ayssi cum es trebal e pena superflua e coyt e semblantz a lor.	And order that the feet of that person be guarded on that day in all kinds of adversity, as in case of distress, anger, fear, and all bodily accidents, as well as in case of work, excessive grief, and thirst, and other similar things.
E a la sua sezelha fassa esser presentz las causas en le us de la qual corr costuma dels homes am aromaticitat e odorament e am bals e semblantz ad aquels segon la cantitat de possibilitat.	And let there be present with her the causes which usually accompany men, such as aromaticness, odor, fat, and resemblance to those according to the quantity of possibility
E segua le fleubotomador sobre un coyssi que sia pus aut que·l coyssi de aquel que deu esser fleubotomat.	And follow the phlebotomist over a cushion that is thicker than the cushion of that which must be phlebotomized.
E aprop extragua le sieu bras, e fregue aquel am la sua ma le fleubotomador doas o tres veguadas; e aprop strenha le liament am correia e involva aquel doas veguadas.	Then draw out their arms, and cool the hand of the phlebotomist with two or three wicks; and tighten the ligature with a cord and encircle with two wicks.
E sia la strictura temprada, quar la strictura quant no es engual, o la strictura es am superfluitat, lahoras prohibeys de fluxs del sanc; o es am mollificacio, e lahoras prohibeys le cors del sanc eyssament.	And the constraint should be temperate, because the excessive constraint, when not equal, hinders the flow of the healing; or is too great, for it hinders the course of the healing.
E aprop la strictura, cove que aquel que deu esser fleubotomat fregue las suas mas ensemps entre lor entro que las venas sian imfladas, e sian declaradas al sentiment.	And when the constraint is over, let the one who is to be phlebotomized cool their hands between their thighs until the veins are swollen, and declare it to the feeling.
E aprop le fleubotomador unte le sieu fleubotomi am un pauc de oli antic propriament; e aprop pausa le sieu di indic de la ma senestra sobre aquela vena, dejos le loc del qual vol la fleubotomia, per que la vena fuja un pauc, e la percussio sia sessada quar de las venas es la qual atrobas ayssi cum corda fugent deves la fleubotomia, e de aquelas es que es plena de ventositat e quan pauses le fleubotomi sobre aquela es contrayta deves le fleubotomi, e es desceubut le fleubotomador; e le fleubotomi no uobre la vena, e si uobre, aquela es streyta.	And let the phlebotomist take a little oil from the patient with his left hand immediately; and stop the patient’s hand by indicating his left hand over that vein from which the phlebotomy is to be performed, so that the vein escapes a little, and the percussion is calmed because it is the vein that has escaped that is causing the phlebotomy, and that is full of air, and when the phlebotomist places his hand over that one, it is contracted by the phlebotomy, and is discerned by the phlebotomist; and the phlebotomy does not open the vein, and if it does open, that one is stretched.
E donc, per aquo cove que·l fleubotomador sia fermat e sia sollicit en totas aquestas causas.	Therefore, in order that the phlebotomist be stopped and is requested in all these cases.
E aprop depause le fleubotomi, mays si la vena es huberta en una veguada, lahoras bo es; e sino, tu itera aquo autra vaguada dejos aquel loc un pauc, o sobre lu am festinacio, si le loc no es apostemat.	And so suspend the phlebotomy, even if the vein is broken in a wick, for it is not good; or if so, repeat it another time and leave that place a little, or feed it if the place is not relaxed.
Et si le loc es apostemat, o le malaute se spauresca, lahoras tu le layssa per un dia o per dos, e no strenha le liament, quar fort leu atirara apostema caut, ni no intre en banh.	And if the place is relaxed, or the disease is scattered, leave it for a day or two, and do not tighten the ligature, for it may cause excessive bleeding, or do not enter the bath
E aprop itera la fleubotomia si la ama.	And repeat the phlebotomy if necessary.
E si la apercio es petita e corr sanc subtilment, e temes que non yesca sanc la cantitat que voles, lahoras tu itera le fleubotomi en aquel trauc segon rectitut e ajusta en la appercio un pauc, e fay aquo am festinacio denant que·l loc sia apostemat, quar le loc es apostemat en motz homes deves pauca apercio.	And if the opening is small and the healing is proceeding well, and you fear that the amount that you want to recover will not be enough, then repeat the phlebotomy in that place according to custom and adjust a little in the opening, and do so until the place is relaxed, for the place is relaxed in many people in case of little opening
Mays si vezes aquel ja apostemat, lahoras no iteres sobre lu, quar no escusa a tu alcuna causa; e pausa sobre aquel alcuna partida de la fenda de oli, quar alleuja le cors del sanc.	And even if sometimes that is relaxed, do not repeat over it, for it is not useful to you in any way; and suspend over that every part of the wound of the oil, for it relieves the course of the healing.</end_turn>
E es milhor en aquest loc que oli e que les autres olis.	It is better in this place than oil and the others oils.</end_turn>
E semblantment aministra fenda de oli en tota fleubotomia am la qual fleubotomes las venas deves la prohibicio de cors de sanc, e fan aquo tyriaca alfadoc e sagzenea quan es pausat de la una de aquelas sobre le loc, quar le sanc es subtiliat e es revolvut quan es gros.	And in like manner administer oil to the wound in all phlebotomies from which the veins are escaping due to the prohibition of the course of healing, and make it thick like porridge and slimy when it is stopped from one of those on the place, for the healing is subtle and is reversed when it is thick.
E si en le loc de la fleubotomia es engendrat gran apostema, quar motas veguadas accideys, e majorment ad aquel que no es stat sangnat sino aquela veguada, o en la apercio de la vena pauca, e lahoras tu coyta, e pausa sobre le loc sponja infuza en aygua e sal, un pauc scalfada, e strenh aquela per una hora, quar es dissolvut.	And if in the place of the phlebotomy great swelling is engendered, which several wicks have caused, especially if it has not bled except that wick, or in the little opening of the vein, then you should cover it and suspend over that place a sponge soaked in water and salt, a little scraped off, and press that for an hour, for it is dissolved.</end_turn
