Ayssi comensan las paraulas de Albucasim .	Thus we begin with the remedies of Albucazim.
Mays si tortuositat ja es anada denant e es fayta fort e convertida es en peyra e provocada es necessitat a curacio de lu am ferr, lahoras cove que sia le pus desus cecsat e la continuacio del os sia dissolvut, e sia inscidit aquo que superflueys de nodacio de aquel meteys am le os am inscissoris subtils, e sia aministrada facilitat en aquel am sollicitut e studi.	Many times crookedness has gone inside and is made strong and converted into stone and provoked necessity for care of it with iron, then it is proper that the pus be evacuated from above and the continuity of the bone be dissolved, and let there be incised what superfluously nods to that meter in the bone at subtle incisions, and let there be administered facilitation in that which is solicited and studied.
Capitol .xxiii.	Chapter 23.
De sermo en dislocacio.	On sermon in dislocation.
Dislocacio es eyssiment de alcuna de las juncturas del sieu loc, per que es prohibida de movement, e es orrezada la figura del membre, e fa venir sobre le malaute dolors e lesios grans.	Dislocation is the displacement of one of the joints from their proper place, so that it is prohibited from movement, and the figure of the member is altered, and brings great pains and lesions to the patient.
Donc quan accideys ad alcu dislocacio, lahoras cove tantost perforsar que sia reduzit, e no tarde aquela reduzir, quar si es tardada, le loc es apostemat e fort leu am aquo es fayta dificil la reduccio de dislocaccio.	Therefore when it happens to a dislocation, then it is proper to perform reduction as soon as possible, and not delay that reduction, because if it is delayed, the place becomes apostemated and very strong with what is made difficult the reduction of dislocation.
E per aysso no cove que sia maugut ni stendut en la hora de la apostemacio, quar motas veguadas fa venir spasme e dolors ledentz.	And for this reason it is not proper to touch or stretch at the time of apostematization, because many weakened fibers come to produce spasm and severe pains.
Mays quan aquo accideys, lahoras cove que tu te coytes a la flaubotomia del malaute, e aprop sia layssat entro que repause le apostema; e aprop le membre sia embrocat am aygua cauda e oli, e aprop sia reduzit am facilitat.	Many times when it happens, then it is proper that you fall back to the flaccidity of the patient, and then let it be relaxed until the apostema subsides; and then the member is embrocated with warm water and oil, and then it is reduced with facilitation.
E tot membre sia curat am aquo del qual la rememoracio vindra en son loc.	And every member is cared for with water of which the remembrance will come to its place.
E yeu ja e ordenatz les capitols de dislocacio segon que es precedit en fractura; de la partida del cos pus sobirana entro a la partida pus dejos.	And thus I have ordered the chapters on dislocation according to what has been preceded in fracture; from the superior part of the body down to the inferior part.
Capitol .xxiiii.	Chapter 24.
De curacio de dislocacio de la mandibula dejos.	On the care of dislocation of the lower jawbone.
So dislocadas las doas mandibulas si no tart; e la dislocacio de amdos es fayta segon una de dos manieyras: que o son remaugudas de lurs locs per pauca remocio, e so mollificadas un petit; o so dislocadas per entiera dislocacio e complida, entro que sian mollificadas a la partida de la junctura entro que corro saliva del malaute e que no puesca tenir aquela ni puesca claure la sua boca, e la lengua de lu sia envolopada en sa paraula.	Thus the two jawbones are dislocated if not treated; and the dislocation of both is done according to one of two manners: either they are returned to their places with little remotion, and thus softened a little; or they are fully dislocated and completed, until they are softened at the joint so that saliva flows from the patient's mouth and they cannot hold it nor clear their mouth, and their tongue is enveloped in its speech.
Mays quan la dislocacio de lu es pauca, lahoras en las majors disposicios retorna per si an pauca causa.	More when the dislocation of it is little, then in major arrangements it returns to itself for a little cause.
Mays si la dislocacio es entiera e complida, lahoras cove que sia administrada reduccio de lu leugierament, e no sia tardada de tot.	But if the dislocation is entire and complete, then it is necessary that reduction of the limb be administered immediately, and not delayed at all.
E es que·l ministre tengua le cap del malaute, e entrometa lo metge le dit pous de la una sieua ma en la razit de la dislocacio de la mandibula dedintz la boca de lu, si la dislocacio es de la una part; o que entrometa les sieus dos pouzes ensemps, si la dislocacio es de doas partz, e les autres ditz de las mas de lu sian defora am les quals enguale; e comanda al malaute que cesse las suas mandibulas e absolva aquelas anar de quascuna partida; e le metge engualhe la mandibula e enpellisca la mandibula entro que retorne al sieu loc.	And it is that the minister holds the head of the patient, and inserts his fingers into the open mouth to reset the dislocation of the jaw, if the dislocation is on one side; or he inserts both fingers at the same time, if the dislocation is on both sides, and the other fingers of his hands are placed before them so that they engage; and he commands the patient to release their jaws and withdraw from any quarter; and the minister resets the jaw and pushes it back into place until it returns to its proper location.
E si dificil es la reducio de lu, e majorment si amdos las mandibulas so essemps dislocadas, lahoras aministra evoporacio am aygua cauda e oli, entro que sia fayta leugiera la reduccio de amdos e no tardes la reduccio de amdos de tot, ayssi quo havem dit.	And if the reduction of it is difficult, and especially if both jaws are dislocated at the same time, then administer evaporation with hot water and oil, until the limb makes the reduction of both, and does not delay the reduction of both at all, thus as we have said.
