Ayssi comensan las paraulas de Albucasim .	Thus begin the remedies of Albucazim.
E pausa le drap e strenh sobre le adjutori le bras per so que·l bras sia en loc de stelhas, si no prohibeys de aquo alcuna causa del os trencat.	And pause the cloth and stretch over the adjuster the arm so that the arm is in a stable place, if it doesn't prohibit anything from some cause of the broken bone.
E lahoras usa de stelhas.	And then use stabilizers.
E es que pauses sobre la fractura aquela stela que sia pus lada e pus fort de las autras stelas; e pausa entre quascuna stela la latitut del dit, e sia la longitut de las stelas segon la trencadura am addicio de tres ditz de tota partida.	And it is that you place over the fracture that stabilizer which is more laden and stronger than the other stabilizers; and pause between each stabilizer the width of the finger, and let the length of the stabilizers be according to the fracture in addition to three fingers of the entire part.
E aprop strenh sobre las stelas am la strictura la qual he dita al comensament del capitol.	And then stretch over the stabilizers with the structure which was mentioned at the beginning of the chapter.
E es que la tua strictura sobre le loc de la fractura sia pus streyt.	And it is that your structure over the place of the fracture should be more straight.
E quant pus es alonguada la fractura sia la strictura menor.	And when the fracture has been well-aligned, the structure will be smaller.
E donc si vezes le situament de las stelas e la strictura ayssi cum havem dit en la hora en la qual restauras le membre al sieu assituament, lahoras tu fay.	And then if you observe the situation of the stabilizers and the structure as we have said in the hour when you restore the member to its usual situation, then you do it.
E si temes apostema caut, lahoras tu layssa la strictura e las stelas entro al dia vii ayssi cum havem dit.	And if you fear opposing abscess, then loosen the structure and stabilizers until the seventh day as we have said.
E aprop considera le liament en totas partidas per tres dias per so que no accida en le loc pruziment o imflacio; o es prohibida la vianda pervenir al membre per disposicio de superfluitat de strictura; e donc rectifiqua tot aquo segon que havem dit.	And then consider the ligament in all parts for three days so that it doesn't become inflamed or swollen in the place of pruning or inflammation; or it is prohibited to let the food reach the member by disposition of superfluous structure; and thus rectify all according to what we have said.
Mays si tu yest sobre confizanssa que no accida alcuna causa de aquo, lahoras no deslias la liguadura sino aprop tres dias o mays.	But if you are confident that no cause of this will occur, then do not loosen the ligature until three days or more.
E sia la sua dormicio del malaute sobre le sieu dos, e las sieuas mas sian sobre le stomac.	And let the patient's rest be on their back, and their most sensitive places be above the stomach.
E pausa sobre le adjutori cocena plena de lana engualment, e considera en tota hora de la nueyt o del dia que no sia deliada ni dissolta la figura del membre trencat, o que sia le liament mollificat, donc rectifica aquo tot am la tua vertut.	And pause on the adjuster full of woolen wrapping, and consider in all hours of the night or day that the figure of the broken member is not deformed nor dissolved, or that the ligament is softened, thus rectify all with your virtue.
E pausa la vianda del malaute segon le orde le qual havem denant mes, enayssi que la vianda sia subtil en le comensament entro que es comensat strenher; e lahoras cove que egrossas la vianda de lu.	And pause the food of the patient according to the order which we have previously mentioned, in such a way that the food is subtle at the beginning until it starts to strengthen; and then it happens that you increase the food of them.
Quar de constuma del adjutori e de la camba de lu es que sian strengutz en xl dias; e lahoras cove que sian desliatz e sia administrat banh e sia medicat am enguentz los quals rectifican aquel.	Since the custom of the adjuster and of their leg is that they are strengthened in 40 days; and then it happens that they are loosened and administered baths and medicated with ointments which rectify those.
E si la fractura es layha atrita, lahoras tu no deslies de aquela le liament e las stelhas entro a l dias o entro a dos meses.	And if the fracture is badly treated, then you do not loosen that ligament and stabilizers until a month or until two months.
Capitol .xii.	Chapter 12.
De restauracio de fractura del bras.	On the Restoration of Fractures of the Arm.
Bras es compost de dos osses les quals so appelatz dos focils; dels quals la un es petit, e es aquel que siec le dit pous, e l’autre es gran e es aquel le qual es pausat dejos le petit dit, de la partida pus dejus.	The arm is composed of two bones which are called two forearm-bones; of which one is small, and it is the one that is called the radius bone, and the other is large and it is the one that is placed below the small bone, from the part below.
E fort leu es trencat le focil major solament, o le petit, e fort leu son trincatz ensemps.	And if you have broken the larger or smaller fontanelle, or if you have broken it in several places.
E quan es trencat le focil petit desus, lahoras la restauracio de lu es leugiera, e la sanacio de lu es pus leugiera.	When the small fontanelle is broken below, then its restoration is more difficult, and its healing is even more difficult.
E quan es trencat le focil de lu dejos la fractura de lu es mala, e la sanacio de lu es dificil.	And when the fontanelle of the patient's thigh is broken, the fracture of it is bad, and its healing is difficult.
E pus mala de aquela es quan son trencatz dos osses essemps.	And worse than that is when two bones are broken at the same time.
Donc si l’os le qual es trencat es le focil petit desus, lahoras es convenient al metge, deves la restauracio de lu, que pauze petita extencio am facilitat entro que aquel sia engualhat.	Therefore, if the bone that is broken is the small fontanelle below, then it is convenient for the doctor to delay its restoration, so that a small extension can be facilitated until it is fully healed.
Mays si le focil gran es aquo que es trincat, lahoras cove que pause extencio pus vehement.	But if the large fontanelle is what is broken, then it is necessary to apply a more violent extension.
