Ayssi comensan las paraulas de Albucasim .	Thus we begin to read the paragraphs of Albucasim.
E si fleubotomas aquela en la facia del pe, lahoras tu te guarda dels nervis que so dejos aquela sobre la facia del pe, e pausa la tua fleubotomia am la qual tu fleubotomas per le travers, quays cum si tu la volias inscidir.	And if you fleubotomize that on the surface of the foot, then you beware of the nerves that are below it on the surface of the foot, and pause your fleubotomy at the place where you fleubotomize transversally, lest you want to insert them.
E sia le fleubotomi vosil.	And these are your fleubotomy rules.
Mays si es prohibit le issiment del sanc; lahoras tu itera le pe de lu en l’aygua cauda e layssa correr le sanc en aquela entro que sia evacuat.	Moreover if the blood flow is prohibited; then you iterate the foot of it in warm water and let the blood run into it until it is evacuated.
E si le fleubotomador erra en la primieyra veguada, lahoras itera am le fleubotomi en sus un pauc, quar le loc es sal; e no temes de lu malician, mays que te guardes dels nervis ayssi cum havem dit.	And if the fleubotomizer errs in the first vein, then iterate with the fleubotomy in its own pace, because the place is salty; and do not fear the evil of it, more than you beware of the nerves as we have said.
E semblantment fay de la sophena del autre pe engualment.	It seems that the similar language is a mix of Latin, Italian, Spanish, and French.
E de la vena sciatica, le loc ayssi cum havem dit es deves le talo dejos la cavilha de la partida silvestra.	"And from the sciatic vein, the place has thus been said to be below the heel, near the hollow of the Silvester's division."
E le juvament de la fleubotomia de lu es a dolo de anca quan es per sanc caut.	"And the juice of the fleobotomy of it is a remedy for when it is for bloody flux."
E la qualitat de la fleubotomia de lu es que·l malaute intre en banh, e festine e strenha la cueyssa de lu del latz de la ancha entro desus le talo desus quatre ditz an una benda longua subtil, quar no appar sino per aquo.	"And the quality of the fleobotomy of it is that the patient goes into a bath, and tightens and strengthens the thigh of their ankle below the sole, under four fingers in a long subtle bandage, because it does not appear except for that."
E donc quan appar, lahoras tu fleubotoma aquela segon cascun engen que es a tu possible e segon le tranvers, e es milhor; o inscidas aquela per inscizio o secces aquela per seccio, quar le loc de lu es sal.	"And then when it appears, then you fleubotomize that according to each engineer who says it is possible and according to the transverse, and it is better; or insert it for injection or section it for secretion, because the place of it is healthy."
E ela es en motz homes mot ameguada; e si atrobas aquela, e no appar al sentiment de tot, lahoras fleubotoma alcun ram de lu, e es aquel que appar en le dos del pe enves le dit auricular e le anular.	"And it is in many homes somewhat alleviated; and if you touch it, and it does not appear to the whole sentiment, then fleubotomize some root of it, and it is that which appears on the back of the foot in the auricular and ring fingers."
E guarda te dels nervis, e fay correr del sanc la quantitat que voles.	"And beware of the nerves, and make the blood flow with the quantity that you want."
E aprop deslia la strictura e pausa sobre le loc de la fleubotomia coto e strenh le loc, quar leugierament es sanat.	"And then release the structure and pause over the place of the fleobotomy, and strengthen the place, because it will be healthy soon."
De ventozacio e de las qualitatz de uzar de aquelas.	"By ventilation and by the qualities of using those."
Ventozas so de corns, o de eram, o de veyre.	"They ventilate with horns, or with iron, or with glass."
E ventozacio es fayta segon doas manieyras: la una de lor es am scarificacio e extracio de sanc, e l’autra es ventozacio ses scarificacio.	"And ventilation is done according to two methods: one of them is with scarification and blood extraction, and the other is ventilation without scarification."
E aquesta ventozacio que es ses scarificacio es segon doas manieyras, quar o es am foc o ses foc.	"And this ventilation that is without scarification is according to two methods, because either it is with fire or without fire."
E a las ventozas que so administradas am scarificacio e extraccio de sanc son xiiii locs del cors, dels quals la un en lo qual so pausadas ventozas es alnocrati, e es la deriera partida del cap; e le mieg loc d’el de doas partz del col ensemp; e ventozas del mento dejos la mandibula pus dejos de la boca; e ventozas de doas spatulas; e ventozas de alohoster, e es sobre la fi de la coeta; e ventozas de dos focils, e so de dos brasses; e ventozas de doas cavilhas; e ventozas de doas cuoyssas.	"And the ventilations that are administered with scarification and blood extraction are 13 places of the body, among which one where pauses are made is in the underarm, and it is the last part of the head; and the middle place of two parts of the neck together; and ventilations below the mandible, below the mouth; and ventilations of two spatulas; and ventilations of alohoster, and it is on the end of the thigh; and ventilations of two focils, and they are of two arms; and ventilations of two cavities; and ventilations of two hips."
E ventozacio no extratz le sanc sino de las venas menudas sparssas en la carn, e per aquo no catz la vertut per aquelas, ayssi cum es cazement per fleubotomia; ni no cove que ventozacio sia fayta am foc o ses foc en alcuna malautia fayta per replecio entro que le cors tot sia evacuat.	"And ventilation does not extract blood except from the small, sparse veins in the flesh, and therefore it does not catch virtue through them, just as it is done for fleobotomy; nor does it cover that ventilation is done with fire or without fire in any bad condition made for replenishment until the entire body is evacuated."
Mays si necessitat provoca a ventozacio per malautia o per continua, aministrem aquela en tota hora al comensament del mes e en la fi de lu, e en le mieg loc de lu e en qualque temps sia.	"However, if it is necessary to provoke ventilation for illness or for continuity, administer it every hour at the beginning of the month and at its end, and in the middle place of it and at some time."
La qual causa es quar dels homes es en les quals es sanc multiplicat entro que indigeys de extraccio de lu per ventozacio e atroba en le sieu cap graveza e soda; e de aquels es que atroba replecio e rogor en la sua cara e en le sieu cap, e en le sieu col; e de aquels es que atroba pruziment en la sua cara e en le sieu front e tenebrositat e hebetut en les sieus huels; e de aquels que gieta le loc de la sua ventozacio; e de aquels es que le lor ris es multiplicat; e de aquels es que atroba gustament de sanc en la sua boca, o que la lengua es apostemada e escup sanc; e de aquels es que lor dormir es multiplicat, e de aquels que vetz sanc en lo dormir rogor e antics e plaguas e autras causas a lor semblantz.	"The cause is that in those homes where blood is multiplied until it indicates extraction of it through ventilation and touches the heavy and swollen head; and from those, it touches replenishment and rigor in their face and in the heavy head, and in the heavy neck; and from those, it touches prurience in their face and in the heavy forehead, and darkness and dullness in the heavy wheels; and from those that throw the place of their ventilation; and from those, their blood is multiplied; and from those, they taste blood in their mouth, or the tongue is apostematized and spits blood; and from those, their sleep is multiplied, and from those who vomit blood in their sleep, rigor and antics and plagues and other causes similar to them."
E donc quan vezes en alcuna causa de aquelas, e propriament si es en le tertz o miga del mes, lahoras comandam ventozacio esser fayta pus que so passadas del dia dos o tres horas.	"And then when it happens for some cause of those, and properly if it is in the third or middle of the month, then command ventilation to be done after two or three hours have passed from the day."
