Ayssi comensan las paraulas de Albucasim .	Thus begin the paragraphs of Albucazim.
E perforsa te que·l pietz de aquel sia guardat en aquel dia de totz mals accidentz animals, ayssi cum es angustia, ira, temor, e de totz accidentz corporals, ayssi cum es trebal e pena superflua e coyt e semblantz a lor.	And perform for you that the foot of that one is guarded on that day from all bad accidents, animals, thus as it is anguish, anger, fear, and all bodily accidents, thus as it is trouble and excessive pain and cough and similar to them.
E a la sua sezelha fassa esser presentz las causas en le us de la qual corr costuma dels homes am aromaticitat e odorament e am bals e semblantz ad aquels segon la cantitat de possibilitat.	And at its session, make sure to present the causes in the use of that which corrects customarily among men with aromatics and odors and balms and similar to them according to the quantity of possibilities.
E segua le fleubotomador sobre un coyssi que sia pus aut que·l coyssi de aquel que deu esser fleubotomat.	And follow the phlebotomist on a cushion that is put above the cushion of the one who must be phlebotomized.
E aprop extragua le sieu bras, e fregue aquel am la sua ma le fleubotomador doas o tres veguadas; e aprop strenha le liament am correia e involva aquel doas veguadas.	And also extract the sick arm, and rub that one with their hand the phlebotomist does twice or three times; and also strengthen the ligament in correction and involve that one twice.
E sia la strictura temprada, quar la strictura quant no es engual, o la strictura es am superfluitat, lahoras prohibeys de fluxs del sanc; o es am mollificacio, e lahoras prohibeys le cors del sanc eyssament.	And it is the tempered structure, because the structure when it is not engorged, or the structure is superfluous, then it prohibits the flow of blood; or it is a mollification, and then it prohibits the body's blood vessels.
E aprop la strictura, cove que aquel que deu esser fleubotomat fregue las suas mas ensemps entre lor entro que las venas sian imfladas, e sian declaradas al sentiment.	And also the structure, take care that the one who must be phlebotomized rubs their hands together among them so that the veins are inflated, and are declared to the feeling.
E aprop le fleubotomador unte le sieu fleubotomi am un pauc de oli antic propriament; e aprop pausa le sieu di indic de la ma senestra sobre aquela vena, dejos le loc del qual vol la fleubotomia, per que la vena fuja un pauc, e la percussio sia sessada quar de las venas es la qual atrobas ayssi cum corda fugent deves la fleubotomia, e de aquelas es que es plena de ventositat e quan pauses le fleubotomi sobre aquela es contrayta deves le fleubotomi, e es desceubut le fleubotomador; e le fleubotomi no uobre la vena, e si uobre, aquela es streyta.	And also the phlebotomist anoints the sick phlebotomy with a little oil antic properly; and also pauses the sick finger of the left hand over that vein, beneath the spot where one wants the phlebotomy, so that the vein becomes a little, and the percussion is seated because among the veins it is the one that touches thus like a fleeing cord gives the phlebotomy, and of those it is full of windiness and when pauses the phlebotomy over that it is constricted thus the phlebotomist; and the phlebotomy does not uncover the vein, and if it uncovers, that is stretched.
E donc, per aquo cove que·l fleubotomador sia fermat e sia sollicit en totas aquestas causas.	Therefore, it is necessary that the flower-picking surgeon be stopped and solicited in all these causes.
E aprop depause le fleubotomi, mays si la vena es huberta en una veguada, lahoras bo es; e sino, tu itera aquo autra vaguada dejos aquel loc un pauc, o sobre lu am festinacio, si le loc no es apostemat.	And then stop the bloodletting, for if a vein is opened in a vessel, then it is good; and if not, you will open another vessel below that place on the arm, or above, if the place is not affected.
Et si le loc es apostemat, o le malaute se spauresca, lahoras tu le layssa per un dia o per dos, e no strenha le liament, quar fort leu atirara apostema caut, ni no intre en banh.	And if the place is affected, or the patient becomes weaker, then you will leave it alone for a day or two, and do not tighten the bandage, because the strong compression can cause an aposteme, nor enter into a bath.
E aprop itera la fleubotomia si la ama.	And then perform bloodletting if necessary.
E si la apercio es petita e corr sanc subtilment, e temes que non yesca sanc la cantitat que voles, lahoras tu itera le fleubotomi en aquel trauc segon rectitut e ajusta en la appercio un pauc, e fay aquo am festinacio denant que·l loc sia apostemat, quar le loc es apostemat en motz homes deves pauca apercio.	And if the perception is small and you subtly feel the blood flowing, and you fear that it will not flow in the quantity that you want, then you perform bloodletting in that tract according to rectitude and adjust the perception a little, and do so with careful attention before the place becomes affected, because the place becomes affected in many homes for a short time with little perception.
Mays si vezes aquel ja apostemat, lahoras no iteres sobre lu, quar no escusa a tu alcuna causa; e pausa sobre aquel alcuna partida de la fenda de oli, quar alleuja le cors del sanc.	But if it has already become affected, then do not touch it, because you cannot attribute any cause to it; and pause on that part of the ulcer of the oil, because it alleviates the body's blood.
E es milhor en aquest loc que oli e que les autres olis.	And it is better in this place where the oil is, and that the other oils.
E semblantment aministra fenda de oli en tota fleubotomia am la qual fleubotomes las venas deves la prohibicio de cors de sanc, e fan aquo tyriaca alfadoc e sagzenea quan es pausat de la una de aquelas sobre le loc, quar le sanc es subtiliat e es revolvut quan es gros.	And similarly, administer the oil of the ulcer in all bloodletting, in which bloodletting the veins are prohibited from the body's blood, and make a tyrical alfadoc and sagzenea when it is paused on one of those above the place, because the blood is subtly revolved when it is gross.
E si en le loc de la fleubotomia es engendrat gran apostema, quar motas veguadas accideys, e majorment ad aquel que no es stat sangnat sino aquela veguada, o en la apercio de la vena pauca, e lahoras tu coyta, e pausa sobre le loc sponja infuza en aygua e sal, un pauc scalfada, e strenh aquela per una hora, quar es dissolvut.	And if in the place of bloodletting a great aposteme is generated, because many vessels are injured, and it worsens for one who has not been bled since that vessel, or in the perception of the little vein, and then you apply, and pause on the place with a sponge infused in water and salt, a little scalded, and tighten it for an hour, because it is dissolved.
E cove que fassa aquo aprop le yssiment del sanc de aquela vena am compliment de lu o de autra vena.	And it is necessary that you make points on the surface of the blood of that vein in complement to it or another vein.
