Ayssi comensan las paraulas de Albucasim .	The words of Albucazim begin thus.
Mays si tu eras en les dias d’estiu, lahoras tu yest excusat de la iteracio de la ma en l’aygua cauda, e le mes es pausat le cors del sanc en aygua cauda en temps de yvern.	But if you are in the days of summer, then you should be excused from inserting your hand into cold water, and instead pause the blood's flow into cold water during the time of winter.
E la fleubotomia de aquesta vena es pus salva que de totas las autras venas, quar dejos lu no ha vena pulsatil, ni nervi.	And the bleeding procedure from this vein is more saving than from all other veins, because it does not have a pulsating vein or nerves.
E la fleubotomia de la savatella de la ma dreyta es conferent a las malautias del fetge.	And the bleeding procedure from the vein in the right arm is related to diseases of the liver.
E la qualitat de la fleubotomia de lu es que tu strenguas la ma am liament o am la tua ma, pus que tu l’as mesa en ayga cauda, entro que la vena sia imflada e sia be demostrada al vezement; e aprop fleubotoma aquela transversan; e si inscidas aquela de tot no nozera aquo en re.	And the quality of bleeding from this vein is that you should strengthen your hand with gentle pressure or with your own hand, more than you have put it in cold water, until the vein is inflated and clearly demonstrated; and then bleed transversely; and if it does not flow out well, do not hesitate to repeat.
E conserve que no ultimes la tua ma am la fleubotomi, quar dejos lu so les nervis dels ditz denudatz de carn.	And take care that you do not leave your hand in the bleeding procedure, because it is possible that the nerves of the fingers are exposed to the bone.
E aprop itera la ma en l’aygua cauda e laysse correr le sanc en aquela, quar si tu no iteras aquela en l’aygua cauda, le sanc sira coagulat en lo orrifici de la vena, e es prohibit de flux.	And then insert your hand into cold water and let the blood flow into it, because if you do not insert it into cold water, the blood will clot at the orifice of the vein, and the flow will be prohibited.
E cum es extrayt le sanc segon la quantitat de necessitat, lahoras tu pausa sobre la vena oli e sal, per que no sia consolidada coytadament; e semblantment cove que tu fassas en tot ram streyt.	And when the blood is extracted according to the quantity of necessity, then you should pause over the vein with oil and salt, so that it will not be consolidated too quickly; and similarly, you should do this in every limb.
Mays le juvament de la fleubotomia de aquela de la ma senestra, es que es conferent a las malautias de la melsa.	But the bleeding procedure from the vein of the left arm is related to diseases of the gallbladder.
E fay semblantment en la fleubotomia de lu ayssi cum has fayt en l’autra.	And do similarly in the bleeding procedure from this one, just as you have done in the other.
E le juvament de la vena sephena de la fleubotomia es a las malautias que so en la partida dejos del cos, ayssi cum so malautias de la mayre, e a retencio de mestruas, et a las malautias dels ronhos e ulceracios de coyssas e de cambas antiquas, e a lor semblantz de las malautias.	And the significance of the sephena vein in bloodletting is related to diseases that are located on the part behind the body, just as it is related to diseases of the hips, and retention of menstruation, and diseases of the lungs and ulcerous sores on the bones and joints of old age, and similar diseases.
E la qualitat de la fleubotomia de lu es que·l malaute entrometa lo sieu pe en aygua cauda e fassa sobre aquel fricacio entro que be apparen las venas; e lia sobre la junctura del pe am correia; e le loc de la vena le talo apparent deves le dit pous, e de aquela so ramificatz en la facia del pe motz ramps.	And the quality of bleeding from this vein is that the patient should insert their foot into cold water and make a friction on it until the veins appear; and then apply the ligature to the joint of the foot with a cord; and the location of the vein, when it becomes apparent, should be marked by the said toe, and from there it should ramify into the face of the foot like branches.
E donc fleubotoma le pus ample ram o dejos la camba deves le talo deves la agreguacio de lu, quar es milhor e pus sal.	And therefore bleed more abundantly from below the knee to above the ankle, and mark the spot with a knot, because it is better and safer.
E si fleubotomas aquela en la facia del pe, lahoras tu te guarda dels nervis que so dejos aquela sobre la facia del pe, e pausa la tua fleubotomia am la qual tu fleubotomas per le travers, quays cum si tu la volias inscidir.	And if you bleed from the face of the foot, then be careful not to touch the nerves that are located underneath it on the face of the foot; and pause your bleeding procedure with which you bleed transversely, as if you were going to cut into it.
E sia le fleubotomi vosil.	And may the bleeding be good.
Mays si es prohibit le issiment del sanc; lahoras tu itera le pe de lu en l’aygua cauda e layssa correr le sanc en aquela entro que sia evacuat.	But if the flow of blood is prohibited; then you should insert the foot into cold water and let the blood flow into it until it is evacuated.
E si le fleubotomador erra en la primieyra veguada, lahoras itera am le fleubotomi en sus un pauc, quar le loc es sal; e no temes de lu malician, mays que te guardes dels nervis ayssi cum havem dit.	And if the bleeding operator makes a mistake in the first degree, then repeat the procedure with a little less force, because the spot is sensitive; and do not be afraid of the evil one, but rather beware of the nerves just as we have said.
E semblantment fay de la sophena del autre pe engualment.	And do similarly with the sephena vein of the other foot as well.
E de la vena sciatica, le loc ayssi cum havem dit es deves le talo dejos la cavilha de la partida silvestra.	And of the sciatic vein, the location as we have said should be marked below the socket of the wilderness partition.
E le juvament de la fleubotomia de lu es a dolo de anca quan es per sanc caut.	And the significance of bleeding from this vein is for sciatica when it is accompanied by bloody discharge.
E la qualitat de la fleubotomia de lu es que·l malaute intre en banh, e festine e strenha la cueyssa de lu del latz de la ancha entro desus le talo desus quatre ditz an una benda longua subtil, quar no appar sino per aquo.	And the quality of bleeding from this vein is that the patient should enter a bath, and hasten and strengthen the grip on the cuddy of the lathe above the ankle, up to four fingers' width, wrapped in a thin bandage, so that it does not appear except by means of this.
E donc quan appar, lahoras tu fleubotoma aquela segon cascun engen que es a tu possible e segon le tranvers, e es milhor; o inscidas aquela per inscizio o secces aquela per seccio, quar le loc de lu es sal.	And therefore, when it appears, then you should bleed that vein according to each person's ability and according to the transverse direction, and it is better; or cut into it by incision or cut off a piece of it, because the spot is sensitive.
