Ayssi comensan las paraulas de Albucasim .	Thus begin the rules of Albucasim.
Sapias que a la pinche de la ma e als nuzes dels ditz tart endeve fractura, e no accideys a lor sino atricio motas veguadas.	You will know that at the fist of the hand and at the joints of the fingers there is often fracture, and it does not occur to them unless through vigorous and rough movements.
E quan accideys a la ma fractura o atrissio, lahoras cove que·l malaute segua cayrat e denant lu lies cezent segon equalitat, e aprop pausa la ma de lu sobre aquela extenduda.	And when fracture or rupture occurs in the hand, then it is necessary for the patient to follow a straight and level path, according to equality, and then pause his hand over that extension.
E aprop le ministre extenda les osses trencatz e·l metge engualhe aquels entro que sian congongitz am bona congoncio.	And then the minister extends the broken bones and the doctor joins them together until they are well-conjoined in good conjunction.
E lahoras cove que pause emplastre e estopa, si no accideys apostema caut; e aprop pausa stela desus segon la quantitat del loc, e tu ja has envolopada aquela en drap de li.	And then it is necessary to apply a plaster and a bandage, unless an abscess occurs with caution; and then place a star underneath according to the quantity of the place, and you have already wrapped that in a cloth of yours.
Mays si la trincadura es en las partidas dedintz deves le ventre de la palma, e lahoras fay semblant de spera de drap, e comanda al malaute que strenha aquela am la sua palma trincada; aprop sia strenguda am drap lonc.	But if the bandage is in the divided parts of the belly of the palm, and then it makes a resemblance of a sphere of cloth, and command the patient to strengthen that with their palm bandaged; then it will be strengthened with a long cloth.
E sia la stelha de cuer am drap en le qual sia levitat, per so que le cuer sia aplicat a la palma; e strenh aquela segon que cove.	And the star of the body is in the cloth in which it is elevated, so that the body is applied to the palm; and strengthen it according to what is necessary.
Mays si la fractura es a las partidas defora, lahoras cove que pauses desus stela e autre estela de la partida dejos en la palma, per so que la ma sia uberta e dreyta; e aprop pausa la strictura, ayssi cum es revolvuda la ma a la rateta entre les ditz am liamentz.	But if the fracture is in the forward parts, then it is necessary to place underneath a star and another star of the part below on the palm, so that the hand is opened and straightened; and then pause the structure, just as the hand is revolved at the joint between the fingers with ligaments.
E si accideys fractura a alcu dels nozes dels ditz, lahoras si es le dit pous, sia engualat segon que cove e aprop sia strenhut am la palma e si·t voles, pausa a lu astela petita dreyta per so que sia elevada la fractura e no sia mauguda.	And if fracture occurs at the knuckles of the fingers, then it is the finger joint, which should be joined according to what is necessary and then strengthened in the palm, and if you want, place a small straight beam for supporting, so that the fracture is elevated and not misaligned.
Mays si la fractura es en les autres ditz, ayssi cum en aquel del mieg loc, o en le indic, o en le auricular, o en le anular, lahoras sia engualhat e liat am le dit sa le qual siec aquel; o sian totz liatz segon continuacio, e es milhor; o pausa sobre aquel stela petita, ayssi cum havem dit en le pous.	But if the fracture is in the other fingers, just as in that of the middle place, or in the index finger, or in the auricular, or in the anular, then it should be joined and tied with the finger joint so that it is fixed; or all the joints are according to continuity, and it is better; or place above a small star, just as we have said in the joint.
E considera, en la tua restauracio, e aprop aquela, la disposicio de apostema caut e oppose — am la tieua operacio — am aquo que cove quan accideys alcuna causa de aquelas, segon que es iterada la narracio de lu.	And consider, in your restoration, and then that, the disposition of abscess caution and opposition — in the tie and operation — in what is necessary when any cause among those occurs, according to what is repeated in the narrative of it.
Capitol .xiv.	Chapter 14.
De restauracio de fractura del os de la coyssa.	On the restoration of fractures of the bone of the hip.
Le os de la cueyssa motas veguadas es trencat e es declarat al sentiment segon que es convertit a la partida denant e a la pus sobirana.	The bone of the hip is broken and declared to the sentiment according to what is converted to the part above and to the underlying pus.
E la restauracio de lu se fa enayssi que·l liament es strenhut sobre la fractura e autre liament dejos la fractura, e le malaute sia prostrat sobre le sieu ventre e sobre la cara.	And the restoration of it is done in such a way that the ligament is strengthened over the fracture and another ligament below the fracture, and the patient is prostrate on his back belly and on his face.
E aprop le ministre extenda tot le liament a la sua partida segon la qualitat, quan la fractura es en le mieg loc del os.	And then the minister extends all the ligaments to their part according to quality, when the fracture is in the middle place of the bone.
Mays si es propdana a la razitz de la cueyssa, lahoras sia le liament propda al denolh a la partida del pentenilh, per so que la extencio caja en sus, e le autre liament dejos la fractura.	But if it is close to the root of the hip, then the ligament is propped against the outer part of the pelvis, so that the extension settles in itself, and another ligament below the fracture.
E semblantment si la trencadura es propdana al denolh, lahoras sia fayt le liament propda al denol, e sia la extencio a las partidas dejos.	And similarly if the break is close to the outer part, then it should be made with the ligament propped against the outer part, and the extension should be at the lower parts.
