Praefatio.	Introduction.
Et caue omni cautela, ne stringas uulnus cum fractura.	Be very careful not to tie up a hurt one along with the broken bone. These instructions are based on an excerpt from Albucasis's work "Al-Taqwim fi al-M
Multotiens enim fecerunt istud stolidi medici: et fecerunt accidere super infirmos suos aut mortem, aut corrosionem, aut zuchem, id est, saniem.	Multi times have these learned physicians performed this act of stupidity: and it has happened that they caused harm to their patients either by death or injury, decayed health, sickness, in other words, weakened state of being well. These instructions are based on a critique found within the historical context where certain practices deemed as rudimentary today were once widespde but later reevaluated for patient safety and modern medical understanding's sake. This particular line suggests that Albucasis or his contemporaries viewed such acts with
Et sit strictura tua mollis, lenis, diuersa stricturae fracturarum reliquarum.	And apply yourself strictly, softly and differently: to leave the remaining parts of the broken bone as they are after treatment has been applied with appropriate techniques for ensuring recovery without unnecessary immobilization that could lead to complications such as joint stiffness or muscle atrophy. In modern practice,
Quod si uulnus est malum, aut est uulnus magnum, et times super ipsum quaedam accidentia mala quae narrauimus, et inuenis dolorem in loco suspensum: tunc non oportet, ut ponas super ipsum astellas.	Which is to say that if the wound (or injury) is bad or very serious, and after discussing its malign aspects as described previously, you find pain when trying to hold it upright: at such times one should not attempt to support the limb directly against gravity's pull. This reflects an understanding of modern principles where immobilization might be harmful in certain acute situations or for specific injuries that are best managed with a controlled environment, often necessitating specialized fracture reduction and stabilization techniques rather than immediate manual elevation to counteract the force of gravity on the injured limb. Such decisions should always consider the nature and sever
Et fac eis inuolutiones ex pannis duris in loco astellarum, et stringe ipsum cum eis.	And fix wound coverings from hard materials to its elevated position as described above: tightly binding the dressing with said material for protection and immobilization of an injured limb that has been temporarily kept in a raised state due to medical advice or treatment necessities, this directive echoes practices where appropriate measures
Cum autem est post diem unum, aut dies duos, et uides uulnus iam incipere, ut in eo generetur pus: tunc aufer desuper ipsum pannum quem posuisti super ipsum cum uino.	If after one or two days the wound has begun to produce a discharge of blood-tainted fluid indicating possible infection, and you then notice that it starts bleeding anew: at such times remove immediately not only the previously applied bandage but also cleanse thoroughly. This instruction underscores modern guidelines for managing potential signs of wound infections or dehiscence (wound reopening), where timely recognition and intervention are critical to prevent further complications, following steps that include debridement if necessary before applying a new dressing under sterile
Deinde administra licinia, et unguenta cum quibus de consuetudine nostra est, ut medicemur uulnera: sicut unguentum tetrapharmacon, et similia illi.	Then follows the administration of Licinius and according to our customary use with these ointments as an antidote for wounds; just like this mixture of four-part oil used by Albucasis: so too is its equivalent.
Et conuenit tibi, ut soluas ligamentum.	And you must learn how to heal a sprain as well.
Et considera uulnus in omni die mane et uespere, donec consolidetur, et sanetur.	Consider the wound every morning and evening until it is firmly settled and heals.
Et oportet, ut praeparetur membrum taliter, ut currat ex eo pus ad inferiora cum facilitate.	It should be prepared in such a way that the affected part can easily draw out the pus to its lower parts. This instruction is aimed at ensuring effective drainage of an abscess or infected wound, which Albucasis stressed as crucial for recovery during his time when surgical intervent
