Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucius.
E aprop pausa la tua strictura sobre le loc de la fractura pus fort e pus vehement, e quan mays sira la extrictura a las partidas desus de la fractura o a las partidas pus bassas de lu, pausa la strictura un pauc pus molh segon que es precedida la rememoracio de lu en le comensament del capitol.	And place your string over the location of the fracture firmly and forcefully, and when the extraction is to the edges above or below the fracture, place the string a little less tight according to the reminder given at the beginning of the chapter.
E les draps que so envolopatz sobre la fractura sian draps mols humitz, e no sian durs ni aspres, e·l fiel am le qual es strenhut sia de li propriament migier entre subtil e gros, ayssi cum havem recomtat.	And the cloths that are wrapped around the fracture should be soft and moist, not hard or harsh, and the thread with which it is strengthened should be of moderate thickness, as we have recommended above.
E considera le membre e·l liament aprop alcus dias.	Consider the limb (arm) and the ligament for several days.
E si accideys alcuna causa de la qual rectificacio es necessaria, ayssi cum prusiment le qual accideys al membre, e lahoras cove que tu enbroques le membre am aygua cauda entro que cesse aquel pruziment.	And if any cause arises for which correction is necessary, such as a swelling on the limb, then you must bind the limb with warm water until it ceases.
E leysses le membre no costreyt entro que repause, e aprop torna la strictura.	Unbind the limb and let it rest until it is healed, and then replace the string.
E si la extrictura ja es mollificada e l’os ja es remaugut e semblantz ad aquels, lahoras rectifiqua tot aquo am la tua vertut.	And if the extraction has been softened and the bone has healed and appears similar to others, then correct everything with your skill.
E considera mays si le nutriment es prohibit pervenir al membre per superfluitat de strictura, quar lahoras cove que mollifiques aquel un petit e laysses aquel per alcus dias entro que corra ad aquel le nutriment, e aprop strenh aquel.	Consider more if the nourishment is prevented from reaching the limb due to excess binding, for then it is necessary to soften it slightly and leave it for several days until the nourishment reaches it, and strengthen it.
Mays si al malaute no accideys alcuna causa de aquelas que havem ditas, lahoras no cove que sia desliat entro aprop xx dias o enviro de aquels.	But if there is no such cause for the patient as we have mentioned, then it is not necessary to remove it before about twenty days or more after that.
E aprop sia suspenduda la ma del malaute per la sua vertut de movement agitatius, e fay aquel dormir sobre le sieu dos.	And let the hand of the patient be suspended by its ability to move agitatedly, and place it to sleep on its own back.
E sapias que aquesta fractura es restaurada en xxx dias o en xxxii dias, o fort leu es restaurada en xxviii dias, e tot aquo es segon la disposicio de las compleccios e las disposicios de la vertut.	You know that this fracture is restored in 30 days or 40 days, or it heals quickly in 28 days, and all of this depends on the complexity of the case and the properties of the individual.
Capitol .xiii.	Chapter XIII.
De restauracio de fractura de la pinche de la ma e dels ditz.	On the healing of a finger fracture and thumb fracture.
Sapias que a la pinche de la ma e als nuzes dels ditz tart endeve fractura, e no accideys a lor sino atricio motas veguadas.	You know that a finger fracture or thumb sprain can lead to a fracture, but it does not occur unless excessive movement is observed.
E quan accideys a la ma fractura o atrissio, lahoras cove que·l malaute segua cayrat e denant lu lies cezent segon equalitat, e aprop pausa la ma de lu sobre aquela extenduda.	When the finger or thumb is fractured or sprained, it is necessary that the patient remains immobilized and elevated at an angle equal to the elbow, and place a pad under the affected area.
E aprop le ministre extenda les osses trencatz e·l metge engualhe aquels entro que sian congongitz am bona congoncio.	Then the assistant should extend the fractured bones, and the doctor will align them properly using good alignment.
E lahoras cove que pause emplastre e estopa, si no accideys apostema caut; e aprop pausa stela desus segon la quantitat del loc, e tu ja has envolopada aquela en drap de li.	It is necessary to apply a plaster and padding, unless an abscess occurs; place a steel splint as needed over the affected area, and you have already wrapped it in linen cloth.
Mays si la trincadura es en las partidas dedintz deves le ventre de la palma, e lahoras fay semblant de spera de drap, e comanda al malaute que strenha aquela am la sua palma trincada; aprop sia strenguda am drap lonc.	However, if the fracture is in the palm area, you should place a bandage around it and instruct the patient to grasp the broken part with their other hand. The bandage should be tightened with a long strip of cloth.
E sia la stelha de cuer am drap en le qual sia levitat, per so que le cuer sia aplicat a la palma; e strenh aquela segon que cove.	The splint should be made of wood or some other material that allows for elevation, so that the palm is in contact with it and the splint should be tightened as necessary.
Mays si la fractura es a las partidas defora, lahoras cove que pauses desus stela e autre estela de la partida dejos en la palma, per so que la ma sia uberta e dreyta; e aprop pausa la strictura, ayssi cum es revolvuda la ma a la rateta entre les ditz am liamentz.	If the fracture is in the fingers outside of the palm, you should place a splint above and another below the finger on the palm side to open and straighten the hand. Then apply a tight bandage as needed, like wrapping the hand around the wrist using linen strips.
E si accideys fractura a alcu dels nozes dels ditz, lahoras si es le dit pous, sia engualat segon que cove e aprop sia strenhut am la palma e si·t voles, pausa a lu astela petita dreyta per so que sia elevada la fractura e no sia mauguda.	If a toe or knuckle of the finger is fractured, if possible, immerse it in warm water and align it as necessary and tighten with a small straight splint to raise the fracture and prevent it from worsening.
Mays si la fractura es en les autres ditz, ayssi cum en aquel del mieg loc, o en le indic, o en le auricular, o en le anular, lahoras sia engualhat e liat am le dit sa le qual siec aquel; o sian totz liatz segon continuacio, e es milhor; o pausa sobre aquel stela petita, ayssi cum havem dit en le pous.	If the fracture is in the other fingers, such as in the middle finger or index finger or thumb or ring finger, immerse it in warm water and align it with the affected digit or all of them together if possible, which is better; or place a small splint over it as mentioned earlier for the toe.
E considera, en la tua restauracio, e aprop aquela, la disposicio de apostema caut e oppose — am la tieua operacio — am aquo que cove quan accideys alcuna causa de aquelas, segon que es iterada la narracio de lu.	Consider in your treatment the disposal of an abscess and its prevention with proper operations, as well as what should be done when any cause of this occurs, according to the narrative provided.
