Ayssi comensan las paraulas de Albucasim .	Thus, the text begins with the words of Albucasis.
Sapias que la junctura del ancha e la junctura del muscle no endeve sino dislocacio tant solament, e no accideys ad aquelas aquo que accideys a las autras juncturas de petita remocio e concavitat.	Know that the joint of the pelvis and the joint of the muscle do not move except for dislocation; this does not occur to those who have displacement or cavitation in other small joints.
E la junctura de la ancha es dislocada segon quatre manieyras, quar es dislocada a las partidas dedintz, o a las partidas defora, o a las partidas denant, o a las partidas detras.	The joint of the pelvis can be dislocated in four ways: dislocation at the inner divisions, outer divisions, frontal divisions, or posterior divisions.
E majorment es dislocada a las partidas dedintz, e pauc a las partidas denant o a las partidas detras.	It is more often dislocated at the inner divisions, and less so at the frontal or posterior divisions.
E senhal de la dislocacio de lu a las partidas de dintz es quar, quan tu ajustas la camba del malaute sana am la malaute, es pus longua e·l denolh es pus heminent que de la sana, e·l malaute no pot doblar le sieu pe deves le lenguonar, e es le loc que siec le lengonar apostemat de apostema caut, per so que·l cap de la coyssa ja es pervengut aqui.	The sign of the dislocation at the inner divisions is that, when you adjust the thighbone of the patient with the healthy one, the affected thighbone is longer and the protruding part is more prominent than the healthy one; the affected leg cannot be folded, it must be tied up, and the location where it should be tied up is marked with a cauterized wound so that the head of the swelling has been reached.
E·l senhal de aquel al qual accideys dislocacio es a las partidas defora, es que les accidentz de lu so contraris ad aquest accident.	The sign of the dislocation at the outer divisions is that the injuries occurring in that area are contrary to this injury.
E senhal de aquel al qual accideys dislocacio a las partidas denant es quar expan la camba sieua segon compliment, mays empero no dobla aquela ses dolor que es en le denol, e si se perforsa ad anar e no pot sobre aquo a las partidas denant; e la urina de lu es retenguda e l’engonar de lu es apostemat, e deves la ambulacio de lu sobre le talo.	The sign of the dislocation at the frontal divisions is that the thighbone expands as it bends, but does not bend without pain in the front; if it is pierced and cannot go forward to the frontal divisions, the urine is retained and the swelling is marked, and you must walk on the heel.
E senhal de aquel al qual accideys dislocacio a las partidas detras es que no expande le denol, ni no puesca doblar aquel denant que doble le engonar, e la camba de lu es pus breva que l’autra, e l’engonar es mollificat, e·l cap de la coyssa es deves aquel loc.	The sign of the dislocation at the posterior divisions is that the front part does not expand, nor can it be bent forward; the thighbone is shorter than the other one, and the swelling is softened, and the head of the swelling should be in that location.
Mays reduccio de las specias de aquesta dislocacio es que tu consideras, lahoras, si la dislocacio es vetusta et antiqua, que ja es anticada am le havent aquela aprop tu aministras reduccio de lu e roman segon la sua disposicio, lahoras no es en aquela curacio de tot; e adonc no cove que en aquela sia fayta prosompcio.	But the reduction of these types of dislocations is that you consider whether the dislocation is old and chronic, in which case it has already been healed with the approach you administer, and therefore it is not necessary for treatment; in this case, no intervention should be made.
Mays en aquel del qual la dislocacio es recent, e es una de las quatre specias de dislocacio, lahoras te coyta ad aquo que volvas la junctura e extendas aquela a las partidas dedintz e a las partidas defora, e mau aquela a la dextra e sinistra, quar fort leu retorna e no indigeys de autra cura.	But in the case of a recent dislocation, which is one of the four types of dislocations, you must try to bring back the joint and extend it to the inner and outer divisions on both sides, moving it to the right and left; this will return it without needing further treatment.
Mays, si no retorna en aquesta manieyra, lahoras cove que tu prepares ministre fort e extendas la camba de lu de la partida pus dejos, o am las suas mas, o am liament lo qual es liat sobre la camba desus le denol; e autre ministre extenda la ma de aquel desus enayssi que meta las suas mas dejos les titillics de lu; e aprop strenha am liament leon sobre la razit de la coyssa, e tengua autre ministre ters le extremitat del liament.	But if it does not return in this manner, you must prepare a strong medicine and extend the thighbone of the lower division or from the side, or with thin cloth on top of the thighbone; another medicine should be extended above it as far as his hands can reach; and another medicine should tighten a tourniquet around the swelling, and have another person hold the end of the bandage.
E sia extencio de lu o de la partida dedintz a l’angonar a la partida de la furcula, o de la partida detras a la partida del dos.	The extension should be made either to the lower or inner division towards the neck of the femur, or to the posterior or lower divisions at the pelvis.
E sia la extencio de totz aquels en una veguada entro que·l malaute sia elevat am le sieu cos de terra e que romangua pendent.	The extension should be made all of them in one movement while the patient is lifted off the ground and remains hanging.
E aquesta specia de extencio es specia cominal a totas quatre.	This type of extension is common to all four.
E donc si la dislocacio retorna am aquo que havem dit, sira bo; e sino, lahoras es necessari a tota specia aquo que dire de la propria curacio.	And if the dislocation returns as we have said, it will be good; otherwise, it is necessary for all types of dislocations to do what we have said about the treatment of each type of dislocation.
En la reduccio de lu propria, quan es dislocada, e la dislocacio es a las partidas dedintz, cove que·l malaute sia ressupinat sobre le sieu latz sa; e aprop pausa les liamentz sobre la razit de la coyssa en aquel loc le qual entre le cap de la coyssa e·l loc que es dejos le langonar; e aprop exten le liament en sus de la part del angonar a la pus auta partida de la furcula.	In the treatment of the dislocation when it is at the inner divisions, it is necessary that the patient lies down on his back; and place bandages around the swelling in the area between the head of the swelling and its lower end; then extend the bandage above the neck towards the uppermost part of the pelvis.
