Ayssi comensan las paraulas de Albucasim .	Thus, the sentence begins with the words of Albucasis.
Manieyra de emplaustre a juncturas e osses separatz de lors locs, e seda dolor accident en aquels e a fissuras e fractaduras: sia presa lana sutza e sia submersa en vi agre e oli cuyt e sia pausat sobre le loc.	Apply a poultice to joints and bones separated from their places, relieve pain in those areas and swelling or fractures: take wool soaked in vinegar and oil of cedar, squeeze it and place it on the affected area.
Mays en aquest emplastre no es vertut de restauracio, de apostema caut e expelleys dolors propriament.	Do not expect this poultice to have restorative properties, but rather to promote drainage and relieve pain directly.
Autra manieyra de emplastre que restaura os trancat: pren fuelas de figuier sort e fuelas de papaver salvatge; contereys tot e fay emplastre de lor.	Another method of poultice for fractured bones: take leaves of fig tree and leaves of opium poppy; grind everything together to make a poultice from them.
Manieyra de emplastre abreujat aministrat deves la restauracio de fractura de os e quan tu voles resolucio del romanent de apostema: recipe razitz de altea, de camamilla e flors de violes, de farina de ers, de totz ana partida .i.; sian totz trissatz e sian cofitz am vi, si·l membre no es scalfat.	A shortened method of poultice for fractured bones and the resolution of abscesses: grind a mixture of althea, camomile flowers, violets, oats and all other ingredients. Grind all ingredients in vinegar if the limb is not scalded (burned).
Mays si es scalfat, lahoras comfeys aquel am aygua de coliandre humit o am aygua e usa de lu.	If it is scalded, then compress it with a cold water of colander or the same water (used for washing).
Autra manieyra de emplastra pus fort en resolucio que aquest primier, quan accideys apostema dur deves la restauracio del membre: recipe de razitz de altea e de semensa de li, e de balaustia, e mellilot, majorana, flors de viol, de camamilla, de totz ana partida i engual; totz sian trissatz e sian cofitz am aygua de sauze o am aygua dousa o am vi, tot aquo segon la qualitat del membre e le repaus de la color de lu.	Another method of poultice for hard abscess that requires the resolution of the limb: grind a mixture of althea and its seeds, balm of Gilead, melilot, marjoram, violets, camomile, everything together and compress it with water of willow bark or sweet water or vinegar, depending on the quality of the limb and the relaxation of its color.
Mays Ypocras no diyssec en le sieu libre que sia pausat sobre le membre trenquat deves la restauracio de lu sino cerot fayt de cera e de oli e no autre causa; e recomtec que sia migier entre grossitut e subtilitat.	However, Hippocrates does not specify in his book that a poultice should be placed on a broken limb for its recovery, but rather a resinous mixture of wax and oil, without any other cause; he recommends it to be medium between coarseness and fineness.
Mays a Gualia es vist que sian pausatz sobre le membre trencat deves la restauracio de lu e las causas en las quals es exsiccacio am petit de caliditat so ayssi cum mirra, enses e semblantz a lor de aquelas causas que havem recomtadas.	In Gaul it is seen that poultices are placed on a broken limb for its recovery and the causes in which there is dryness with little heat such as myrrh, juniper, similar to those we have recommended.
Manieyra de emplastre que comfereys a lesio e dolor: recipe migat, de cezes, de pels de home inscizes o pena de auzel, e de altea, e sal, partidas enguals; sian trissatz e cribellatz e sian cofitz, e sia fayt emplastre.	A poultice that relieves injury and pain: grind meadowsweet, hops, shaved human skin or pen of goose feathers, althea, salt and mix everything together; sieve it and compress it to make a poultice.
Mays la quantitat segon la qual cove que romangua la liadura e aprop sia disliada, es que consideres si no es accidit dolor ni pruziment ni le os es trencat no es maugut de son loc, lahoras tu no deslies de motz jorns.	The amount that should remain for the wound to heal and be discharged depends on whether there is pain or inflammation or if the bone is broken out of its place, in such a case you should not undress it for many days.
E si accideys al loc dolor vehement o prusiment o imflacio, lahoras tu te coyte o deslie aquel en la hora, e osta le emplastre de lu.	And if there is strong pain or inflammation at the location, you should remove it at that time and apply a poultice to it.
E pren drap de li e spongia marina leon humida, e submergeys aquela en aygua tebeza, e am aquela lava le loc entro que cesse aquel pruziment e la dolor sia sedada; e aprop layssa repausar le membre per una hora; e aprop pausa sobre lu lana sutza submersa en vi agre e oli o oli rozat, e lia sobre lu per una nuoyt entro que sias segur de apostema caut, e que repause la imflacio del membre, e sia remauguda la dolor de lu.	Take a cloth and sea sponge soaked in lemon juice, immerse it in warm water, and with that wash the affected area until the inflammation and pain cease; let the limb rest for an hour; then apply a compress made of wool soaked in vinegar and oil or scented oil on it, for one night until you are sure the abscess has drained, and that the inflammation of the limb is relieved, and the pain is gone.
E aprop itera aquela strictura subtil e emplastre petit e no·l strenhas per la tua constriccio primieyra, e subtilia am aquel entro que sia sanat.	And apply a gentle and small pressure to the affected area, without straining it at first, and gradually make it smaller until it is healed.
E si vezes que le apostema e la rogor e la dolor e la imflacio e tots les accidentz ja so remaugutz de tot, e indigeysses de emplastre e de strictura, lahoras tu itera aquel ayssi cum has fayt al comensant engualment.	If the abscess and redness, pain, inflammation, and all symptoms have been healed, and no longer need poultices or pressure, then you should proceed as you did at the beginning.
E si no accideys al membre alcuna causa de aquelas que havem ditas, lahoras no deslies aquel sino aprop tres dias o quatre o v o .vii.; e alcunas veguadas tot aquo es layssat per xx dias segon que a tu appar per la desliadura del membre, ayssi cum havem dit, entro que la fractura adhereys, e se acosta a la coagulacio de la carn sobre aquel.	And if no cause of those mentioned above affects the limb, you should not undress it for three or four days or five or six days. And after certain periods of time (20 days according to your judgment based on the undressing of the limb, as we have said, until the fracture adheres and the skin begins to heal over it).
