Ayssi comensan las paraulas de Albucasim .	And so begins the vocabulary of Albucasis.
E sia fayt aquo per tu am facilitat, e guarda te que no caja per aquela tua operacio sobre le malaute delor.	And this should be done by you with great care, and remember that you should not cause any harm to the patient during your operation.
E si la fractura es en la pus sobirana partida del nas, e le dit no perve ad aquela, lahoras cove que sia equat am la extremitat del ray en le qual sia petita grossitut.	If the fracture is in the uppermost part of the nose, and it does not allow for vision, then cover it with a small, round bandage.
E si la fractura es en doas partidas, lahoras tu fay le semblant de aquo.	And if the fracture is in two parts, then do the same as before.
E coyta te am restauracio de lu en le primier dia de la fractura, si es possible; e sino, lahoras aprop le vii o·l x deves le repaus del apostema caut.	And if it is possible to restore the bone on the first day of the fracture, do so; otherwise, approach the seventh or tenth day and remove the pus from the wound carefully.
E aprop entromet en la extremitat del nas una meca de drap de li, si la fractura es en una partida, o metz doas calguas, si la fractura es en doas partidas, e sia en la calgua grossitut de tanta quantitat que umpla le trauc del nas.	And then insert a piece of cloth or two into the tip of the nose, depending on whether the fracture is in one part or two, and fill it with enough quantity to block the nostril.
E diysso alcus dels antics restauradors que las calguas sian enfundudas en boder, e sian permudadas en tot dia, mays no es vist a mi; habantz cove que la meca sia enfunduda en album de huou comfit am polvera de moli; e aprop layssa la qualgua entro que l’os sia fermat e sia endurazida la cartillage.	And say to the ancient restorers that the wounds should be filled with a border, and moved around throughout the day, but this is not my advice; however, covering the cloth with a piece of compacted almond flour powder will help strengthen the cartilage.
E alcunas veguadas sia entromes en le nas, en loc de calgua, pena de auca pus que es envolopada de drap de li leon; e sia que ja te la fractura del nas pus vehement e que le malaute no sia prohibit de inspiracio.	Sometimes, a splint is inserted into the nose, in place of a gag, to prevent excessive pressure or being wrapped in a cloth from the lion; and that you have already fractured the nasal bone more violently and that the patient is not prohibited from breathing.
E aquesta causa no es a tu necessaria; e si voles, fay aquo, e si voles, fay calguas.	This cause is not necessary for you; if you want to do it, then do so, and if you want to, make splints.
E si accideys autra veguada apostema caut, emplastra le nas am cerot o am coto enfus en vi agre e oli rozat, o am diaquilon.	And if another splint is needed for the abscess, apply a cerate or a poultice of calamine in vinegar and rose oil, or diachylon to the nose.
Mays si no accideys apostema caut, lahoras cove que emplaustres aquel defora am farina de sizami e am polvera de enses cofitz am album de huou; e aprop pausa sobre lu stopa leon, e no lies le nas am alcuna causa.	But if there is no abscess, then cover that part with flour of starch and powdered egg yolk mixed with albumen of egg; and place your hand over the lion's mouth, and do not leave the nose exposed to any cause.
Mays si so trencats les osses del nas am fractura petita o so conminuitz, lahoras cove que scindas sobre aquels, e extraguas aquels am insturmentz que conveno ad aquels; e aprop cos la scissura, e cura aquela am aquo que encarna e consolida, e am emplastres ad aquo convenientz.	But if the bones of the nose are fractured by a small break or are crushed, then cover those with it, and remove those with instruments that are appropriate for them; and place this laceration, and cure that with what encases and consolidates, and with ointments that are suitable for it.
E si accideys plagua dedintz le nas, lahoras cove que cures aquela am calguas e administra canulas de plom entro que sia de tot sanat.	If there is a bleeding wound on the nose, then cover it with a bandage and administer a plug of plaster into it to stop the bleeding.
Capitol .iiii.	Chapter 4
De restauracio de la mandibula quan es trincada.	On the treatment of the jaw when it is dislocated.
Quan la mandibula dejos es rompuda e la fractura de lu no es am plagua, reguarda lahoras si la fractura es deforas tant solament, e no es trencada en dos e es curvada a las partidas dedintz, lahoras la sua cognicio es leugiera.	When the jaw is broken and the fracture is not open, observe whether the fracture is only deformed and not completely shattered and curved to the parts inside, then it is unstable.
E cove donc, si la fractura es en la part dreyta, que tu intrometas le tieu indic senestre en la boca del malaute; e semblantment si la fractura es an la mandibula senestra, lahoras intromet le dit indic de la ma dreyta; e impelleys am aquel la gilbositat de la fractura dedintz am facilitat a las partidas defora, am la tua autra ma de la partida defora del os; am aquel decentment equa aquelam.	Then, if the fracture is in the middle of the jaw, introduce your finger on the left side of the patient's mouth; and similarly, if the fracture is on the right side of the jaw, then introduce your finger on the right side of the patient's mouth; and push it against the soft part of the fracture inside, your other hand on the deformed part of the bone; and hold it in place.
E si la fractura de la mandibula ja es separada en doas, lahoras cove que administres extensio de doas partz segon rectitut entro que sia possibla la equacio de lu.	And if the fracture of the jaw is already separated into two parts, then cover it with traction in two parts along the line to make it possible to align it.
E si accideys conmocio de dentz a disrupcio, lahoras strenh aquelas de las quals speras que romandran am fil de aur o de argent o de ceda; e aprop pausa sobre la mandibula trencada cerot, e aprop pausa sobre lu drap duplicat, e pausa sobre le drap gran stelha decentment fayta, o una pessa de sola engual a la longitut de la mandibula; e aprop lia aquela desus segon que a tu es apparelhada la liadura de lu e que conveneys la applicacio, entro que no es destruida.	And if there is a disruption of teeth to the point of breaking, then use those that you hope will remain in the form of gold or silver or lead; and place them over the broken jaw, and place them over the doubled cloth, and place a large stiff cloth made well, or a weight equal to the length of the jaw; and hang it above second according to what you have equipped with the lip and what is appropriate for the application, until it is not destroyed.
