Ayssi comensan las paraulas de Albucasim .	And now we begin the words of Albucasis.
E la abscizio del sanc de lu es dificil en motas disposicios per le loc petit de la plagua e la possibilitat del liament del bras.	The amputation of the bone is difficult due to the small space in the wound and the possibility of the ligament of the arm.
Mays de la vena fusca la fleubotomia es juvament que extratz lo sanc de la partida subirana del cap e a la partida dejos del cors; per aquo quar es composta de ram de la basilica e de ram de cephalica, ayssi cum havem dit.	When the dark vein is punctured, the craniotomy is greatly helpful in removing the bone from the upper part of the head and the lower part of the body; for this reason, it is composed of basilar and cephalic branches, as we have said.
E cove al fleubotomant aquela que sia sobre-temor en la fleubotomia de lu, quar dejos aquela es un nervi; e adonc si ajusta en la punctura del fleubotomi e atroba le nervi, accidira a lu stupor, e es difficil la sanacio de lu, e fort leu no es sanat de tot, E aquest nervi motas veguadas apar al sentiment; e si es ocultat ad alcus homes e es subtil e no es monstrat, lahoras cove que tu pauses le fleubotomi am le qual tu fleubotomas am seccio de alnessil, e evita le nervi am la tua fortalesa.	And the puncturist should be aware that there is a nerve above the craniotomy; and if he adjusts the needle in the puncture of the craniotomy and hits the nerve, it will cause pain to the patient, and it is difficult to heal this, and often it is not healed at all. And this nerve appears with sensation; and if it is hidden from some people and is subtle and not shown, then you should be aware that you are puncturing the craniotomy in the same place as the previous section, and avoid the nerve with your strength.
E si la vena es entre dos nervis, lahoras tu fen la vena en la longitut.	And if the vein is between two nerves, then you should puncture the vein along its length.
Le juvament de la fleubotomia de la vena cephalica es que atratz le sanc del cap e comfereys a las malautias dels huels.	The advantage of venipuncture of the cephalic vein is that it draws blood from the head and alleviates the symptoms of the humps.
E cove en aquest propriament, si vols que la fleubotomes pungen am fleubotomi olivar o am fleubotomi mirti; quar es la pus salva de totas las venas, quar no es dejos lu arteria ni nervi.	And it is done in this way, if you want the venipuncture to be performed with an olive needle or a grooved needle; because it is the safest of all veins, as it does not touch the artery or nerve.
Mays empero conveneys a tu deves la fleubotomia que guardes que am le fleubotomi no punguas le cap del lacert tant solament, e cerques le loc pus leugier, e no notz a lu, si no es atrobat am la percussio primieyra que sia sobre aquela am fleubotomia alcunas veguadas.	However, it is important to note that the venipuncture should be done in such a way that the needle does not puncture the back of the elbow only, and rather around the least painful area, and not at that spot, but rather at the first percussion point that is above the location of the venipuncture.
Mays empero fort leu es apostemat en alcus homes, quan no es fleubotomat en la primieyra percussio, mays no notz en re aquel apostema.	However, it is important to note that in some men, if it is not done at the first percussion point, then they may not notice any abscess.
Mays la qualitat de la fleubotomia de aquela e les accidentz de lu so motz, en les quals te cove cogitar en lor rectificacio.	However, the quality of the venipuncture in that area and its consequences, in which you should consider their correction.
Le primier de lu es del qual cove que sapias que fleubotomia no es aministrada sino en conservacio de sanetat e per speransa de lu e cautela de aveniment de malautias, e que sia fayta fleubotomia en la una de las venas que so en le coyde, so es: cephalica, fusca e basilica; e que sia fayta fleubotomia al comensament de primaveyra, sobre dejun en primaviera e autunppne, e en invern aprop la comestio, quan apparo significacios de replecio.	The first is from the vein that you know that phlebotomy is not administered except for the preservation of health and hope of it, and that it should be done by phlebotomy in one of the veins that are in the body, such as: cephalic, fusca, and basilica; and that phlebotomy should be done at the beginning of primevera, after breakfast in primevera and autumn, and in winter near the meal, when signs of repletion appear.
E sia fayta fleubotomia e le tertz dia o al primier pus que del jorn siran passadas tres horas.	And phlebotomy should be done and on the third day or the first after three hours have passed since dawn.
Mays fleubotomia que es aministrada, mays quan provoca convenencia e necessitat ad aquo, o de nuoyt o de dia, en tota hora e en tot temps.	More phlebotomy should be done when it is administered, either by night or by day, at all hours and at all times.
E cove que efant no sia fleubotomat entro que aja xiiii ans, e femna que sia prenhs no sia fleubotomada sino del quart mes entro al sete, e les viels no sian fleubotomatz les quals ja han passatz lx ans.	And it is known that phlebotomy should not be done until the age of twelve, and women should not be phlebotomized except in the fourth month before the seventh, and the old ones who have passed sixty years should not be phlebotomized.
E cum alcu vol esser fleubotomat per qualque manieyra sia, cove que mondifique les sieus budels denant la fleubotomia am clisteri leon, si en aquels ha mota fenda retenguda, per so que las venas no atiro las superfluitatz en la fleubotomia dels budels, que son puridas, e que no noguan als membres principals.	And if someone wants to be phlebotomized for any reason, they should have their veins punctured by a skilled physician, who will hold the needle in place, so that the veins do not spill over and cause excessive bleeding, which is harmful to the main members.
E no sian fleubotomatz les pascientz naucea sacertiva e crapula, ni evasent de malautia ni de ebretat entro que aquo sia remaugut aquo de lor, ni malaute de ydropici, e mays que fleubotomia sia temuda aprop colica passio e aprop vomit, e aprop cos de ventre, e aprop multiplicacio de coyt e de trebal e de exercici de dejunis o de vigilias e de tota causa que dissolveys la vertut, o sia corpore28 o animal.	And they should not be phlebotomized if they are suffering from nausea, drunkenness, or malaria, nor if they have recently recovered from any illness, nor if they are suffering from hydropsy. However, phlebotomy is beneficial for abdominal pain and vomiting, and for causes of excessive hunger, work, exercise, or fasting, or any other cause that dissolves the strength, whether it be physical or animal.
