Ayssi comensan las paraulas de Albucasim .	Here begin the words of Albucasis.
E lahoras si le sanc es abscindit, bo es; e sino, lahoras cura aquel am aquo del qual es precedit a la rememoracio del loc de las polveras abscindentz flux de sanc.	And if the abscess is drained, it is good; and if not, then cure that from which it was preceded in the remembrance of the location of the powders for draining the flow of pus.
E la abscizio del sanc de lu es dificil en motas disposicios per le loc petit de la plagua e la possibilitat del liament del bras.	And the drainage of the abscess from that location is difficult due to its small size and the possibility of the skin of the arm.
Mays de la vena fusca la fleubotomia es juvament que extratz lo sanc de la partida subirana del cap e a la partida dejos del cors; per aquo quar es composta de ram de la basilica e de ram de cephalica, ayssi cum havem dit.	However, if the vein is dark, the fleubotomy is very useful for extracting the pus from the upper part of the head and the lower part of the chest; because it is composed of a branch of the basilica and a branch of the cephalic, as we have said.
E cove al fleubotomant aquela que sia sobre-temor en la fleubotomia de lu, quar dejos aquela es un nervi; e adonc si ajusta en la punctura del fleubotomi e atroba le nervi, accidira a lu stupor, e es difficil la sanacio de lu, e fort leu no es sanat de tot, E aquest nervi motas veguadas apar al sentiment; e si es ocultat ad alcus homes e es subtil e no es monstrat, lahoras cove que tu pauses le fleubotomi am le qual tu fleubotomas am seccio de alnessil, e evita le nervi am la tua fortalesa.	And approach the phlebotomist who is most skilled in the phlebotomy of the patient, as it is over a vein; and then adjust the needle in the puncture of the phlebotomist and avoid the vein, causing great pain to the patient, and it is difficult to heal him, and often he is not healed at all. And this vein appears to the senses; and if it is hidden from some people and is subtle and not shown, then approach the phlebotomist with the needle that you used for the section of the artery, and avoid the vein with your strength.
E si la vena es entre dos nervis, lahoras tu fen la vena en la longitut.	And if the vein is between two nerves, then puncture the vein in its length.
Le juvament de la fleubotomia de la vena cephalica es que atratz le sanc del cap e comfereys a las malautias dels huels.	The sign of the phlebotomy of the vein of the head is that it draws the cure from the head and compares to the evils of the eyes.
E cove en aquest propriament, si vols que la fleubotomes pungen am fleubotomi olivar o am fleubotomi mirti; quar es la pus salva de totas las venas, quar no es dejos lu arteria ni nervi.	And approach this properly, if you want the phlebotomist to puncture with an olive or a fir needle; because it is the safest of all veins, as it is not over the artery or nerve.
Mays empero conveneys a tu deves la fleubotomia que guardes que am le fleubotomi no punguas le cap del lacert tant solament, e cerques le loc pus leugier, e no notz a lu, si no es atrobat am la percussio primieyra que sia sobre aquela am fleubotomia alcunas veguadas.	May it be understood that the laryngoscopy you have must not prick the cap of the shoulder only, and encircle the area closer to the neck, and not touch it, but rather at the first percussion, which should be on the area near the laryngoscopy some weeks.
Mays empero fort leu es apostemat en alcus homes, quan no es fleubotomat en la primieyra percussio, mays no notz en re aquel apostema.	However, if the abscess is in some men, when not laryngoscopied in the first percussion, it should not be touched again at that abscess.
Mays la qualitat de la fleubotomia de aquela e les accidentz de lu so motz, en les quals te cove cogitar en lor rectificacio.	The quality of the laryngoscopy of that and its accidents should be considered in which you think of their correction.
Le primier de lu es del qual cove que sapias que fleubotomia no es aministrada sino en conservacio de sanetat e per speransa de lu e cautela de aveniment de malautias, e que sia fayta fleubotomia en la una de las venas que so en le coyde, so es: cephalica, fusca e basilica; e que sia fayta fleubotomia al comensament de primaveyra, sobre dejun en primaviera e autunppne, e en invern aprop la comestio, quan apparo significacios de replecio.	The first of these is that you know that laryngoscopy should not be administered except for the preservation of health and hope of it and caution against the occurrence of diseases, and that laryngoscopy should be performed on one of the veins that are in the code, such as cephalic, fusca, and basilica; and that laryngoscopy should be performed at the beginning of primaveyra, after breakfast in primaviera and autumn, and in winter at dinner, when there are signs of replenishment.
E sia fayta fleubotomia e le tertz dia o al primier pus que del jorn siran passadas tres horas.	And perform a phlebotomy at three in the afternoon, after three hours have passed since the beginning of the day.
Mays fleubotomia que es aministrada, mays quan provoca convenencia e necessitat ad aquo, o de nuoyt o de dia, en tota hora e en tot temps.	More phlebotomy is administered when it is necessary and convenient for that patient, whether at night or during the day, at every hour and at all times.
E cove que efant no sia fleubotomat entro que aja xiiii ans, e femna que sia prenhs no sia fleubotomada sino del quart mes entro al sete, e les viels no sian fleubotomatz les quals ja han passatz lx ans.	And it is not recommended to perform phlebotomy on someone who has not reached the age of fourteen, and a woman should not be given bloodletting except in the fourth month until she reaches the age of seven, and those who have passed sixty years should not be subjected to bloodletting.
E cum alcu vol esser fleubotomat per qualque manieyra sia, cove que mondifique les sieus budels denant la fleubotomia am clisteri leon, si en aquels ha mota fenda retenguda, per so que las venas no atiro las superfluitatz en la fleubotomia dels budels, que son puridas, e que no noguan als membres principals.	And if anyone wants to be bloodlet for any reason, it is recommended that they have their intestines checked by a physician before the phlebotomy, if there is a movement in them, so that the veins do not release excess blood during the phlebotomy of the intestines, which are pure and do not cause harm to the main members.
E no sian fleubotomatz les pascientz naucea sacertiva e crapula, ni evasent de malautia ni de ebretat entro que aquo sia remaugut aquo de lor, ni malaute de ydropici, e mays que fleubotomia sia temuda aprop colica passio e aprop vomit, e aprop cos de ventre, e aprop multiplicacio de coyt e de trebal e de exercici de dejunis o de vigilias e de tota causa que dissolveys la vertut, o sia corpore28 o animal.	And those who are not bloodlet should not be given bloodletting if they have nausea, drunkenness, or have escaped from illness or intoxication until they have recovered from it, nor for hydropsy, and more that bloodletting is used appropriately with colic pain and vomiting, and abdominal, and multiple cases of gout and work and exercise of breakfasts or vigils and all causes that dissolve the virtue, whether physical or animal.
