Ayssi comensan las paraulas de Albucasim .	Here begin the words of Albucasis.
E la reduccio de la dislocacio de lu es que tu pauses la junctura de la ma del malaute sobre una taula e le ministre extenda la ma de aquel, e le metge pause la sua ma o o la sua palma sobre la iminencia de la junctura, e empellisca aquela entro que retorne al sieu loc.	And the reduction of this dislocation is that you place the patient's shoulder joint on a table and the assistant extends the patient's arm from there, and the doctor places his hand or palm on the edge of the joint, and pushes it back to its original place.
Mays empero cove que sia considerat si la palma ja es ostada al ventre de la ma, lahoras le malaute pause le dos de la sua ma sobre una taula deves la extencio e la reduccio; e si la dislocacio es precedent deves le dos de la ma, lahoras sia la posicio de la ma de aquel intrinicequement sobre la taula, per so que la ma del metge caja sobre aquela iminencia de la junctura.	But rather, be careful if the palm is already stuck to the patient's chest, then the patient places his back on a table for extension and reduction; and if the dislocation is on the other side, then the position of the patient's arm should naturally be on the table, so that the doctor's hand can be on the edge of the joint.
E donc si retorna tantost, bon es; e sino, lahoras strenh aquela am empastre cedant le apostema e layssa aquel; e no iteres aquo, quar sino, no soferta ni no podes sobre la reduccio de lu pus que passan a lu dias.	And if he returns soon, it is good; and if not, then the assistant should press the abscess to let it out, and do not repeat this, because otherwise, it will not be softened or you cannot reduce the joint more than that.
Mays empero la junctura roman segon la sua tortuositat; e no notz al malaute alcuna causa, sino que la ma es mollificada e no pot strenher alcuna causa; lahoras sapias que les nervis son trincatz o trissatz, e lahoras no es engen en lu sino que sia strenhuda am cauteri prop le cazament de lu e fort leu aquo confereys alcuna causa.	When the joint is deformed by its curvature; and if the patient does not know any cause, but only that the muscle is soft and cannot withstand any cause; then you know that the nerves are torn or crushed, and they are not engaged in it, but rather strengthened with a pointed cautery at the base of the joint and strongly apply that to the affected area.
Donc cum malassem es retornada, lahoras pausa sobre lu empastre le qual havem recomtat, e sia layssat e strenhut per v dias; e aprop sia desliat e sia layssat e la ma de lu sia excercitada.	Therefore, when the injury has healed, place a plaster on it as recommended, and let it be loose and strengthened for several days; and then remove it and let it be loose and exercise the muscle of the affected area.
Mays si le movement de lu es ostat e accideys en lu alcuna gravitat, lahoras leniys aquela am aygua cauda e am fricacio alcunas veguadas, entro que sia alleujat.	However, if the movement of the affected area is stopped and there is some heaviness in it, then apply a wet cloth and some friction for several days, until it is relieved.
Capitol .xxix.	Chapter 29.
De la curacio de dislocacio dels ditz.	Of the cure of the mentioned dislocations.
Alcunas veguadas so dislocatz les ditz a tota partida.	Sometimes these dislocations occur at any time.
E quan es dislocat alcun dit de aquels al dos de la palma o al ventre de lu, lahoras sten le dit e impelleys la dislocacio de lu am les tieus pouses, entro que retorne.	And when one of these bones is dislocated at the back of the hand or on the belly, then pull the bone and push the dislocation towards the fingers, until it returns.
E aprop sostenta le cap del dit, e suspen aquel deves la part a la qual es dislocat, e layssa aquel per dos dias.	And then support the head of the said patient, suspend the devil's claw to the part where it is dislocated, and leave it for two days.
E aprop suspen aquel e exten aquel entro que dreyt sia engualhat en aquel sieu dia.	And then suspend the devil's claw and extend it until it is equal to that on that day.
E quan sira noyt, lia aquel segon aquela narracio, e no cesses desliar aquel en le dia e exercitar am movement, e lia aquel en la noyt; e fay aquo per alcus dias entro que sia streyt.	And when the first is not ripe, apply the second remedy, and do not cease to move that in the day and exercise with movement, and apply it at night; and do this for several days until it is straight.
E fay semblant am aquo, si es dislocat al ventre de la ma, e lia aquel ad aquela partida e fay am aquo la tieua primiera operacio, entro que sia sanat.	And do the same with that, if it is dislocated in the abdomen of the patient, and apply it to that part and do that first operation, until it is healed.
E semblantment fay am aquo quan es dislocat a las autres partidas.	And similarly, do the same when it is dislocated in the other parts.
Capitol .xxx.	Chapter XXX.
De la curacio de dislocacio dels spondils del dos.	Of the cure of dislocation of the dorsal vertebrae.
Quan accideys ad alcun dels spondils del dos o del col dislocacio complida, e so remaugutz motz spondils de lors locs, lahoras en aquela no es curacio, quar la mort se coyta al malaute.	When an accident occurs to one of the dorsal vertebrae or neck, and it remains dislocated in those places, then in that case there is no cure, because death approaches the patient.
E senhal de aquo es que la egestio del malaute es fora-eyssida ses voluntat, e no pot retenir aquela; e motas veguadas so mollificatz alcus membres de lu o doas cambas de lu o dos brasses de lu, o un de aquels; o es remaugut un spondil de son loc, quar motas veguadas es remaugut e motas veguadas es fayta la remocio de aquels a quatre partidas.	When that happens, the patient is unable to control their bowel movements, and cannot hold it; then softening agents are applied to their body members or their bed or their sheets or their pillows, or one of those; or a sponge is placed on that spot, where the softening agents are applied and the removal of those is done in four parts.
Donc aquela ja es remauguda a las partidas detras e es nompnada gelbozitat.	Then it has been divided into parts behind and is called diaper.
Mays la curacio de lu es que lahoras consideras si la gelbozitat accidey de puerissia, quar lahoras en aquela no es curacio ni de aquela no es sanacio de tot.	The care of that is that you should consider whether the diaper has been soiled by urine, because in that case it is not a cure nor a healing for all.
Mays en aquela que ve per cazement o per percussio o per semblant ad aquels, ja diyssero les Antics las manieras de curacio am sermo prolixs, del qual lo mays retorna am profieyt; mays yeu ja e abreujat de aquel del qual lo pauc escusa del trop de lu, per la mieua propinquitat a la entencio mieua exposicio, am la qual he aquo expausat et format ex instrument divers de aquel am le qual mostrero aquo e espausero aquel.	Moreover, in that which is seen through puncturing or percussion or similar to those, as the ancients called the methods of treatment for such a prolonged speech, of which the most returns to profit; but I have already and improved from that of which the few excuse the excess of it, by its proximity to the understanding and exposure, by which he has exposed and formed different instruments of that, and shown this and spared that.
