Ayssi comensan las paraulas de Albucasim .	Thus begins the language of Albucasis.
E si la dislocacio es a las partidas detras, lahoras no cove que·l malaute sia extendut a las partidas dejos, e es elevat sobre la terra; habantz cove que sia pausat sobre causa dura, ayssi cum cove le eyssament si l’ancha de lu es dislocada a las partidas defora, segon aquo que havem dit del jasement de lu sobre dos anchas; e es sobre la sua cara e les liamentz sian extendutz, segon que havem dit, no ha guayre.	If the dislocation is at the back parts, then it is not recommended that the patient be extended at the back parts and lifted on the ground; they should have something soft to lie on, as we said about the position of the patient on two pillows; and they should be on their face and the limbs are extended, as we said, without pain.
E cove que sia aministrada compressio am taula sobre le loc al qual yeys la junctura.	And they should be given compression with an uncooked egg on the location where the joint is.
Donc cum la reducio es complida segon que cove — e·l senhal de la reduccio de lu no es amaguat a tu, e es que tu extendas del malaute doas cambas, e quan tu vezes aquelas enguals e le malaute extrenh la sieua camba e expandeys aquela ses excusacio, lahoras sapias que·l membre segon que cove es retornat — e lahoras tu ajusta doas coyssas e pausa empastre e extrenh am benda ayssi que la ancha no sia mauguda en alcuna de las partidas; e adheresca le malaute a repaus per tres dias o per quatre.	Then, when the reduction is completed as follows — and the assistant of the reduction of the patient is not hidden from you, and it is that you extend two pillows from the patient, and when you see those equal and the patient extends the other pillow and expands that side, then you know that the member according to what is said is returned — and then you adjust two things and press and extend the bend as if the limb is not injured in any of the parts; and adhere the patient to rest for three days or four.
E aprop deslia le liament e l’empastre, e compara la una camba am l’autra.	And then remove the bandage and apply it again, and place one cushion under one arm and another under the other.
Lahoras, si vezas aquelas enguals en vustament, lahoras sapias que la dislocacio ja es fermada, e adonc layssa le malaute anar.	If you see those joints in the correct position, then know that the dislocation has been fixed, and then let the patient go.
E si vezas alcuna causa de mollificacio, lahoras tu retorna e emplastra aquel, e extrenh aquel segon la tua primiera strectura, e layssa aquel en tres dias.	And if you see any sign of softening, then return and apply that, and extend it according to its first structure, and leave it for three days.
E aprop deslia aquel, e fay aquel tardar en ambulacio sobre quascu per alcus dias, entro que sia confortat.	And then remove that, and apply it again every day until the patient is comfortable.
Capitol .xxxii.	Chapter 32.
De curacio de dislocacio del denolh.	Of the cure of dislocation of the thumb.
Le denolh es dislocat segon tres manieyras, quar es dislocat a las partidas defora, e a las partidas dedintz, e a las partidas dejos mays a las partidas detras; e a las partidas denant no es dislocat.	The thumb is dislocated in three ways: it is dislocated at the base, at the joint behind, and at the joint in front; and it is not dislocated at the tip.
E le senhal de dislocacio de lu es que comandes al malaute que aplique la sua camba am la coyssa; lahoras sapias que·l denol es dislocat.	And the sign of dislocation of it is that you command the patient to place his cushion on the side; then know that the thumb is dislocated.
E la restauracio de totas las manieyras de lu es que fassas cezer le malaute dreyt, enayssi que ja extenda la sieua camba, si pot sobre aquo; adherir le tieu dos a la cara de lu, e pausa le pe de lu entre les tieus pes; e aprop fay adherir le denol de lu am las tuas palmas, e rete aquelas entre les tieus ditz sobre le denolh de lu am fortaleza, e autre ministre extenda le sieu pe entro que·l denol retorne a son loc.	And the restoration of all the patient's limbs is done by making the patient lie down, unless they can already sit up; place your hand on their face, and hold their foot between your hands; and then make them hold your palms against their back, and bring those between their shoulders to strengthen, and another minister extend their leg inside so that the back returns to its place.
E senhal de reddicio de lu es que la sua camba adharesca am la coyssa am levitat no-laboroza.	And then the patient's bed should be made to adhere to the cushion that is not laborious.
E aprop emplastra aquel e fay adhirir la camba am la coyssa, e aprop lia aquelas emsemps am una benda per tres dias o per quatre, e aprop deslia aquelas.	And then place that plaster on it and make the bed adhere to the cushion, and leave those in place for three or four days, and then remove them.
E no uze le malaute de ambulacio per alcus dias, entro que sia sanat e cofortat.	And do not use the patient's bed for walking until they are healed and comfortable.
Mays si la reduccio de lu a tu es excusada, lahoras aministra fort extencio am liamentz dels quals en la curacio de la hancha precedit narracio.	But if the reduction of the patient to you is excused, then administer strong extension of the same limbs that were mentioned in the previous cure for the hip.
Capitol .xxxiii.	Chapter 33.
De la curacio de la dislocacio del talo.	Of the cure of the dislocation of the ankle.
Le talo alcunas veguadas es remaugut per petita remocio, e alcunas veguadas es dislocat segon compliment, e la dislocacio de lu es fayta o a las partidas dedintz o a las partidas deforo.	The ankle sometimes becomes swollen by slight removal, and sometimes it is dislocated according to the complement, and the dislocation of it is made at the joints or at the joints of the foot.
E le senhal de la dislocacio de lu es que vezes le talo imflat procedent a la partida a la qual es dislocat.	And the sign of its dislocation is that sometimes the ankle becomes inflamed due to the part where it is dislocated.
