Ayssi comensan las paraulas de Albucasim .	And now begin the words of Albucasis.
Donc si retorna en una veguada o en dos segon aquesta manieyra, e si vezes le pe engualhat, es bo; e sino, lahoras sobre lu itera la operacio, quar aquel retorna.	So return in one direction or two using this method, and if you see the foot equal, it is good; otherwise, repeat the operation on it, until it returns.
Mays si a tu es prohibida la reduccio de lu am aquo que havem recomtat, lahoras fay jaser le malaute sobre le sieu dos sobre terra, e estrenh un paysel mot en terra fermat, e que caja entre las coyssas de lu, e tu ja has envolopat sobre lu drap per so que no ledesca le malaute.	But if you are prohibited from reducing it to that position, then place the patient on their left side on the ground, and place a pillow under their head, and put something between the patient's thighs, and you have already covered them with a blanket so that they do not slide.
E aprop le ministre de lu tengua las suas coyssas, e aprop autre ministre extenda le pe am las suas mas o am liament que lie sobre le col del pe; e aprop extenda aquel quascun ministre contre extencio del sieu par, e le payssel sia extant entre las coyssas del malaute retinent aquel, per so que·l cos de lu no sia atirat a las partidas dejos deves la sua extencio.	And then the assistant of the patient holds their limbs, and another assistant extends the foot to their hands or to the ribbon that lies on the back of the foot; and then extend each assistant against the extension of their side, and the pillow should be extended between the patient's thighs, so that the thing of the patient is not pulled away from its extension.
E aprop le metge enguala la dislocacio am las sieuas mas, e autre ministre tengua la coyssa sana a las partidas dejos, quar la dislocacio retorna am la facilitat.	And the doctor straightens the dislocation with his hands, and another servant holds the clean cloth at the ready parts, as the dislocation returns to its ease.
E donc cum retorna la dislocacio e es declarada a tu la sanetat de la reduccio de lu, lahoras pausa emplastre e extrenh aquela am liamentz fortment, e ligua le pe am liament a la camba.	And when the dislocation returns and you declare the patient's health from its reduction, then pause to apply a strong plaster, and tie the foot to the leg.
E cove que temes o te guardes dels nervis les quals so detras sobre le talo, per que le liament sobre aquel no sia vehement e leda aquel fortment.	And be careful not to press the nerves that are behind the ankle, so that the bandage over that does not hurt and it is strongly bound there.
E aprop layssa aquel per dos dias o per tres; e si le liament es mollificat, extrenh aquel.	And leave it like that for two days or three; and if the bandage becomes soft, remove it.
E aprop deslia aquel en le ters dia o en le quart, e prohibeys le malaute de anament per xl dias.	And remove it on the third day or fourth, and prevent the patient from walking for forty days.
Mays si es forsat de anar denant aquel spazi, no es fayta segurtat que la dislocacio no sia sobre lu dissolvuda e corrumpuda, e aprop aquo que no recipia curacio.	But if it is necessary to go out in that space, do not make sure that the dislocation has not been dissolved and corrupted, and avoid that which does not require healing.
E si accideys a lu apostema caut, lahoras cove que tu aministre en la cedacio de lu aquo en lo qual precedic la nostra narracio, en autre loc de curacio e de embrocacio, entro que sia remauguda.	And if the abscess opens, then carefully apply what we have said in the chapter of that, in another place of healing and embrocation, until it is reopened.
Capitol .xxxiiii.	Chapter thirty-four.
De curacio de dislocacio dels ditz dels pes.	Of the treatment of the aforementioned joints of the feet.
Cove que aquel qu’es dislocat sia engualhat am pauca extencio ses trebal; e aquo que no es dificil, abantz es leugier.	Whoever has a dislocated joint should apply some extension to its workings; and this is not difficult, if one goes before it.
Mays si la dislocacio es en alcus nozes del dos del pe, lahoras cove que fassas cezer le malaute le sieu pe sobre loc engual de la terra o sobre taula, e sia estant ayssi cum si anava.	But if the dislocation is in the bones of the back of the foot, then apply this to the patient's foot on a level surface or on a table, and be present there as if you were going.
E aprop tu sta de pes, e pausa le tieu pe sobre aquo que imineys de las juncturas, e aprop calca aquel am le tieu pe am vertut entro que retorne, e que vejas aquel ja engualhat e no aparesca en le loc eminencia.	Then approach the patient's foot, and place your hand on that which comes from the joints, and gently press on that side of the foot until it returns, and you see that it is equal to and does not appear in the elevated position.
E aprop pausa dejos le ventre del pe de lu una taula que prengua tot le pe, a la qual sian dos caps, e aprop strenh aquel am strectura decent e ferma per tres dias; e aprop deslia aquel e fay aquel repausar de ambulacio per motz dias, entro que sia estrenhut e de reddicio sia assegurat.	Then place a table under the patient's foot that holds the entire foot, which has two lids, and strengthen that side of the structure in a decent and firm manner for three days; and then remove it and make it rest for several days, until it is restored and its recovery is assured.
Capitol .xxxv.	Chapter 35.
De las specias de dislocacio que sian faytas am plagua o am fractura o am quascuna ensemps.	Of the special types of dislocation that are caused by pain or fracture or any other means.
Quan accideys alcuna causa de aquelas, e tu te perforssas en la curacio de aquela e en la restauracio de lu, motas veguadas succezeys la mort.	When any of these causes occurs, and you perform the cure of that and its restoration, sometimes death results.
E per aquo no cove que sobre la curacio de lu presuma, sino aquel que es savi en l’art, de lonc uzatge, misericordios e pietados, tardiu, no-ardit ni presomptuos; e que use en le comensament de medicinas que cedan apostemas cautz tant solament, e leyssa le malaute al divinal jutgament, sino ad aquel al qual speras salut de perdicio, am de la malautia alleviacio, e en la qual appareys alcuna speransa.	And for that reason, you should not presume to cure it, but rather use the knowledge gained from long experience, mercy and pity, late, not hasty or arrogant; and that you use in the beginning of medicines that lead to abscesses only, and leave the patient to divine judgment, unless to that one to whom you hope for salvation from perdition, for the relief of malady, and in which some hope appears.
