Ayssi comensan las paraulas de Albucasim .	Thus begins the vocabulary of Albucasis.
E de aquel del qual las superfluitatz son grossas, lava las suas ventozas am vi antic, o am aygua de sansuc, que es majorana, o de decoccio de anet, o de camamilla, e a lor semblantz.	And for those who have thick excess, wash their feet with warm water or a mixture of sage, mint, or camomile and similar substances.
E cove que la ventozacio sia guardada denant de banh; habantz cove que sia aministrada aprop issiment del banh per una hora o per doas, e cove que dorma aprop la ventozacio.	And the foot should be kept dry afterwards; having taken care that it is administered close to the fire for an hour or two, and that it sleeps close to the foot.
Quid est quo oportet ut regatur ventosandus aus phlebotomatus ante ventosationem.	What should be done before washing the feet is that they are leeched or bled.
Cove que consideras al comensament: lahoras si le ventozador o aquel que·s deu fleubotomar es coleric e ventz sobre lu sanc agut e imflamacio, lahoras cove que prengua causas infrigidantz, ayssi cum milgranas acetosas, e endivia an vi agre e laytuguas, e secanabin, e julep, e a lor semblantz.	If the person who is to be leeched or bled is feverish and has inflammation in the joints, then take cooling causes such as vinegar, salt, warm water, laytugus, secanabin, and julep, and similar substances.
E pausa a lor viandas ayssi cum poletz, e carns de auzels serbiges, e viandas conditas am agras, e a lu semblantz.	And place them on their food such as bread, meat of partridges, and cooked vegetables seasoned with warm water, and similar substances.
E de aquel del qual la compleccio es freja, cove que prengua en beure eyssarop almiva, o eyssarop de alsecanabin de semensas, e sumac, e vi mot odorant migier entre viel et noel; e que a lu sia comendat que use de paucitat de beure e de mangar, e pausa las viandas de lu poletz e canabir e pissers e petitz auzels e colombat.	And of that one whose complexion is freckled, he takes in the morning essence of almonds, or essence of saffron, and sumac, and some fragrant meat between old and new; and it is recommended that he use little milk and food, and pause the meals of him, fish, canary, pigeons, small birds, and doves.
E cove que en lo dia de ventozacio e de fleubotomia le beure sia major que la vianda.	And it is recommended that on the day of windy and rainy weather, the milk should be greater than the meal.
E cove que sia donat en beure en alcunas horas ad alcus homes tyriaca alpharac, o medicamentz de musc, so es muscada, o alcelita denant la ventozacio o denant fleubotomia o aprop, per so que·ls membres principals sian confortatz e que·l sanc sia subtiliat; e no cove que prenguan aquela scalfatz.	And it is recommended that some milk be given to some men in the morning with Tyrian alpharac, or with medicaments of musk, ground musk, or alcelita against windy weather or rainy weather, so that the main members are comforted and that the sick is subtilized; and it is not recommended that they take that scalfatz.
Mays las ventozas que so ses scarificacio sian ventozas que so pausadas sus le fetge, e sobre la melsa e podagra, e sobre le umbelic, en les locs dels jonolhs, e la pixida del ancha, quar aquestz membres no suffertan scarificacio sobre si.	The incisions that are made with their scarification should be incisions that are paused over the fetus, and above the womb and gout, and above the umbilicus, in the places of the joints, and the pedicle of the wide one, because these members do not suffer incision over them.
E no es querit per aquelas sino atraccio de sanc de membre, ayssi cum pausam ventosa sobre mamilha en malautia de flux de sanc del sanc de las nars; e usam de aquela per que sia dissolvuda ventositat freja inviscade del membre, ayssi cum pausam sobre le ventre e l’umbelic; quar aquela rarifique le membre e scalfa lu e ramau la dolor quar resolveys ventositat.	It is not sought for those but rather attraction of blood from the member, such as with a ventous pad over the breast in illness of flux of blood from the member of the nose; and use of that to dissolve the ventosity freely around the member, such as with a pad on the belly and umbilic; for that rarefies the member and removes it and relieves the pain that resolves the ventosity.
E ja es pausada sobre les ronhos quan accideys en lor opilacio o poyra, quar per vertut de atraccio fort leu huobre opilacio e erradica le poyra de son loc.	And it is placed on the bones when they are injured or broken, for by the power of attraction strong blood heals the injury and eradicates the pain from its place.
E semblantment fa quan es pausada sobre le fetge e la melsa deves ventositat en aquels enclausa.	And similarly, when it is placed on the leg and the ankle, it removes the ventosity in those who are swollen.
E aquestas ventozas so administradas vuedas amb succio tant solament; e alcunas veguadas so administradas am foc.	And these ventosities are administered by views with success only; and some are administered by heat.
E alcunas veguadas so administradas plenas de aygua tebeza en las malautias de la melsa.	And some are administered full of cold water in the illnesses of the ankle.
E aquo es per que la ventoza sia umplida e sia pus gran, so es aygua cauda sola o aygua en la qual sian cuytas herbas ad aquo convenientz.	And that is why the ventosity is full and large, so it is cold water alone or water in which herbs have been boiled that are suitable for it.
Forma de ventoza aministrada am foc: sia la amplitud del orrifici de dos ditz, segon que nos la havem formada; e la quantitat del preon sia la maytat de un palm; e sia en lo latz de lu, en le loc que es en le circuit, la maytat de lu, le trauc sia petit segon la quantitat que intre en lu una agulha.	The method of administering a ventricle of two fingers: the width of the orifice should be twice the size we have formed; and the quantity of the potion should be the thickness of one palm; and it should be on the left side of the body, in the location where it is in the circuit, the largest part of the body, the trauma should be small according to the quantity that enters into it like a needle.
Sia fayta de eram rog o citri, de grosses marges, leon, enguals e terses per so que no leda le membre deves la sua posicio sobre lu.	It should be made of lamb's wool or citrus, with large margins, lion, equal and tense so that it does not leave the member in its position over it.
E sia al mieg de lu vergua transversa de eram o de ferr, on es pausada candela am lo foc.	And it should be at the midpoint of the vertebral column or iron, where the candle is placed to hold the fire.
E ja sia aquesta ventoza gran major de aquela la qual havem recomtat; e la pauca mendre de aquela segon las malautias e la etat de aquel que usa de aquela.	And this ventricle should be much larger than the one we have recommended; and the potion should be less than that according to the diseases and the state of the one who uses it.
E las ventosas dels efantz e extenuatz so autres que las ventozas dels joves e de grosses corssas.	And the ventricle of children and the old should be different from the ventricle of young people and large bodies.
E la qualitat de pausar aquesta ventoza am foc sobre le membre es que extenda la meca am foc de lenha decentment denant una pauca candela de cera, e pausa aquela sobre le mieg de la vergua transversa en le mieg loc de la ventoza, per que le foc sia accendut enviro la partida dejos per que no sia comburit le cors del malaute.	And the quality of applying this ventricle with fire over the member is that it extends the muscle with fire decently by placing a small candle of wax, and place it on the midpoint of the vertebral column in the middle of the ventricle, so that the fire is ignited around the part that is not burned the body of the patient.
