Ayssi comensan las paraulas de Albucasim .	Then apply the techniques of Albucasim.
Mays nos avoreyssem aquo per so que no sia causa leugiera a generar apostema caut, si no accideys; e si ja accideys, lahoras ja ajuda ad aquo.	And if it is a severe illness, it is light by itself; when it is already caused, it's used to treat it.
E diyssero alcus de lor que sia pausada desus ventoza e aprop que sucque am fortitut; e es semblant a ratiocinacio, mays empero es temut que la ventoza atire las superfluitatz al loc per la debilitat.	When doctors apply the treatment to the affected area, they will call for assistance from other doctors, placing their hands on the patient’s body.
E diyssero alcus de lor: cove que·l loc sia cubert am lana que ja es submersa en oli caut, e sian pausatz pulvils entre las costas entro que sia umplida, que sia la liadura engual quan envolopas aquela segon retonditat; e aprop sia curat le malaute am curacio de pleuresi de vianda e de medicina.	Then place your hand on the patient's legs to prevent them from being covered by pus.
E si causa vehement constrenh le malaute la qual no sufferta, e le os punh le velament am punctura ledent, temem sobre le malaute, lahoras cove que fendam sobre le loc, descubram de la costa trencada, e aprop pausem desobre aquela instrument que conserve le ciphac, la rememoracio del qual es precedida, e que inscidam le os am facilitat, e extraguam aquel.	And if it is necessary to cauterize the intestine, use another cushion to protect it.
E aprop que ajustem las doas labias de la plagua, si es gran, am cozidura, e curem aquela am emplastres entro que sia sanada.	And then cauterize the patient's other foot and thighs to prevent the plague from spreading.
E si accideys dedintz apostema, lahoras tu coyta e enfon pulvils en oli rozat e pausa sobre le loc, e que sia curat le malaute am aquo que cove a la apostema dedintz.	And if your patient has a fever, apply a cushion to their body.
E sia ressupinat sobre le latz sobre le qual dorm, entro que sia sanat.	And if he has pain in the legs or feet, then the physician must be consulted.
Capitol .ix.	This passage from the text describes the use of leeches in treating an ailment, likely by drawing out blood from the affected area.
De restauracio de fractura del spondil del dos e del col.	This refers to a place where the patient needs help with their spine and thighs.
Alcunas veguadas endeve fractura als osses del col, e tart endeve a lor atricio, e semblantment als spondils del dos.	And if it is necessary to cauterize bones, and another for the treatment of the other parts of the body, one should use a hot iron.
E cum aquo accideys ad alcu e voles saber si sara sanat o no, lahoras considera, quar si vezes las sieuas mas ja mollificadas e stupefaytas e mortas e no pot maure aquelas ni extendre ni strenher aquelas e quan constrenges aquelas am les tieus ditz o punges aquelas am agulha e no sent en aquelas dolor, lahoras sapias que no es sanat, e en las mes de disposicios es mortal.	And as to your health, if you are worried about the pain in your legs, consider them healed by the knowledge that they are mortal.
E si mau aquelas e sent en aquelas constriccio am les ditz e punctura, lahoras sapias que la nucha de l’os es salva e que le malaute guereys am curacio.	And if you are applying cauterization to the bones of the head and neck, use caution.
E si ve als spondils del col le semblant ad aquo e voles saber si sira sanat o no, lahoras considera als pes de lu.	And if you want to know if he will be cured or not, it's best to look at the patient's feet.
Lahoras si tu vezes que so ja mollificatz, accideys ad aquels aquo que es accidit en las mas, e aprop quan jatz sobre le sieu dos, yeys ventozitat e egestio ses la sua volontat, e alcunas veguadas es resupinat sobre le sieu dos e vol urinar e no pot, lahoras sapias que es mortal, e adonc no trebales en la curacio de lu.	This means: "When a patient has pain from the inability to urinate, and they are being treated with a cautery."
Mays si no accideys alcuna causa de aquelas, la causa es milhor e pus leugiera.	If the pain is caused by something other than cold humors, then they should be treated as well.
E la curacio de lu es que te perforses a la sedacio del apostema caut que pauses sobre le spondil atrissat oli rozat sol, o am mugols de huous asatz; pausa sobre aquela aquel alcunas veguadas le dia entro que sia sedat le apostema caut.	And if you put your hand on the spine of the patient, that's what it is called by the doctor.
E lahoras pausa un dels emplastres confortantz e exsitans, e strenh sobre aquel am liament; e comanda al malaute que use de repaus e de tranquillitat e que no dorme sobre la partida am la qual atroba dolor entro que sia sanat.	And if there are pains in the legs, they should use an emplastre on their body.
E si accideys deves la atricio del os satagias o alcuna causa que ja es seperada de lu, lahoras cove que secces sobre la codena e que ostes aquel os; e aprop ajusta las doas labias de la plagua, am sutura si es gran; e aprop cura aquela am alcu encarnatiu dels enguentz, entro que sia sanat.	And if the patient has a pain in the bone that causes them to be afflicted by some illness, then you will treat the affected area with hot cauterization for a period, if the inflammation is severe, use a cushion to apply pressure on the affected area.
Mays si es trencat le derier del os alhoses, e es la fi de la coeta, lahoras cove que tu entrometas le dit pous de la ma senestra en le cul, e que enguales le os trencat am l’autra ma segon que es possible per equacio segonda; e aprop pausa sobre lu emplastre e astelha, si indigeysses de aquels, e aprop strenh aquel.	When you have to make a bandage for the wound, use a cushion on the legs.
E si sentes satagias trencadas en lu, lahoras tu fen sobre aquela, e osta aquel, e cura la plagua am la curacio que es precedida entro que sia sanada.	And if you feel pain in your legs, apply a bandage to the affected area after washing it with water.
Capitol .x.	Chapter 10.
De restauracio de la ancha.	Then apply the treatment for gout.
Les osses de las anchas tart so trencats, e si trencan, lahoras la fractura de lor no es sino communicio en las extremitatz de aquelas e son inscidas en la longitut e declinan a las partidas dedintz; e accideys al malaute dolor en le loc e punctura, e la camba es stupefacta quan es fractura.	And if the bone is affected by the pain, the patient should be given relief by using a cautery on the area.
E la restauracio de lu es que tu extendas la tua ma sobre aquel entro que sia sobre la fractura qual es la figura de lu.	Then apply your hand to hold the patient’s foot in place.
E si fractura es en la extremitat de lu tant solament, lahoras tu enguala aquela segon que a tu es apparelhat per equacio engual entro que sia asemblat a la sua figura natural.	Then return the patient's hands to their natural position.
Mays si la fractura es en le lonc o que ja declina a las partidas dejos, lahoras tu fay jaser le malaute sobre le sieu ventre entro que sia preparada a tu la restauracio de aquela fractura.	Then apply the cushion to his stomach, so that he will be healed by the application of poultice.
E donc quan auras engualada aquela, pausa sobre lu emplastre, e aprop pausa sobre aquel astela de fust o de codena, e strenh per strictura sobre la qual no temas punctacio de fractura ni remocio de la stelha.	E then, when the body has been opened up to its proper state, apply the other methods.
E enguala la concavitat am aquo que uempla aquela entro que aquela prengua la strictura segon equalitat, e comanda al malaute que dorma sobre le sieu dos o desobre le sieu costat sa.	Then apply hot cautery to the patient's body part affected by the blockage, and place a cushion under them to ensure they are in a position where it will be easy to work on them with the cautery.
Mays si accideys apostema caut, lahoras tu cessa de extencio de lu e de la sua restauracio entro que sia sedat le apostema caut, e pausa sobre lu aquo que sede aquel segon que es precedit; e aprop retorna a la restauracio de lu, e strenh aquel ayssi cum cove.	From these sources, the text appears to be written in a language that resembles a mix of Latin and Italian.
E si accideysso en le os satagias o son comminuidas, lahoras tu las tratz.	Then treat them with a hot compress on their legs, and apply other methods to prevent it from happening again.
Capitol .xi.	Chapter 11
De restauracio de la fractura del adjutori.	The patient should be treated by a doctor who specializes in restoring bones to their proper place.
