Ayssi comensan las paraulas de Albucasim .	The patient's body was opened.
E aquel del qual le sanc es de mota humiditat, lava las suas ventozas am vi agre, o am aygua de mirt e sumac e semblant ad aquels.	If it be the foot that is affected by the humoural imbalance, apply the moxa to the affected area.
E de aquel del qual las superfluitatz son grossas, lava las suas ventozas am vi antic, o am aygua de sansuc, que es majorana, o de decoccio de anet, o de camamilla, e a lor semblantz.	And apply a poultice to their chest, for the person will be better if the cushions are applied to them by others.
E cove que la ventozacio sia guardada denant de banh; habantz cove que sia aministrada aprop issiment del banh per una hora o per doas, e cove que dorma aprop la ventozacio.	You should treat the patient's legs and feet for gout if they have pain there.
Quid est quo oportet ut regatur ventosandus aus phlebotomatus ante ventosationem.	And you must apply cauteri to them.
Cove que consideras al comensament: lahoras si le ventozador o aquel que·s deu fleubotomar es coleric e ventz sobre lu sanc agut e imflamacio, lahoras cove que prengua causas infrigidantz, ayssi cum milgranas acetosas, e endivia an vi agre e laytuguas, e secanabin, e julep, e a lor semblantz.	At the beginning, you should consider the pain in the body, and if necessary, apply a cushion to the affected area, but first, try to cure the underlying causes of the ailment or ailment on the legs.
E pausa a lor viandas ayssi cum poletz, e carns de auzels serbiges, e viandas conditas am agras, e a lu semblantz.	Then apply heat to the body part, and another for the patient's health.
E de aquel del qual la compleccio es freja, cove que prengua en beure eyssarop almiva, o eyssarop de alsecanabin de semensas, e sumac, e vi mot odorant migier entre viel et noel; e que a lu sia comendat que use de paucitat de beure e de mangar, e pausa las viandas de lu poletz e canabir e pissers e petitz auzels e colombat.	And for those whose bodies are already ravaged by gout, apply cushions to their legs.
E cove que en lo dia de ventozacio e de fleubotomia le beure sia major que la vianda.	And if the patient has been bled, it is necessary to apply other remedies.
E cove que sia donat en beure en alcunas horas ad alcus homes tyriaca alpharac, o medicamentz de musc, so es muscada, o alcelita denant la ventozacio o denant fleubotomia o aprop, per so que·ls membres principals sian confortatz e que·l sanc sia subtiliat; e no cove que prenguan aquela scalfatz.	E then return to apply the appropriate treatment for your ailment.
Mays las ventozas que so ses scarificacio sian ventozas que so pausadas sus le fetge, e sobre la melsa e podagra, e sobre le umbelic, en les locs dels jonolhs, e la pixida del ancha, quar aquestz membres no suffertan scarificacio sobre si.	Mays the joints be cauterized and thus cleansed so that they may be healed.
E no es querit per aquelas sino atraccio de sanc de membre, ayssi cum pausam ventosa sobre mamilha en malautia de flux de sanc del sanc de las nars; e usam de aquela per que sia dissolvuda ventositat freja inviscade del membre, ayssi cum pausam sobre le ventre e l’umbelic; quar aquela rarifique le membre e scalfa lu e ramau la dolor quar resolveys ventositat.	And if it is necessary to translate from an old text, such as the one about the use of the pointed cautery for treating ailments.
E ja es pausada sobre les ronhos quan accideys en lor opilacio o poyra, quar per vertut de atraccio fort leu huobre opilacio e erradica le poyra de son loc.	And then apply pressure to the legs and feet to keep them from moving.
E semblantment fa quan es pausada sobre le fetge e la melsa deves ventositat en aquels enclausa.	E semblantment fa means "And if it's necessary to" in English.
E aquestas ventozas so administradas vuedas amb succio tant solament; e alcunas veguadas so administradas am foc.	And these cupping treatments are administered with suction alone; sometimes, however, they are administered with heat.
E alcunas veguadas so administradas plenas de aygua tebeza en las malautias de la melsa.	Then apply heat to the affected areas.
E aquo es per que la ventoza sia umplida e sia pus gran, so es aygua cauda sola o aygua en la qual sian cuytas herbas ad aquo convenientz.	The bloodletting was done with the intention of letting the hot water flow freely.
Forma de ventoza aministrada am foc: sia la amplitud del orrifici de dos ditz, segon que nos la havem formada; e la quantitat del preon sia la maytat de un palm; e sia en lo latz de lu, en le loc que es en le circuit, la maytat de lu, le trauc sia petit segon la quantitat que intre en lu una agulha.	Forma de ventoza es un tipo de cauteri que se usa para tratar la mala salud del cuerpo.
Sia fayta de eram rog o citri, de grosses marges, leon, enguals e terses per so que no leda le membre deves la sua posicio sobre lu.	Then place a cushion under their arms and another on their legs, so that they do not become ill.
E sia al mieg de lu vergua transversa de eram o de ferr, on es pausada candela am lo foc.	And if it is in the thigh, you should know that he is being treated by another servant for a disease.
E ja sia aquesta ventoza gran major de aquela la qual havem recomtat; e la pauca mendre de aquela segon las malautias e la etat de aquel que usa de aquela.	And if it is this type of ailment that affects the body, the physician should treat it accordingly.
E las ventosas dels efantz e extenuatz so autres que las ventozas dels joves e de grosses corssas.	And then you apply the leeches to the children's thighs and use them on other parts of the body.
E la qualitat de pausar aquesta ventoza am foc sobre le membre es que extenda la meca am foc de lenha decentment denant una pauca candela de cera, e pausa aquela sobre le mieg de la vergua transversa en le mieg loc de la ventoza, per que le foc sia accendut enviro la partida dejos per que no sia comburit le cors del malaute.	The quality of a cushion placed under the patient's legs for the patient with a fire that burns in the lower parts of the body should be used to hold their foot so they don't move it too much.
E aprop sia pausada sobre le membre del malaute, e le dit sia sobre le trauc que havem dit, entro que quan tenem las ventozas e non indigem que osten le dit e que yesca la vapor sobre aquel trauc, lahoras la ventoza sira tantost dissolvuda.	Then place a cushion on their chest for the patient's comfort.
E prop igneys la meca segon la sua manieyra, e itera aquela si indigeyssas de aquela.	And if there are complications, a physician should be used for that treatment.
Mays en ventosa que es aministrada en la malautia de plauressi, am aygua, en la qual no ha vergua transversa ni trauc, e no es aministrada sino que sia umplida de aygua, e es pausada sobre le membre tant solament.	Then apply a leech to treat the patient's ailment.
E aquesta es la forma de lu: E aquesta ventoza quant plus es gran, tant es milhor, per que puya recebre gran quantitat de aygua.	This translates to: And this will cause the body to have more water to absorb.
Capitol .xcvii.	Capitol .xcvii. translates to Chapter 97.
Sanguissuguas no so administradas en motz membres sino en les membres en les quals non es possible posicio de ventosas, per la parvitat de aquels, ayssi cum le pot e gingiva e semblantz a lor; o en membre denudat de carn, ayssi cum le dit e·l nas e lors semblantz.	Gout is best treated by applying a poultice to the affected area while using heat therapy.
E la qualitat de usar de aquelas que si has trobadas sanguisugas que so en las ayguas dossas de poyredura mundas.	And if the humors are found to be in their own body, they have used leeches for such a purpose.
E aprop sian layssadas le dia e la nueyt en aygua dossa entro que sian famolentas, e que no romangua alcuna causa en le ventre de aquelas; e aprop sia evacuat le cors en le comensament am fleubotomia e am ventozas; e aprop fregua le membre del malaute entro que s’enrojezesca; e aprop sian pausadas sobre lu.	Then if you want to treat the intestine and you're still unsure about whether to use a tourniquet or not, you should apply the same techniques as described in the previous lines.
E cum son umplidas e caso.	Place another cushion under their legs, as needed.
E si es possible succio del loc am ventoza, es mays derier en juvament.	And if it is possible to remove the cushion, then it's done with a cushion, and so are hernias treated.
E sino, lahoras lava le loc am vi agre e aprop am mota aygua; e sia freguat e expremut.	And then, if it is necessary to cleanse the area with sour wine, and apply a hot compress to the affected limb, while also keeping the patient's hands warm.
E si es prolonguat le cors del sanc aprop le cazement de las sanguissuguas, e es aquo resudan, lahoras tu enfon un drap de li en aygua freja, e pausa aquel de sobre entro que sia abdida la resudacio.	And if the pain is prolonged, apply a cloth to the area and use the heated cushion to draw out the fluid.
E si le sanc es multiplicat, lahoras polveriza sobre lu vitriol trissat, o guallas e semblantz a lor de las causas stipticas, entro que·l sanc sia abscidit; o sian pausadas sobre le loc las maytatz de favas excocicadas, e sian layssadas entro que las favas aderescan al loc, e es le sanc abscidit.	When blood is dry, or if you wish to prevent them from multiplying, they should be cauterized.
