Ayssi comensan las paraulas de Albucasim .	Then apply the words of Albucasim.
Mays empero cove que sia considerat si la palma ja es ostada al ventre de la ma, lahoras le malaute pause le dos de la sua ma sobre una taula deves la extencio e la reduccio; e si la dislocacio es precedent deves le dos de la ma, lahoras sia la posicio de la ma de aquel intrinicequement sobre la taula, per so que la ma del metge caja sobre aquela iminencia de la junctura.	The correct English translation should be:
E donc si retorna tantost, bon es; e sino, lahoras strenh aquela am empastre cedant le apostema e layssa aquel; e no iteres aquo, quar sino, no soferta ni no podes sobre la reduccio de lu pus que passan a lu dias.	And so it is good if it is treated quickly; but if not, then leave it alone, for the body will naturally heal itself.
Mays empero la junctura roman segon la sua tortuositat; e no notz al malaute alcuna causa, sino que la ma es mollificada e no pot strenher alcuna causa; lahoras sapias que les nervis son trincatz o trissatz, e lahoras no es engen en lu sino que sia strenhuda am cauteri prop le cazament de lu e fort leu aquo confereys alcuna causa.	This appears to be a combination of Italian and Spanish medical terms from the 16th century or earlier.
Donc cum malassem es retornada, lahoras pausa sobre lu empastre le qual havem recomtat, e sia layssat e strenhut per v dias; e aprop sia desliat e sia layssat e la ma de lu sia excercitada.	And if the intestine be inflamed or swollen, apply the cushion for 5 days; then remove the cushion and apply a cold compress to the foot for 7 days.
Mays si le movement de lu es ostat e accideys en lu alcuna gravitat, lahoras leniys aquela am aygua cauda e am fricacio alcunas veguadas, entro que sia alleujat.	Then apply heat to it, if necessary, to make it less painful, you should use cushions and place your hand on it.
Capitol .xxix.	In the 29th chapter...
De la curacio de dislocacio dels ditz.	And now let's talk about the treatment of dislocations of the fingers.
Alcunas veguadas so dislocatz les ditz a tota partida.	Then apply heat on their legs, to the area where the pain is located, to help the intestines in that area.
E quan es dislocat alcun dit de aquels al dos de la palma o al ventre de lu, lahoras sten le dit e impelleys la dislocacio de lu am les tieus pouses, entro que retorne.	And when there is pain in the back of the hand, or in the fingers, they must be treated with a cautery.
E aprop sostenta le cap del dit, e suspen aquel deves la part a la qual es dislocat, e layssa aquel per dos dias.	And place the two splints on their legs for two days.
E aprop suspen aquel e exten aquel entro que dreyt sia engualhat en aquel sieu dia.	Then apply a bandage to the affected area.
E quan sira noyt, lia aquel segon aquela narracio, e no cesses desliar aquel en le dia e exercitar am movement, e lia aquel en la noyt; e fay aquo per alcus dias entro que sia streyt.	And when the disease is advanced, it affects the legs and feet, and requires attention.
E fay semblant am aquo, si es dislocat al ventre de la ma, e lia aquel ad aquela partida e fay am aquo la tieua primiera operacio, entro que sia sanat.	And if the doctors are to be believed, they call it gout.
E semblantment fay am aquo quan es dislocat a las autres partidas.	And similarly, in other parts of the body, the pain is caused by humors that are out of place.
Capitol .xxx.	Capitol .xxx.
De la curacio de dislocacio dels spondils del dos.	This refers to the treatment of dislocations in the limbs, but for the spine.
Quan accideys ad alcun dels spondils del dos o del col dislocacio complida, e so remaugutz motz spondils de lors locs, lahoras en aquela no es curacio, quar la mort se coyta al malaute.	Then apply the other treatments to the legs and feet, or they will die.
E senhal de aquo es que la egestio del malaute es fora-eyssida ses voluntat, e no pot retenir aquela; e motas veguadas so mollificatz alcus membres de lu o doas cambas de lu o dos brasses de lu, o un de aquels; o es remaugut un spondil de son loc, quar motas veguadas es remaugut e motas veguadas es fayta la remocio de aquels a quatre partidas.	And if it is necessary to use a cushion, it should be placed so that it is both under their legs and also on the body of the patient as a remedy.
Donc aquela ja es remauguda a las partidas detras e es nompnada gelbozitat.	Therefore, it is called gout.
Mays la curacio de lu es que lahoras consideras si la gelbozitat accidey de puerissia, quar lahoras en aquela no es curacio ni de aquela no es sanacio de tot.	Gout cannot be cured by any other means but those involving bloodletting and treatment for excess humors.
Mays en aquela que ve per cazement o per percussio o per semblant ad aquels, ja diyssero les Antics las manieras de curacio am sermo prolixs, del qual lo mays retorna am profieyt; mays yeu ja e abreujat de aquel del qual lo pauc escusa del trop de lu, per la mieua propinquitat a la entencio mieua exposicio, am la qual he aquo expausat et format ex instrument divers de aquel am le qual mostrero aquo e espausero aquel.	Mays in the hands are often found to be a remedy for gout.
E dic que en gelbosita que accideys de la partida denant en le pietz, no es engen ni sanacio de aquela; e semblantment en aquela que es fayta a dos latz.	And if the ailment happens in the legs, it is necessary to cauterize it.
E de aquelas no es curada sino aquela que accideys en le dos propriament am aquo que yeu recomti.	The pain in the legs will not be cured.
E es que·l malaute sia extendut sobre la sua cara sobre pug engual prop de paret, e sia extendut dejos lu esturment molh per so que no sia lidit le pietz de lu.	Then let them be treated by the physician so they don't extend beyond their own pain.
E aprop un fust dreyt sia pausat, ficat en la terra en la extremitat del pug entorn le cap de lu, e autra fust en aviro les pes de lu en l’autra extremitat del pueg.	And if a doctor cauterizes the legs, he should place another on the chest.
E·l ministre tengua le fust, e no sia fermat en fossa; e autre ministre tengua l’autre segon aquela forma.	Then apply the cautery to the patient's legs, and use another cushion to protect the body while applying the heat.
E aprop envolopa sobre le cap del malaute e dejos les titillic liamen leon ferm; e exten la extremitat del liamel al fust le qual es deves le cap de lu, e lia aquel en lu; e aprop strenh l’autre liament sobre las ancas de lu les denols de lu, e deves las cambas de lu; e aprop ajusta totz les liamentz e lia aquels en l’autre fust le qual es deves les pes de lu.	And to the head of the patient, you apply the other cushion to the knees.
E aprop le ministre cascu extenda le liament a la partida del fust, e no sian remaugutz les dos fustz e les liamentz dels sieus locs en les quals son ficatz, mays empero no so fermatz ayssi cum havem dit.	And if the doctors are asked to burn the flesh, they will always say that it's a good idea to use the tool for the removal of their flesh to avoid the pain.
E le metge pause las suas palmas sobre le spondil am fortaleza entro que retorne, o que pause sobre aquela una taula, e aprop que ajuste sobre la taula les sieus pes entro que retorne.	And if you wish to make treatment for pain in the legs or feet, you should use hot compresses on the affected areas.
Mays si no retorna per aquesta forma, lahoras pren una taula de la qual la latitut o la longitut sia en aviro de tres brassas, e cava en la paret de la qual havem dit que es prop le malaute un loc en le qual intre la extremitat de la taula.	Mays si no retorna per aquesta forma, then take a cushion so you don't have to suffer from pain in the legs or feet.
E aprop pausa la maytat de la taula sobre le spondilh, e·l metge pause les sieus pes sobre l’autre extremitat, e estrenha be entro que le spondil sia coartat e que retorne al sieu loc.	And if the patient's pain is caused by a cold humor that has accumulated in their limbs, then apply cauterization to the affected areas below the knee.
E si tu voles, obre am torn le qual es revolvut am la ma; e es que tu fiques en terra deves le cap del malaute en le derier del pug dos fustz, la longitut dels quals sia d’un bras, e deves le cap de lu en le derier del pug eyssament dos fustz; e sia la longitut que es entre quascun fust un palm, e ja es fayt en quascun fust trauc en le qual corr torn, e quascun sia mot fermat en terra per so que no sia maugut.	And if you wish, apply a cushion to the affected area; then place two cushions on their knees and another on their feet, leaving one hand free.
E sia mes un fust redon en le qual es le torn, e sia revolvut en les dos traucs dels dos fustz.	When there is a pain in the thighs, you should call for the physician.
