Ayssi comensan las paraulas de Albucasim .	And that's when we see the beginning of Albucasim's teachings.
Donc cum la reducio es complida segon que cove — e·l senhal de la reduccio de lu no es amaguat a tu, e es que tu extendas del malaute doas cambas, e quan tu vezes aquelas enguals e le malaute extrenh la sieua camba e expandeys aquela ses excusacio, lahoras sapias que·l membre segon que cove es retornat — e lahoras tu ajusta doas coyssas e pausa empastre e extrenh am benda ayssi que la ancha no sia mauguda en alcuna de las partidas; e adheresca le malaute a repaus per tres dias o per quatre.	Then you place a cushion on the surface between the legs so that the patient can be cauterized, and another cushion placed below.
E aprop deslia le liament e l’empastre, e compara la una camba am l’autra.	And compare the legs to the other leg.
Lahoras, si vezas aquelas enguals en vustament, lahoras sapias que la dislocacio ja es fermada, e adonc layssa le malaute anar.	And if they are in pain, then place a cushion under them, and another on their feet, and let the patient go to the doctor if necessary.
E si vezas alcuna causa de mollificacio, lahoras tu retorna e emplastra aquel, e extrenh aquel segon la tua primiera strectura, e layssa aquel en tres dias.	And if you see any cause of inflammation, treat that area to soften it, and apply a cushion to their legs.
E aprop deslia aquel, e fay aquel tardar en ambulacio sobre quascu per alcus dias, entro que sia confortat.	A cushion will help to relieve pain in the affected area for those who are uncomfortable from gout.
Capitol .xxxii.	Gout is caused by an imbalance of humors in the body, leading to painful swelling and inflammation of the joints.
De curacio de dislocacio del denolh.	And if a patient has a wound, it is customary to apply cautery to the legs or body.
Le denolh es dislocat segon tres manieyras, quar es dislocat a las partidas defora, e a las partidas dedintz, e a las partidas dejos mays a las partidas detras; e a las partidas denant no es dislocat.	The pain is caused by an imbalance of humors in the body.
E le senhal de dislocacio de lu es que comandes al malaute que aplique la sua camba am la coyssa; lahoras sapias que·l denol es dislocat.	The signal for a dislocation is when a doctor tells them to apply a cushion to their leg; if they are told to do so, it is the sign that they should be careful with the patient's foot.
E la restauracio de totas las manieyras de lu es que fassas cezer le malaute dreyt, enayssi que ja extenda la sieua camba, si pot sobre aquo; adherir le tieu dos a la cara de lu, e pausa le pe de lu entre les tieus pes; e aprop fay adherir le denol de lu am las tuas palmas, e rete aquelas entre les tieus ditz sobre le denolh de lu am fortaleza, e autre ministre extenda le sieu pe entro que·l denol retorne a son loc.	And if the patient has pain in their legs or feet, the two are used to hold the skin back so that you can reach all parts of the body.
E senhal de reddicio de lu es que la sua camba adharesca am la coyssa am levitat no-laboroza.	And if you want to treat the pain in the thighs, place a cushion under them.
E aprop emplastra aquel e fay adhirir la camba am la coyssa, e aprop lia aquelas emsemps am una benda per tres dias o per quatre, e aprop deslia aquelas.	And then apply a bandage to that area and keep the patient's leg bandaged for three or four days.
E no uze le malaute de ambulacio per alcus dias, entro que sia sanat e cofortat.	Estroy's hand in the foot, for a few days, so that the pain may subside and be healed.
Mays si la reduccio de lu a tu es excusada, lahoras aministra fort extencio am liamentz dels quals en la curacio de la hancha precedit narracio.	If a physician deems it necessary to treat gout, they will use proper methods.
Capitol .xxxiii.	And if it is necessary to treat an infected toe, apply the cautery there.
De la curacio de la dislocacio del talo.	On the treatment of ankle dislocation.
Le talo alcunas veguadas es remaugut per petita remocio, e alcunas veguadas es dislocat segon compliment, e la dislocacio de lu es fayta o a las partidas dedintz o a las partidas deforo.	Then apply a poultice to the affected area.
E le senhal de la dislocacio de lu es que vezes le talo imflat procedent a la partida a la qual es dislocat.	And if it is necessary to burn a cauterization on the foot, you have already made a mark on the patient's intestine.
Mays la curacio de la remocio de lu es de leugiera reddicio, e es que sia extendut am facilitat am las mas e sia engualhat entro que retorne.	And if the patient has a problem with their bowels, they should have a cushion placed under them.
Mays en la curacio de lu quan es dislocat segon compliment, cove que fasses cezer le malaute dreyt, e tengua aquel un ministre fort e valent de la partida detras del dos de aquel en le mieg loc de lu.	This is a request for a direct translation of the given text.
E aprop te tu am la tieua ma dreyta le pe de la pus sobirana part, e am la tua ma sinistra de la part pus dejos del pe en le loc de la cavilha.	And if the patient's right foot is affected by the disease, place it on the surface of the right leg and use it to apply a poultice.
E aprop atira le pe a tu am la tua ma dreyta, e aprop am la sinistra per dos veguadas, e aprop exten am la sinistra; e empelleys le pietz del pe am la dreyta deves la camba ses trebalh.	Then apply your hand to the patient’s right knee and place a cushion on their chest.
E fay aquo doas veguadas segon que havem comtat.	And apply a cautery to the affected areas as indicated.
E aprop empelleys le pietz del pe a la camba la tersa veguada, e tu es a la cavilha.	And then you apply the cautery to the patient's foot after having already opened the space between their thighs.
Donc si retorna en una veguada o en dos segon aquesta manieyra, e si vezes le pe engualhat, es bo; e sino, lahoras sobre lu itera la operacio, quar aquel retorna.	And so if the pain returns or the legs are affected, it is treated in this way.
Mays si a tu es prohibida la reduccio de lu am aquo que havem recomtat, lahoras fay jaser le malaute sobre le sieu dos sobre terra, e estrenh un paysel mot en terra fermat, e que caja entre las coyssas de lu, e tu ja has envolopat sobre lu drap per so que no ledesca le malaute.	Mays tu se'n Mays e.g. Mays es necessite,
E aprop le ministre de lu tengua las suas coyssas, e aprop autre ministre extenda le pe am las suas mas o am liament que lie sobre le col del pe; e aprop extenda aquel quascun ministre contre extencio del sieu par, e le payssel sia extant entre las coyssas del malaute retinent aquel, per so que·l cos de lu no sia atirat a las partidas dejos deves la sua extencio.	Then apply another cautery to the legs, so that the patient may be treated with a hot cautery and the pain goes back into the body, so that the intestine or the foot does not extend beyond the cavity.
E aprop le metge enguala la dislocacio am las sieuas mas, e autre ministre tengua la coyssa sana a las partidas dejos, quar la dislocacio retorna am la facilitat.	And if a patient's foot is swollen, another's leg should be held in place by the physician, using a cautery to prevent further complications.
E donc cum retorna la dislocacio e es declarada a tu la sanetat de la reduccio de lu, lahoras pausa emplastre e extrenh aquela am liamentz fortment, e ligua le pe am liament a la camba.	Then, when the dislocation is reduced, apply the cushion to their legs, and hold them firmly there.
E cove que temes o te guardes dels nervis les quals so detras sobre le talo, per que le liament sobre aquel no sia vehement e leda aquel fortment.	And on the legs, they are already filled with cushions, and so the foot must be held back from being painful.
E aprop layssa aquel per dos dias o per tres; e si le liament es mollificat, extrenh aquel.	Then keep it away from the patient's body for two or three days.
E aprop deslia aquel en le ters dia o en le quart, e prohibeys le malaute de anament per xl dias.	And then apply the cushion to the patient's body, for 30 days or more.
Mays si es forsat de anar denant aquel spazi, no es fayta segurtat que la dislocacio no sia sobre lu dissolvuda e corrumpuda, e aprop aquo que no recipia curacio.	This is a guess at a translation based on your examples: Mays si is for the first time in history that I am putting my hand over the patient's body to prevent their intestines from becoming inflamed.
E si accideys a lu apostema caut, lahoras cove que tu aministre en la cedacio de lu aquo en lo qual precedic la nostra narracio, en autre loc de curacio e de embrocacio, entro que sia remauguda.	And if a poultice is necessary for the patient's feet, apply it to the area.
