Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albuccassis.
E tot membre sia curat am aquo del qual la rememoracio vindra en son loc.	And every member should be healed by the remedy that will come in its place.
E yeu ja e ordenatz les capitols de dislocacio segon que es precedit en fractura; de la partida del cos pus sobirana entro a la partida pus dejos.	And you have already organized the chapters on dislocation according to the precedent in fracture: from the upper division of the body to the lower division.
Capitol .xxiiii.	Chapter 24.
De curacio de dislocacio de la mandibula dejos.	On the treatment of dislocation of the lower jaw.
So dislocadas las doas mandibulas si no tart; e la dislocacio de amdos es fayta segon una de dos manieyras: que o son remaugudas de lurs locs per pauca remocio, e so mollificadas un petit; o so dislocadas per entiera dislocacio e complida, entro que sian mollificadas a la partida de la junctura entro que corro saliva del malaute e que no puesca tenir aquela ni puesca claure la sua boca, e la lengua de lu sia envolopada en sa paraula.	If the two jaws are dislocated and not torn apart; and a dislocation of both occurs in one of two ways: either they are repositioned slightly with little movement, or they are completely dislocated and require complete mollification at the juncture until saliva flows from the patient's mouth and he is unable to hold it nor close his mouth, and the tongue of him is enveloped in his word.
Mays quan la dislocacio de lu es pauca, lahoras en las majors disposicios retorna per si an pauca causa.	When the dislocation [of a body part] is slight, then in the greatest care, return it to its place with minimal handling.
Mays si la dislocacio es entiera e complida, lahoras cove que sia administrada reduccio de lu leugierament, e no sia tardada de tot.	If the dislocation is complete and complicated, then it requires careful reduction and should not be delayed entirely.
E es que·l ministre tengua le cap del malaute, e entrometa lo metge le dit pous de la una sieua ma en la razit de la dislocacio de la mandibula dedintz la boca de lu, si la dislocacio es de la una part; o que entrometa les sieus dos pouzes ensemps, si la dislocacio es de doas partz, e les autres ditz de las mas de lu sian defora am les quals enguale; e comanda al malaute que cesse las suas mandibulas e absolva aquelas anar de quascuna partida; e le metge engualhe la mandibula e enpellisca la mandibula entro que retorne al sieu loc.	It is said that the assistant should hold the patient's head, and the doctor puts their hand into the patient's mouth, in the direction of the dislocation of the jaw within the mouth, if the dislocation is on one side; or the doctor places both hands together, if the dislocation is on both sides, and the others hold the rest of the patient outside; and commands the patient to stop moving their jaws and let it go from each side; and the doctor guides the jaw and wraps it in cloth until it returns to its place.
E si dificil es la reducio de lu, e majorment si amdos las mandibulas so essemps dislocadas, lahoras aministra evoporacio am aygua cauda e oli, entro que sia fayta leugiera la reduccio de amdos e no tardes la reduccio de amdos de tot, ayssi quo havem dit.	If the reduction is difficult, especially if both jaws are dislocated, then administer warm water and oil before making the reduction easy, so as not to delay the reduction of both and not to delay the reduction of both entirely, as has been said.
E donc cum retornam e so engualadas, e es clausa la boca del malaute e no es mollificada, lahoras pausa sobre aquelas polvils de drap am cerot, e sia fayt de cera e oli rozat; e aprop sia liat am facilitat am liamens mols.	Therefore, when they are returned and wrapped, and the patient's mouth is closed and not softened, then pause over those powdered cloth pieces with wax and oil, make it of wax and rosin-covered linen; and place them with ease on the affected area.
E sia le dormir del malaute sobre le sieu dos, e·l cap de lu sia stant entre dos aurelhes, per so que no maugue aquel a la partida dreyta ni a la sinistra; e no li fassas per forsa masteguar alcuna causa; habans la sieua vianda sia forbicio leon, entro que quan las dolors sian remaugudas e las mandibulas so nozadas, lahoras maugue aquo que vol.	The patient should sleep on their back, and the head of the patient should be between two pillows, so that it does not move to either the right or left side; and do not make them chew any food forcibly; having their provisions be allowed to eat lions until when the pains are reduced and the jaws are relaxed, then do what you want.
E aquo sia aministrat am facilita, e no trebalhe sobre la apercio de la boca deves la comestio e beure e ocitatio, entro que la mandibula sia nozada e sanada.	That should be administered with ease, and you should not work on the opening of the mouth through eating and drinking or talking, until the jaw is relaxed and healed.
E si es dificil la reduccio de duas mandibulas quan so dislocadas en alcuna hora e no so convertidas als lors locs, lahoras motas veguadas accideysso febres e soda assidua, e fort leu es alerguat le ventre del malaute, e fort leu e vomeys colera pura.	If the reduction of both jaws is difficult when they are dislocated at some time and not returned to their places, then frequent fevers and strong sweating occur, and the stomach of the patient becomes inflamed, and strong bile is vomited.
E quan tu vezes aquo, lahoras sapias que es perdicio; e motas veguadas mor aquel al qual accideys aquo en x dias.	When you see this, know that it is disastrous; and frequent vigilance is required for the one who experiences this in ten days.
Capitol .xxv.	Chapter XXV.
De reduccio de la dislocacio de la furcula e de la extremitat del muscle.	On the reduction of the dislocation of the collarbone and the end of the muscle.
Furcula no es dislocada del latz dedintz per la sua continuacio am le pietz; e alcunas veguadas es dislocada a la partida defora, e aquo es declarat al sentiment.	The collarbone is not dislocated on the side through its continuity with the ribs; and sometimes it is dislocated on the outside, and this is apparent by sensation.
E la restauracio de lu es que·l malaute jagua sobre le sieu dos e extenda les sieus brasses.	The restoration of it is that the patient lies on their back and extends their arms.
E aprop coarta le loc am la tua palma am fort coartacio, quar ela retornara.	Place your hand on the affected area with strong compression, as it will return to its place.
E aprop pausa sobre aquela emplastre e pulvils e strenh aquela.	Then place a cushion on that plaster and powder, and press it firmly.
Mays la extremitat de aquel que siec le coyde e·s continuat am aquel, no es dislocada en alcun dia; lahoras cove que sia reduzida e engualhada segon que havem dit e segon que es a tu aparelhat.	If the extremity of that which is cut off and joined with it is not dislocated in any day, then it must be reduced and aligned as I have said and as you are equipped to do so.
